"sa2_name_2021","age_group","pop_2021","pop2011_as21","abs_change","growth_rate","in_wslhd_2021","in_metro_2021"
"Tamworth - West","30_39",828,685,143,0.208759124087591,0,0
"Tamworth - West","40_49",649,626,23,0.036741214057508,0,0
"Tamworth - West","50_59",594,522,72,0.137931034482759,0,0
"Tamworth - West","60_69",488,394,94,0.238578680203046,0,0
"Tamworth - West","70_79",374,225,149,0.662222222222222,0,0
"Tamworth - West","80_89",125,74,51,0.689189189189189,0,0
"Tamworth - West","90_99",7,6,1,0.166666666666667,0,0
"Tamworth - West","100_plus",0,0,0,NA,0,0
"Tamworth Surrounds","0_9",2214,2299,-85,-0.0369725967812092,0,0
"Tamworth Surrounds","10_19",2626,2333,293,0.125589369909987,0,0
"Tamworth Surrounds","20_29",1564,1308,256,0.195718654434251,0,0
"Tamworth Surrounds","30_39",1977,1834,143,0.0779716466739367,0,0
"Tamworth Surrounds","40_49",2416,2424,-8,-0.0033003300330033,0,0
"Tamworth Surrounds","50_59",2658,2757,-99,-0.0359085963003264,0,0
"Tamworth Surrounds","60_69",2741,2367,374,0.158005914659907,0,0
"Tamworth Surrounds","70_79",1944,1352,592,0.437869822485207,0,0
"Tamworth Surrounds","80_89",743,578,165,0.285467128027682,0,0
"Tamworth Surrounds","90_99",144,87,57,0.655172413793103,0,0
"Tamworth Surrounds","100_plus",7,0,7,NA,0,0
"Belmont - Bennetts Green","0_9",1902,2019,-117,-0.0579494799405646,0,0
"Belmont - Bennetts Green","10_19",2183,2392,-209,-0.0873745819397993,0,0
"Belmont - Bennetts Green","20_29",1946,1719,227,0.132053519488074,0,0
"Belmont - Bennetts Green","30_39",2005,1898,107,0.0563751317175975,0,0
"Belmont - Bennetts Green","40_49",2129,2412,-283,-0.117330016583748,0,0
"Belmont - Bennetts Green","50_59",2333,2321,12,0.00517018526497199,0,0
"Belmont - Bennetts Green","60_69",2271,2012,259,0.128727634194831,0,0
"Belmont - Bennetts Green","70_79",1859,1400,459,0.327857142857143,0,0
"Belmont - Bennetts Green","80_89",1004,827,177,0.214026602176542,0,0
"Belmont - Bennetts Green","90_99",221,146,75,0.513698630136986,0,0
"Belmont - Bennetts Green","100_plus",4,0,4,NA,0,0
"Belmont South - Blacksmiths","0_9",546,593,-47,-0.0792580101180438,0,0
"Belmont South - Blacksmiths","10_19",589,742,-153,-0.206199460916442,0,0
"Belmont South - Blacksmiths","20_29",568,551,17,0.0308529945553539,0,0
"Belmont South - Blacksmiths","30_39",552,569,-17,-0.0298769771528998,0,0
"Belmont South - Blacksmiths","40_49",640,764,-124,-0.162303664921466,0,0
"Belmont South - Blacksmiths","50_59",839,828,11,0.0132850241545894,0,0
"Belmont South - Blacksmiths","60_69",973,751,222,0.29560585885486,0,0
"Belmont South - Blacksmiths","70_79",679,487,192,0.394250513347023,0,0
"Belmont South - Blacksmiths","80_89",253,315,-62,-0.196825396825397,0,0
"Belmont South - Blacksmiths","90_99",54,29,25,0.862068965517241,0,0
"Belmont South - Blacksmiths","100_plus",0,0,0,NA,0,0
"Charlestown - Dudley","0_9",3323,2957,366,0.123774095366926,0,0
"Charlestown - Dudley","10_19",2979,2995,-16,-0.00534223706176962,0,0
"Charlestown - Dudley","20_29",3114,2976,138,0.0463709677419355,0,0
"Charlestown - Dudley","30_39",3703,3017,686,0.22737819025522,0,0
"Charlestown - Dudley","40_49",3237,3210,27,0.00841121495327103,0,0
"Charlestown - Dudley","50_59",2996,3001,-5,-0.00166611129623459,0,0
"Charlestown - Dudley","60_69",2647,2366,281,0.11876584953508,0,0
"Charlestown - Dudley","70_79",1935,1832,103,0.0562227074235808,0,0
"Charlestown - Dudley","80_89",1084,1086,-2,-0.00184162062615101,0,0
"Charlestown - Dudley","90_99",228,120,108,0.9,0,0
"Charlestown - Dudley","100_plus",9,0,9,NA,0,0
"Glendale - Cardiff - Hillsborough","0_9",3144,2956,188,0.0635994587280108,0,0
"Glendale - Cardiff - Hillsborough","10_19",3039,3042,-3,-0.000986193293885602,0,0
"Glendale - Cardiff - Hillsborough","20_29",3060,2897,163,0.0562651018294788,0,0
"Glendale - Cardiff - Hillsborough","30_39",3557,3072,485,0.157877604166667,0,0
"Glendale - Cardiff - Hillsborough","40_49",3229,3031,198,0.0653249752556912,0,0
"Glendale - Cardiff - Hillsborough","50_59",2877,3139,-262,-0.0834660719974514,0,0
"Glendale - Cardiff - Hillsborough","60_69",2615,2495,120,0.0480961923847695,0,0
"Glendale - Cardiff - Hillsborough","70_79",2026,1322,704,0.532526475037821,0,0
"Glendale - Cardiff - Hillsborough","80_89",850,867,-17,-0.0196078431372549,0,0
"Glendale - Cardiff - Hillsborough","90_99",197,143,54,0.377622377622378,0,0
"Glendale - Cardiff - Hillsborough","100_plus",5,3,2,0.666666666666667,0,0
"Mount Hutton - Windale","0_9",1144,1163,-19,-0.0163370593293207,0,0
"Mount Hutton - Windale","10_19",1173,1273,-100,-0.0785545954438335,0,0
"Mount Hutton - Windale","20_29",1164,994,170,0.17102615694165,0,0
"Mount Hutton - Windale","30_39",1133,1022,111,0.108610567514677,0,0
"Mount Hutton - Windale","40_49",1064,1201,-137,-0.114071606994172,0,0
"Mount Hutton - Windale","50_59",1202,1070,132,0.123364485981308,0,0
"Mount Hutton - Windale","60_69",1088,869,219,0.252013808975834,0,0
"Mount Hutton - Windale","70_79",884,606,278,0.458745874587459,0,0
"Mount Hutton - Windale","80_89",510,378,132,0.349206349206349,0,0
"Mount Hutton - Windale","90_99",137,80,57,0.7125,0,0
"Mount Hutton - Windale","100_plus",3,6,-3,-0.5,0,0
"Redhead","0_9",413,404,9,0.0222772277227723,0,0
"Redhead","10_19",486,437,49,0.112128146453089,0,0
"Redhead","20_29",241,285,-44,-0.154385964912281,0,0
"Redhead","30_39",347,350,-3,-0.00857142857142857,0,0
"Redhead","40_49",473,484,-11,-0.0227272727272727,0,0
"Redhead","50_59",457,525,-68,-0.12952380952381,0,0
"Redhead","60_69",587,417,170,0.407673860911271,0,0
"Redhead","70_79",417,320,97,0.303125,0,0
"Redhead","80_89",259,200,59,0.295,0,0
"Redhead","90_99",109,40,69,1.725,0,0
"Redhead","100_plus",0,0,0,NA,0,0
"Swansea - Caves Beach","0_9",1300,1082,218,0.201478743068392,0,0
"Swansea - Caves Beach","10_19",1410,1376,34,0.0247093023255814,0,0
"Swansea - Caves Beach","20_29",1026,954,72,0.0754716981132075,0,0
"Swansea - Caves Beach","30_39",1181,1060,121,0.114150943396226,0,0
"Swansea - Caves Beach","40_49",1467,1390,77,0.0553956834532374,0,0
"Swansea - Caves Beach","50_59",1772,1582,190,0.120101137800253,0,0
"Swansea - Caves Beach","60_69",1995,1557,438,0.28131021194605,0,0
"Swansea - Caves Beach","70_79",1562,1064,498,0.468045112781955,0,0
"Swansea - Caves Beach","80_89",689,580,109,0.187931034482759,0,0
"Swansea - Caves Beach","90_99",164,92,72,0.782608695652174,0,0
"Swansea - Caves Beach","100_plus",0,0,0,NA,0,0
"Valentine - Eleebana","0_9",1461,1352,109,0.0806213017751479,0,0
"Valentine - Eleebana","10_19",1822,1797,25,0.0139120756816917,0,0
"Valentine - Eleebana","20_29",969,1016,-47,-0.046259842519685,0,0
"Valentine - Eleebana","30_39",1123,1107,16,0.014453477868112,0,0
"Valentine - Eleebana","40_49",1708,1844,-136,-0.0737527114967462,0,0
"Valentine - Eleebana","50_59",1720,1988,-268,-0.134808853118712,0,0
"Valentine - Eleebana","60_69",1687,1592,95,0.0596733668341709,0,0
"Valentine - Eleebana","70_79",1411,804,607,0.754975124378109,0,0
"Valentine - Eleebana","80_89",538,401,137,0.341645885286783,0,0
"Valentine - Eleebana","90_99",120,62,58,0.935483870967742,0,0
"Valentine - Eleebana","100_plus",7,3,4,1.33333333333333,0,0
"Warners Bay - Boolaroo","0_9",1587,1537,50,0.0325309043591412,0,0
"Warners Bay - Boolaroo","10_19",1787,1628,159,0.0976658476658477,0,0
"Warners Bay - Boolaroo","20_29",1436,1336,100,0.0748502994011976,0,0
"Warners Bay - Boolaroo","30_39",1659,1487,172,0.115669132481506,0,0
"Warners Bay - Boolaroo","40_49",1859,1759,100,0.0568504832291074,0,0
"Warners Bay - Boolaroo","50_59",1995,1686,309,0.183274021352313,0,0
"Warners Bay - Boolaroo","60_69",1897,1595,302,0.189341692789969,0,0
"Warners Bay - Boolaroo","70_79",1633,1036,597,0.576254826254826,0,0
"Warners Bay - Boolaroo","80_89",725,590,135,0.228813559322034,0,0
"Warners Bay - Boolaroo","90_99",118,94,24,0.25531914893617,0,0
"Warners Bay - Boolaroo","100_plus",3,3,0,0,0,0
"Bolton Point - Teralba","0_9",1197,996,201,0.201807228915663,0,0
"Bolton Point - Teralba","10_19",1149,1275,-126,-0.0988235294117647,0,0
"Bolton Point - Teralba","20_29",1193,882,311,0.352607709750567,0,0
"Bolton Point - Teralba","30_39",1251,967,284,0.293691830403309,0,0
"Bolton Point - Teralba","40_49",1157,1133,24,0.0211827007943513,0,0
"Bolton Point - Teralba","50_59",1222,1123,99,0.0881567230632235,0,0
"Bolton Point - Teralba","60_69",1226,1059,167,0.157695939565628,0,0
"Bolton Point - Teralba","70_79",1020,656,364,0.554878048780488,0,0
"Bolton Point - Teralba","80_89",547,465,82,0.176344086021505,0,0
"Bolton Point - Teralba","90_99",168,131,37,0.282442748091603,0,0
"Bolton Point - Teralba","100_plus",8,7,1,0.142857142857143,0,0
"Bonnells Bay - Silverwater","0_9",1178,988,190,0.192307692307692,0,0
"Bonnells Bay - Silverwater","10_19",1098,1051,47,0.0447193149381541,0,0
"Bonnells Bay - Silverwater","20_29",1122,812,310,0.381773399014778,0,0
"Bonnells Bay - Silverwater","30_39",1092,834,258,0.309352517985612,0,0
"Bonnells Bay - Silverwater","40_49",1049,1054,-5,-0.0047438330170778,0,0
"Bonnells Bay - Silverwater","50_59",1233,1072,161,0.150186567164179,0,0
"Bonnells Bay - Silverwater","60_69",1312,1059,253,0.23890462700661,0,0
"Bonnells Bay - Silverwater","70_79",1096,715,381,0.532867132867133,0,0
"Bonnells Bay - Silverwater","80_89",447,317,130,0.410094637223975,0,0
"Bonnells Bay - Silverwater","90_99",55,30,25,0.833333333333333,0,0
"Bonnells Bay - Silverwater","100_plus",0,0,0,NA,0,0
"Edgeworth - Cameron Park","0_9",2502,1765,737,0.417563739376771,0,0
"Edgeworth - Cameron Park","10_19",2197,1574,623,0.395806861499365,0,0
"Edgeworth - Cameron Park","20_29",2066,1426,640,0.448807854137447,0,0
"Edgeworth - Cameron Park","30_39",2573,1736,837,0.482142857142857,0,0
"Edgeworth - Cameron Park","40_49",2292,1491,801,0.537223340040241,0,0
"Edgeworth - Cameron Park","50_59",1699,1336,363,0.271706586826347,0,0
"Edgeworth - Cameron Park","60_69",1430,1053,377,0.358024691358025,0,0
"Edgeworth - Cameron Park","70_79",1032,559,473,0.846153846153846,0,0
"Edgeworth - Cameron Park","80_89",453,416,37,0.0889423076923077,0,0
"Edgeworth - Cameron Park","90_99",126,67,59,0.880597014925373,0,0
"Edgeworth - Cameron Park","100_plus",3,0,3,NA,0,0
"Morisset - Cooranbong","0_9",2012,1426,586,0.4109396914446,0,0
"Morisset - Cooranbong","10_19",1957,1885,72,0.0381962864721485,0,0
"Morisset - Cooranbong","20_29",1995,1416,579,0.408898305084746,0,0
"Morisset - Cooranbong","30_39",2007,1289,718,0.557020946470132,0,0
"Morisset - Cooranbong","40_49",1868,1778,90,0.0506186726659168,0,0
"Morisset - Cooranbong","50_59",2125,1867,258,0.138189608998393,0,0
"Morisset - Cooranbong","60_69",2321,1678,643,0.383194278903456,0,0
"Morisset - Cooranbong","70_79",2126,1297,829,0.639167309175019,0,0
"Morisset - Cooranbong","80_89",1327,972,355,0.36522633744856,0,0
"Morisset - Cooranbong","90_99",374,230,144,0.626086956521739,0,0
"Morisset - Cooranbong","100_plus",15,3,12,4,0,0
"Toronto - Awaba","0_9",1450,1402,48,0.0342368045649073,0,0
"Toronto - Awaba","10_19",1504,1703,-199,-0.116852613035819,0,0
"Toronto - Awaba","20_29",1362,1462,-100,-0.0683994528043776,0,0
"Toronto - Awaba","30_39",1409,1274,135,0.10596546310832,0,0
"Toronto - Awaba","40_49",1485,1593,-108,-0.0677966101694915,0,0
"Toronto - Awaba","50_59",1834,1889,-55,-0.0291159343568025,0,0
"Toronto - Awaba","60_69",2126,1869,257,0.137506688068486,0,0
"Toronto - Awaba","70_79",1816,1150,666,0.579130434782609,0,0
"Toronto - Awaba","80_89",746,758,-12,-0.0158311345646438,0,0
"Toronto - Awaba","90_99",217,161,56,0.347826086956522,0,0
"Toronto - Awaba","100_plus",9,8,1,0.125,0,0
"Wangi Wangi - Rathmines","0_9",983,927,56,0.0604099244875944,0,0
"Wangi Wangi - Rathmines","10_19",1041,1059,-18,-0.0169971671388102,0,0
"Wangi Wangi - Rathmines","20_29",832,859,-27,-0.0314318975552969,0,0
"Wangi Wangi - Rathmines","30_39",959,893,66,0.0739081746920493,0,0
"Wangi Wangi - Rathmines","40_49",1064,1095,-31,-0.028310502283105,0,0
"Wangi Wangi - Rathmines","50_59",1288,1430,-142,-0.0993006993006993,0,0
"Wangi Wangi - Rathmines","60_69",1594,1343,251,0.186895011169025,0,0
"Wangi Wangi - Rathmines","70_79",1251,739,512,0.692828146143437,0,0
"Wangi Wangi - Rathmines","80_89",390,326,64,0.196319018404908,0,0
"Wangi Wangi - Rathmines","90_99",63,38,25,0.657894736842105,0,0
"Wangi Wangi - Rathmines","100_plus",0,0,0,NA,0,0
"West Wallsend - Barnsley - Killingworth","0_9",913,862,51,0.0591647331786543,0,0
"West Wallsend - Barnsley - Killingworth","10_19",939,968,-29,-0.0299586776859504,0,0
"West Wallsend - Barnsley - Killingworth","20_29",978,772,206,0.266839378238342,0,0
"West Wallsend - Barnsley - Killingworth","30_39",951,806,145,0.179900744416873,0,0
"West Wallsend - Barnsley - Killingworth","40_49",894,932,-38,-0.0407725321888412,0,0
"West Wallsend - Barnsley - Killingworth","50_59",915,938,-23,-0.0245202558635394,0,0
"West Wallsend - Barnsley - Killingworth","60_69",924,520,404,0.776923076923077,0,0
"West Wallsend - Barnsley - Killingworth","70_79",554,230,324,1.40869565217391,0,0
"West Wallsend - Barnsley - Killingworth","80_89",158,101,57,0.564356435643564,0,0
"West Wallsend - Barnsley - Killingworth","90_99",19,12,7,0.583333333333333,0,0
"West Wallsend - Barnsley - Killingworth","100_plus",0,0,0,NA,0,0
"Adamstown - Kotara","0_9",2116,1976,140,0.0708502024291498,0,0
"Adamstown - Kotara","10_19",2145,1768,377,0.213235294117647,0,0
"Adamstown - Kotara","20_29",2210,1849,361,0.195240670632774,0,0
"Adamstown - Kotara","30_39",2319,2106,213,0.101139601139601,0,0
"Adamstown - Kotara","40_49",2323,2153,170,0.0789595912679981,0,0
"Adamstown - Kotara","50_59",1991,1735,256,0.147550432276657,0,0
"Adamstown - Kotara","60_69",1505,1491,14,0.00938967136150235,0,0
"Adamstown - Kotara","70_79",1155,1208,-53,-0.0438741721854305,0,0
"Adamstown - Kotara","80_89",705,674,31,0.0459940652818991,0,0
"Adamstown - Kotara","90_99",124,84,40,0.476190476190476,0,0
"Adamstown - Kotara","100_plus",4,0,4,NA,0,0
"Beresfield - Hexham","0_9",1060,1094,-34,-0.0310786106032907,0,0
"Beresfield - Hexham","10_19",1006,1155,-149,-0.129004329004329,0,0
"Beresfield - Hexham","20_29",1141,1007,134,0.133068520357498,0,0
"Beresfield - Hexham","30_39",1131,1022,109,0.10665362035225,0,0
"Beresfield - Hexham","40_49",912,1078,-166,-0.153988868274583,0,0
"Beresfield - Hexham","50_59",1048,1061,-13,-0.0122525918944392,0,0
"Beresfield - Hexham","60_69",982,1033,-51,-0.0493707647628267,0,0
"Beresfield - Hexham","70_79",868,616,252,0.409090909090909,0,0
"Beresfield - Hexham","80_89",365,270,95,0.351851851851852,0,0
"Beresfield - Hexham","90_99",53,18,35,1.94444444444444,0,0
"Beresfield - Hexham","100_plus",0,3,-3,-1,0,0
"Hamilton - Broadmeadow","0_9",1173,1315,-142,-0.107984790874525,0,0
"Hamilton - Broadmeadow","10_19",1233,1188,45,0.0378787878787879,0,0
"Hamilton - Broadmeadow","20_29",2156,1931,225,0.116519937856033,0,0
"Hamilton - Broadmeadow","30_39",1717,1568,149,0.0950255102040816,0,0
"Hamilton - Broadmeadow","40_49",1621,1655,-34,-0.0205438066465257,0,0
"Hamilton - Broadmeadow","50_59",1688,1595,93,0.058307210031348,0,0
"Hamilton - Broadmeadow","60_69",1513,1132,381,0.336572438162544,0,0
"Hamilton - Broadmeadow","70_79",1010,719,291,0.404728789986092,0,0
"Hamilton - Broadmeadow","80_89",485,537,-52,-0.0968342644320298,0,0
"Hamilton - Broadmeadow","90_99",171,96,75,0.78125,0,0
"Hamilton - Broadmeadow","100_plus",5,0,5,NA,0,0
"Lambton - New Lambton","0_9",1996,2237,-241,-0.107733571747877,0,0
"Lambton - New Lambton","10_19",2346,2034,312,0.153392330383481,0,0
"Lambton - New Lambton","20_29",2060,2051,9,0.00438810336421258,0,0
"Lambton - New Lambton","30_39",2095,2176,-81,-0.0372242647058824,0,0
"Lambton - New Lambton","40_49",2443,2431,12,0.00493624023035788,0,0
"Lambton - New Lambton","50_59",2379,2055,324,0.157664233576642,0,0
"Lambton - New Lambton","60_69",1937,1494,443,0.296519410977242,0,0
"Lambton - New Lambton","70_79",1301,1012,289,0.285573122529644,0,0
"Lambton - New Lambton","80_89",603,794,-191,-0.240554156171285,0,0
"Lambton - New Lambton","90_99",188,115,73,0.634782608695652,0,0
"Lambton - New Lambton","100_plus",0,0,0,NA,0,0
"Maryland - Fletcher - Minmi","0_9",2526,1810,716,0.395580110497238,0,0
"Maryland - Fletcher - Minmi","10_19",2511,1861,650,0.349274583557227,0,0
"Maryland - Fletcher - Minmi","20_29",2109,1319,790,0.598938589840789,0,0
"Maryland - Fletcher - Minmi","30_39",2566,1700,866,0.509411764705882,0,0
"Maryland - Fletcher - Minmi","40_49",2432,1779,653,0.367060146149522,0,0
"Maryland - Fletcher - Minmi","50_59",1879,1413,466,0.329794762915782,0,0
"Maryland - Fletcher - Minmi","60_69",1386,863,523,0.606025492468134,0,0
"Maryland - Fletcher - Minmi","70_79",779,353,426,1.20679886685552,0,0
"Maryland - Fletcher - Minmi","80_89",214,99,115,1.16161616161616,0,0
"Maryland - Fletcher - Minmi","90_99",33,11,22,2,0,0
"Maryland - Fletcher - Minmi","100_plus",0,0,0,NA,0,0
"Mayfield - Warabrook","0_9",1765,1643,122,0.0742544126597687,0,0
"Mayfield - Warabrook","10_19",1316,1458,-142,-0.0973936899862826,0,0
"Mayfield - Warabrook","20_29",2623,2501,122,0.0487804878048781,0,0
"Mayfield - Warabrook","30_39",2725,2163,562,0.259824318076745,0,0
"Mayfield - Warabrook","40_49",1827,1960,-133,-0.0678571428571429,0,0
"Mayfield - Warabrook","50_59",1783,1874,-91,-0.0485592315901814,0,0
"Mayfield - Warabrook","60_69",1646,1270,376,0.296062992125984,0,0
"Mayfield - Warabrook","70_79",1056,862,194,0.225058004640371,0,0
"Mayfield - Warabrook","80_89",564,735,-171,-0.23265306122449,0,0
"Mayfield - Warabrook","90_99",207,166,41,0.246987951807229,0,0
"Mayfield - Warabrook","100_plus",10,8,2,0.25,0,0
"Merewether - The Junction","0_9",1464,1488,-24,-0.0161290322580645,0,0
"Merewether - The Junction","10_19",1865,1492,373,0.25,0,0
"Merewether - The Junction","20_29",2211,2317,-106,-0.0457488131204143,0,0
"Merewether - The Junction","30_39",1707,1730,-23,-0.0132947976878613,0,0
"Merewether - The Junction","40_49",1945,1878,67,0.0356762513312034,0,0
"Merewether - The Junction","50_59",1926,1843,83,0.0450352685838307,0,0
"Merewether - The Junction","60_69",1704,1247,457,0.366479550922213,0,0
"Merewether - The Junction","70_79",1049,786,263,0.334605597964377,0,0
"Merewether - The Junction","80_89",495,542,-47,-0.0867158671586716,0,0
"Merewether - The Junction","90_99",133,73,60,0.821917808219178,0,0
"Merewether - The Junction","100_plus",0,0,0,NA,0,0
"Newcastle - Cooks Hill","0_9",768,711,57,0.080168776371308,0,0
"Newcastle - Cooks Hill","10_19",923,746,177,0.237265415549598,0,0
"Newcastle - Cooks Hill","20_29",2872,2863,9,0.00314355571079287,0,0
"Newcastle - Cooks Hill","30_39",2099,1555,544,0.34983922829582,0,0
"Newcastle - Cooks Hill","40_49",1457,1159,298,0.257118205349439,0,0
"Newcastle - Cooks Hill","50_59",1647,1348,299,0.221810089020772,0,0
"Newcastle - Cooks Hill","60_69",1607,973,634,0.651593011305241,0,0
"Newcastle - Cooks Hill","70_79",1020,477,543,1.13836477987421,0,0
"Newcastle - Cooks Hill","80_89",356,273,83,0.304029304029304,0,0
"Newcastle - Cooks Hill","90_99",67,39,28,0.717948717948718,0,0
"Newcastle - Cooks Hill","100_plus",0,0,0,NA,0,0
"Newcastle Port - Kooragang","0_9",0,0,0,NA,0,0
"Newcastle Port - Kooragang","10_19",4,4,0,0,0,0
"Newcastle Port - Kooragang","20_29",0,0,0,NA,0,0
"Newcastle Port - Kooragang","30_39",0,0,0,NA,0,0
"Newcastle Port - Kooragang","40_49",4,7,-3,-0.428571428571429,0,0
"Newcastle Port - Kooragang","50_59",3,0,3,NA,0,0
"Newcastle Port - Kooragang","60_69",4,6,-2,-0.333333333333333,0,0
"Newcastle Port - Kooragang","70_79",3,0,3,NA,0,0
"Newcastle Port - Kooragang","80_89",6,0,6,NA,0,0
"Newcastle Port - Kooragang","90_99",0,0,0,NA,0,0
"Newcastle Port - Kooragang","100_plus",0,0,0,NA,0,0
"Shortland - Jesmond","0_9",1190,1011,179,0.177052423343225,0,0
"Shortland - Jesmond","10_19",1756,1371,385,0.280816921954778,0,0
"Shortland - Jesmond","20_29",3775,2781,994,0.3574253865516,0,0
"Shortland - Jesmond","30_39",1811,1164,647,0.555841924398625,0,0
"Shortland - Jesmond","40_49",1018,921,97,0.105320304017372,0,0
"Shortland - Jesmond","50_59",914,822,92,0.111922141119221,0,0
"Shortland - Jesmond","60_69",758,740,18,0.0243243243243243,0,0
"Shortland - Jesmond","70_79",753,618,135,0.218446601941748,0,0
"Shortland - Jesmond","80_89",474,547,-73,-0.13345521023766,0,0
"Shortland - Jesmond","90_99",149,110,39,0.354545454545455,0,0
"Shortland - Jesmond","100_plus",4,3,1,0.333333333333333,0,0
"Stockton - Fullerton Cove","0_9",956,572,384,0.671328671328671,0,0
"Stockton - Fullerton Cove","10_19",925,563,362,0.642984014209592,0,0
"Stockton - Fullerton Cove","20_29",681,587,94,0.160136286201022,0,0
"Stockton - Fullerton Cove","30_39",1059,624,435,0.697115384615385,0,0
"Stockton - Fullerton Cove","40_49",959,849,110,0.129564193168433,0,0
"Stockton - Fullerton Cove","50_59",1002,1028,-26,-0.0252918287937743,0,0
"Stockton - Fullerton Cove","60_69",1365,937,428,0.456776947705443,0,0
"Stockton - Fullerton Cove","70_79",1332,572,760,1.32867132867133,0,0
"Stockton - Fullerton Cove","80_89",450,323,127,0.393188854489164,0,0
"Stockton - Fullerton Cove","90_99",99,62,37,0.596774193548387,0,0
"Stockton - Fullerton Cove","100_plus",0,0,0,NA,0,0
"Wallsend - Elermore Vale","0_9",2290,2236,54,0.0241502683363148,0,0
"Wallsend - Elermore Vale","10_19",2231,2403,-172,-0.0715771951727008,0,0
"Wallsend - Elermore Vale","20_29",3085,2478,607,0.244955609362389,0,0
"Wallsend - Elermore Vale","30_39",2847,2415,432,0.17888198757764,0,0
"Wallsend - Elermore Vale","40_49",2359,2359,0,0,0,0
"Wallsend - Elermore Vale","50_59",2380,2441,-61,-0.0249897582957804,0,0
"Wallsend - Elermore Vale","60_69",2243,2163,80,0.0369856680536292,0,0
"Wallsend - Elermore Vale","70_79",2000,1379,621,0.45032632342277,0,0
"Wallsend - Elermore Vale","80_89",1150,954,196,0.205450733752621,0,0
"Wallsend - Elermore Vale","90_99",354,200,154,0.77,0,0
"Wallsend - Elermore Vale","100_plus",13,0,13,NA,0,0
"Waratah - North Lambton","0_9",1295,1335,-40,-0.0299625468164794,0,0
"Waratah - North Lambton","10_19",1236,1254,-18,-0.0143540669856459,0,0
"Waratah - North Lambton","20_29",2542,2239,303,0.135328271549799,0,0
"Waratah - North Lambton","30_39",2026,1594,432,0.271016311166876,0,0
"Waratah - North Lambton","40_49",1405,1385,20,0.0144404332129964,0,0
"Waratah - North Lambton","50_59",1339,1342,-3,-0.0022354694485842,0,0
"Waratah - North Lambton","60_69",1207,935,272,0.290909090909091,0,0
"Waratah - North Lambton","70_79",841,766,75,0.097911227154047,0,0
"Waratah - North Lambton","80_89",654,788,-134,-0.17005076142132,0,0
"Waratah - North Lambton","90_99",317,226,91,0.402654867256637,0,0
"Waratah - North Lambton","100_plus",22,10,12,1.2,0,0
"Wickham - Carrington - Tighes Hill","0_9",886,869,17,0.0195627157652474,0,0
"Wickham - Carrington - Tighes Hill","10_19",693,642,51,0.0794392523364486,0,0
"Wickham - Carrington - Tighes Hill","20_29",1936,1583,353,0.222994314592546,0,0
"Wickham - Carrington - Tighes Hill","30_39",1680,1375,305,0.221818181818182,0,0
"Wickham - Carrington - Tighes Hill","40_49",1129,1019,110,0.107948969578018,0,0
"Wickham - Carrington - Tighes Hill","50_59",1131,955,176,0.184293193717277,0,0
"Wickham - Carrington - Tighes Hill","60_69",980,644,336,0.521739130434783,0,0
"Wickham - Carrington - Tighes Hill","70_79",527,355,172,0.484507042253521,0,0
"Wickham - Carrington - Tighes Hill","80_89",163,218,-55,-0.252293577981651,0,0
"Wickham - Carrington - Tighes Hill","90_99",36,17,19,1.11764705882353,0,0
"Wickham - Carrington - Tighes Hill","100_plus",0,0,0,NA,0,0
"Ballina","0_9",1593,1548,45,0.0290697674418605,0,0
"Ballina","10_19",1705,1713,-8,-0.00467016929363689,0,0
"Ballina","20_29",1497,1472,25,0.0169836956521739,0,0
"Ballina","30_39",1826,1531,295,0.19268451992162,0,0
"Ballina","40_49",1921,1931,-10,-0.00517866390471258,0,0
"Ballina","50_59",2280,2307,-27,-0.011703511053316,0,0
"Ballina","60_69",2912,2209,703,0.318243549117248,0,0
"Ballina","70_79",2794,1722,1072,0.62253193960511,0,0
"Ballina","80_89",1567,1448,119,0.0821823204419889,0,0
"Ballina","90_99",520,276,244,0.884057971014493,0,0
"Ballina","100_plus",11,6,5,0.833333333333333,0,0
"Ballina Surrounds","0_9",1949,1879.69732,69.30268,0.0368690635788107,0,0
"Ballina Surrounds","10_19",2352,2199.6458,152.3542,0.0692630604436404,0,0
"Ballina Surrounds","20_29",1572,1077.826442,494.173558,0.458490846710921,0,0
"Ballina Surrounds","30_39",1916,1571.746908,344.253092,0.21902577968997,0,0
"Ballina Surrounds","40_49",2251,2230.640809,20.359191,0.00912705932656503,0,0
"Ballina Surrounds","50_59",2568,2509.59589,58.4041099999999,0.0232723165640823,0,0
"Ballina Surrounds","60_69",2649,2119.65868,529.34132,0.249729508337635,0,0
"Ballina Surrounds","70_79",1960,1219.80358,740.19642,0.606816074437165,0,0
"Ballina Surrounds","80_89",904,737.881182,166.118818,0.225129495171216,0,0
"Ballina Surrounds","90_99",201,133.978426,67.021574,0.500241538887761,0,0
"Ballina Surrounds","100_plus",6,0,6,NA,0,0
"Bangalow","0_9",825,713,112,0.157082748948107,0,0
"Bangalow","10_19",825,704,121,0.171875,0,0
"Bangalow","20_29",572,313,259,0.827476038338658,0,0
"Bangalow","30_39",964,651,313,0.480798771121352,0,0
"Bangalow","40_49",1016,941,75,0.079702444208289,0,0
"Bangalow","50_59",1004,1017,-13,-0.0127826941986234,0,0
"Bangalow","60_69",1023,597,426,0.71356783919598,0,0
"Bangalow","70_79",532,225,307,1.36444444444444,0,0
