"sa2_name_2021","age_group","pop_2021","pop2011_as21","abs_change","growth_rate","in_wslhd_2021","in_metro_2021"
"Panania (South) - Picnic Point","20_29",1737,1652.1736915,84.8263085000001,0.0513422462398531,0,1
"Panania (South) - Picnic Point","30_39",2078,1935.689762,142.310238,0.0735191355524667,0,1
"Panania (South) - Picnic Point","40_49",2273,2008.1897135,264.8102865,0.131865174251128,0,1
"Panania (South) - Picnic Point","50_59",2099,1877.3361425,221.6638575,0.118073611050185,0,1
"Panania (South) - Picnic Point","60_69",1762,1467.0925145,294.9074855,0.201014920726051,0,1
"Panania (South) - Picnic Point","70_79",1125,878.251445,246.748555,0.280954339904331,0,1
"Panania (South) - Picnic Point","80_89",552,559.3695445,-7.36954449999996,-0.0131747331839229,0,1
"Panania (South) - Picnic Point","90_99",140,51.2804535,88.7195465,1.73008506057771,0,1
"Panania (South) - Picnic Point","100_plus",0,1.7682915,-1.7682915,-1,0,1
"Belmore - Belfield","0_9",2293,2519,-226,-0.0897181421198888,0,1
"Belmore - Belfield","10_19",2337,2319,18,0.00776196636481242,0,1
"Belmore - Belfield","20_29",2811,2679,132,0.0492721164613662,0,1
"Belmore - Belfield","30_39",2893,2666,227,0.0851462865716429,0,1
"Belmore - Belfield","40_49",2692,2647,45,0.017000377786173,0,1
"Belmore - Belfield","50_59",2713,2183,530,0.242785158039395,0,1
"Belmore - Belfield","60_69",2048,1680,368,0.219047619047619,0,1
"Belmore - Belfield","70_79",1503,1243,260,0.209171359613837,0,1
"Belmore - Belfield","80_89",867,584,283,0.48458904109589,0,1
"Belmore - Belfield","90_99",178,101,77,0.762376237623762,0,1
"Belmore - Belfield","100_plus",3,0,3,NA,0,1
"Punchbowl","0_9",3017,3033,-16,-0.00527530497856907,0,1
"Punchbowl","10_19",3026,3006,20,0.00665335994677312,0,1
"Punchbowl","20_29",3515,2948,567,0.192333785617368,0,1
"Punchbowl","30_39",2997,2620,377,0.143893129770992,0,1
"Punchbowl","40_49",2589,2517,72,0.0286054827175209,0,1
"Punchbowl","50_59",2492,2235,257,0.114988814317673,0,1
"Punchbowl","60_69",2019,1385,634,0.457761732851986,0,1
"Punchbowl","70_79",1182,916,266,0.290393013100437,0,1
"Punchbowl","80_89",592,480,112,0.233333333333333,0,1
"Punchbowl","90_99",107,60,47,0.783333333333333,0,1
"Punchbowl","100_plus",0,0,0,NA,0,1
"Roselands","0_9",1901,1916,-15,-0.00782881002087683,0,1
"Roselands","10_19",1942,1663,279,0.167769092002405,0,1
"Roselands","20_29",1855,1592,263,0.165201005025126,0,1
"Roselands","30_39",1864,1871,-7,-0.00374131480491716,0,1
"Roselands","40_49",1970,1876,94,0.0501066098081023,0,1
"Roselands","50_59",1908,1461,447,0.305954825462012,0,1
"Roselands","60_69",1406,1161,245,0.211024978466839,0,1
"Roselands","70_79",1050,862,188,0.218097447795824,0,1
"Roselands","80_89",549,557,-8,-0.0143626570915619,0,1
"Roselands","90_99",134,97,37,0.381443298969072,0,1
"Roselands","100_plus",6,3,3,1,0,1
"Lakemba","0_9",3103,2869.484024,233.515976,0.0813790821091533,0,1
"Lakemba","10_19",1922,1807.578058,114.421942,0.0633012452732484,0,1
"Lakemba","20_29",2718,2840.567697,-122.567697,-0.0431490145893889,0,1
"Lakemba","30_39",3221,2843.028661,377.971339,0.132946721285269,0,1
"Lakemba","40_49",2175,1915.245233,259.754767,0.135624808000762,0,1
"Lakemba","50_59",1501,1433.51153,67.48847,0.0470791260395373,0,1
"Lakemba","60_69",1193,876.718425,316.281575,0.360756162960759,0,1
"Lakemba","70_79",718,554.332141,163.667859,0.295252335007578,0,1
"Lakemba","80_89",413,308.850982,104.149018,0.337214462863518,0,1
"Lakemba","90_99",122,61.5241,60.4759,0.982962773937368,0,1
"Lakemba","100_plus",3,1.845723,1.154277,0.625379322899482,0,1
"Wiley Park","0_9",1757,1794.515976,-37.5159760000001,-0.0209059024838685,0,1
"Wiley Park","10_19",1143,1130.421942,12.5780580000001,0.0111268700055011,0,1
"Wiley Park","20_29",1739,1776.432303,-37.432303,-0.0210716180609783,0,1
"Wiley Park","30_39",1917,1777.971339,139.028661,0.0781951080708618,0,1
"Wiley Park","40_49",1222,1197.754767,24.2452329999999,0.0202422346109518,0,1
"Wiley Park","50_59",965,896.48847,68.51153,0.07642209832325,0,1
"Wiley Park","60_69",730,548.281575,181.718425,0.33143266760332,0,1
"Wiley Park","70_79",437,346.667859,90.332141,0.260572587434476,0,1
"Wiley Park","80_89",187,193.149018,-6.14901800000001,-0.0318356161665808,0,1
"Wiley Park","90_99",28,38.4759,-10.4759,-0.272271733734624,0,1
"Wiley Park","100_plus",0,1.154277,-1.154277,-1,0,1
"Campsie - North","0_9",960,1278.2350418235,-318.235041823504,-0.248964416880261,0,1
"Campsie - North","10_19",978,1152.81574148157,-174.815741481574,-0.151642396257449,0,1
"Campsie - North","20_29",2199,1902.52663905266,296.473360947336,0.155831384886658,0,1
"Campsie - North","30_39",2067,1716.60154206015,350.398457939846,0.204123350325854,0,1
"Campsie - North","40_49",1655,1630.05020380502,24.9497961949796,0.015306152004852,0,1
"Campsie - North","50_59",1636,1325.91841799184,310.081582008158,0.233861735232391,0,1
"Campsie - North","60_69",1257,817.028605102861,439.971394897139,0.538501824965784,0,1
"Campsie - North","70_79",639,588.629240262924,50.370759737076,0.085572982603747,0,1
"Campsie - North","80_89",414,296.919174291917,117.080825708083,0.394318844471034,0,1
"Campsie - North","90_99",100,38.8679620867962,61.1320379132038,1.57281304784361,0,1
"Campsie - North","100_plus",0,0,0,NA,0,1
"Campsie - South","0_9",817,934.877443487745,-117.877443487745,-0.126088659330553,0,1
"Campsie - South","10_19",628,843.148089314809,-215.148089314809,-0.25517236182039,0,1
"Campsie - South","20_29",1784,1391.47275914728,392.527240852724,0.282094808017135,0,1
"Campsie - South","30_39",1781,1255.49058554906,525.509414450941,0.418568980524153,0,1
"Campsie - South","40_49",1187,1192.18853921885,-5.1885392188542,-0.0043521129822753,0,1
"Campsie - South","50_59",1194,969.752181975218,224.247818024782,0.231242395936689,0,1
"Campsie - South","60_69",891,597.55959475596,293.44040524404,0.491064670066723,0,1
"Campsie - South","70_79",471,430.512528051253,40.487471948747,0.0940448170742361,0,1
"Campsie - South","80_89",258,217.161186716119,40.8388132838813,0.188057607813993,0,1
"Campsie - South","90_99",51,28.4273078427308,22.5726921572692,0.794049590701615,0,1
"Campsie - South","100_plus",3,0,3,NA,0,1
"Canterbury - South","0_9",1431,976.887514688751,454.112485311249,0.464856473732223,0,1
"Canterbury - South","10_19",1022,881.036169203617,140.963830796383,0.159997779573343,0,1
"Canterbury - South","20_29",2006,1454.00060180006,551.99939819994,0.37964179486347,0,1
"Canterbury - South","30_39",2538,1311.90787239079,1226.09212760921,0.934587064695949,0,1
"Canterbury - South","40_49",1576,1245.76125697613,330.238743023874,0.265089912834079,0,1
"Canterbury - South","50_59",1414,1013.32940003294,400.67059996706,0.395400153152603,0,1
"Canterbury - South","60_69",1020,624.41180014118,395.58819985882,0.633537354305888,0,1
"Canterbury - South","70_79",681,449.858231685823,231.141768314177,0.51381024516987,0,1
"Canterbury - South","80_89",417,226.919638991964,190.080361008036,0.837654959493249,0,1
"Canterbury - South","90_99",102,29.704730070473,72.295269929527,2.43379656229867,0,1
"Canterbury - South","100_plus",3,0,3,NA,0,1
"Earlwood","0_9",1833,2070.460878,-237.460878,-0.114689864717164,0,1
"Earlwood","10_19",2258,1917.0382374,340.9617626,0.177858613327626,0,1
"Earlwood","20_29",1849,1789.6825503,59.3174497,0.0331441180392896,0,1
"Earlwood","30_39",2061,2337.8333439,-276.8333439,-0.118414490332396,0,1
"Earlwood","40_49",2592,2541.9003513,50.0996487000002,0.0197095250702404,0,1
"Earlwood","50_59",2600,2068.9713378,531.0286622,0.256663131333979,0,1
"Earlwood","60_69",1910,1768.8289875,141.1710125,0.0798104358859055,0,1
"Earlwood","70_79",1597,1387.5066963,209.4933037,0.15098543614863,0,1
"Earlwood","80_89",1036,771.5818236,264.4181764,0.342696222632998,0,1
"Earlwood","90_99",225,114.6945954,110.3054046,0.961731494106653,0,1
"Earlwood","100_plus",4,2.2343103,1.7656897,0.790261630177331,0,1
"Kingsgrove - North","0_9",791,709.539122,81.460878,0.114808155708714,0,1
"Kingsgrove - North","10_19",805,656.9617626,148.0382374,0.225337676905459,0,1
"Kingsgrove - North","20_29",622,613.3174497,8.6825503,0.0141566986301254,0,1
"Kingsgrove - North","30_39",755,801.1666561,-46.1666561000001,-0.0576242854698107,0,1
"Kingsgrove - North","40_49",922,871.0996487,50.9003513,0.0584322946013834,0,1
"Kingsgrove - North","50_59",818,709.0286622,108.9713378,0.153691019290927,0,1
"Kingsgrove - North","60_69",617,606.1710125,10.8289874999999,0.0178645749742115,0,1
"Kingsgrove - North","70_79",538,475.4933037,62.5066963,0.13145652275986,0,1
"Kingsgrove - North","80_89",316,264.4181764,51.5818236,0.195076693676192,0,1
"Kingsgrove - North","90_99",73,39.3054046,33.6945954,0.857250949148097,0,1
"Kingsgrove - North","100_plus",0,0.7656897,-0.7656897,-1,0,1
"Narwee - Beverly Hills","0_9",1466,1519,-53,-0.0348913759052008,0,1
"Narwee - Beverly Hills","10_19",1463,1522,-59,-0.0387647831800263,0,1
"Narwee - Beverly Hills","20_29",1867,1709,158,0.0924517261556466,0,1
"Narwee - Beverly Hills","30_39",1963,1769,194,0.109666478236292,0,1
"Narwee - Beverly Hills","40_49",1744,1804,-60,-0.0332594235033259,0,1
"Narwee - Beverly Hills","50_59",1794,1586,208,0.131147540983607,0,1
"Narwee - Beverly Hills","60_69",1594,1190,404,0.339495798319328,0,1
"Narwee - Beverly Hills","70_79",1068,946,122,0.128964059196617,0,1
"Narwee - Beverly Hills","80_89",658,606,52,0.0858085808580858,0,1
"Narwee - Beverly Hills","90_99",174,121,53,0.43801652892562,0,1
"Narwee - Beverly Hills","100_plus",5,0,5,NA,0,1
"Oatley - Hurstville Grove","0_9",1354,1436,-82,-0.0571030640668524,0,1
"Oatley - Hurstville Grove","10_19",1565,1582,-17,-0.0107458912768647,0,1
"Oatley - Hurstville Grove","20_29",1460,1415,45,0.0318021201413428,0,1
"Oatley - Hurstville Grove","30_39",1390,1501,-111,-0.0739506995336442,0,1
"Oatley - Hurstville Grove","40_49",1752,1707,45,0.0263620386643234,0,1
"Oatley - Hurstville Grove","50_59",1756,1746,10,0.00572737686139748,0,1
"Oatley - Hurstville Grove","60_69",1619,1219,400,0.328137817883511,0,1
"Oatley - Hurstville Grove","70_79",1096,714,382,0.535014005602241,0,1
"Oatley - Hurstville Grove","80_89",473,522,-49,-0.0938697318007663,0,1
"Oatley - Hurstville Grove","90_99",126,99,27,0.272727272727273,0,1
"Oatley - Hurstville Grove","100_plus",4,4,0,0,0,1
"Peakhurst - Lugarno","0_9",2311,2182.1240926,128.8759074,0.059059843497005,0,1
"Peakhurst - Lugarno","10_19",2557,2280.5431375,276.4568625,0.121224132073669,0,1
"Peakhurst - Lugarno","20_29",2216,1747.5235628,468.4764372,0.268080183393565,0,1
"Peakhurst - Lugarno","30_39",2371,2042.3520299,328.6479701,0.160916416606246,0,1
"Peakhurst - Lugarno","40_49",2649,2472.9290042,176.0709958,0.0711993734963531,0,1
"Peakhurst - Lugarno","50_59",2661,2179.1785066,481.8214934,0.221102352074749,0,1
"Peakhurst - Lugarno","60_69",2224,1986.4047828,237.5952172,0.119610675154079,0,1
"Peakhurst - Lugarno","70_79",1844,1477.4927043,366.5072957,0.248060308273158,0,1
"Peakhurst - Lugarno","80_89",1090,983.1595905,106.8404095,0.108670464624837,0,1
"Peakhurst - Lugarno","90_99",276,200.6705377,75.3294623,0.375388749954996,0,1
"Peakhurst - Lugarno","100_plus",12,4,8,2,0,1
"Riverwood","0_9",1167,1017.8759074,149.1240926,0.146505179576274,0,1
"Riverwood","10_19",1133,1107.4568625,25.5431375000001,0.0230646794154477,0,1
"Riverwood","20_29",1691,1232.4764372,458.5235628,0.372034343992569,0,1
"Riverwood","30_39",1783,1221.6479701,561.3520299,0.459503919000536,0,1
"Riverwood","40_49",1360,1258.0709958,101.9290042,0.0810200732234384,0,1
"Riverwood","50_59",1468,1273.8214934,194.1785066,0.152437769032858,0,1
"Riverwood","60_69",1428,1035.5952172,392.4047828,0.378917144732445,0,1
"Riverwood","70_79",950,725.5072957,224.4927043,0.309428596556565,0,1
"Riverwood","80_89",560,388.8404095,171.1595905,0.440179534632447,0,1
"Riverwood","90_99",68,42.3294623,25.6705377,0.606446108813435,0,1
"Riverwood","100_plus",0,0,0,NA,0,1
"South Hurstville - Blakehurst","0_9",2486,2500,-14,-0.0056,0,1
"South Hurstville - Blakehurst","10_19",2763,2929,-166,-0.0566746329805394,0,1
"South Hurstville - Blakehurst","20_29",4542,3657,885,0.242001640689089,0,1
"South Hurstville - Blakehurst","30_39",3406,2983,423,0.141803553469661,0,1
"South Hurstville - Blakehurst","40_49",3022,3326,-304,-0.0914010823812387,0,1
"South Hurstville - Blakehurst","50_59",3291,2779,512,0.184238934868658,0,1
"South Hurstville - Blakehurst","60_69",2646,2032,614,0.302165354330709,0,1
"South Hurstville - Blakehurst","70_79",1842,1314,528,0.401826484018265,0,1
"South Hurstville - Blakehurst","80_89",974,880,94,0.106818181818182,0,1
"South Hurstville - Blakehurst","90_99",293,201,92,0.45771144278607,0,1
"South Hurstville - Blakehurst","100_plus",7,3,4,1.33333333333333,0,1
"Hurstville - Central","0_9",1160,1013.3710769,146.6289231,0.14469420574796,0,1
"Hurstville - Central","10_19",784,1070.62631,-286.62631,-0.267718350766104,0,1
"Hurstville - Central","20_29",3427,2030.0005817,1396.9994183,0.688176856151489,0,1
"Hurstville - Central","30_39",2623,1365.7467798,1257.2532202,0.920560999151038,0,1
"Hurstville - Central","40_49",1213,1232.6167256,-19.6167256000001,-0.0159147001598987,0,1
"Hurstville - Central","50_59",982,1100.8831405,-118.8831405,-0.10798888285818,0,1
"Hurstville - Central","60_69",1010,718.7160968,291.2839032,0.405283678071088,0,1
"Hurstville - Central","70_79",481,501.3324069,-20.3324069,-0.0405567376458384,0,1
"Hurstville - Central","80_89",311,266.7255981,44.2744019,0.16599232400409,0,1
"Hurstville - Central","90_99",53,75.8748211,-22.8748211,-0.3014810548265,0,1
"Hurstville - Central","100_plus",0,3.2584279,-3.2584279,-1,0,1
"Hurstville - North","0_9",1091,1163.6289231,-72.6289231000001,-0.0624158798893644,0,1
"Hurstville - North","10_19",1344,1229.37369,114.62631,0.0932395991002541,0,1
"Hurstville - North","20_29",1920,2330.9994183,-410.9994183,-0.176318970769946,0,1
"Hurstville - North","30_39",1632,1568.2532202,63.7467798,0.0406482696664703,0,1
"Hurstville - North","40_49",1408,1415.3832744,-7.38327439999989,-0.00521644881181019,0,1
"Hurstville - North","50_59",1696,1264.1168595,431.8831405,0.341648113664764,0,1
"Hurstville - North","60_69",1446,825.2839032,620.7160968,0.75212432278541,0,1
"Hurstville - North","70_79",930,575.6675931,354.3324069,0.615515639836353,0,1
"Hurstville - North","80_89",506,306.2744019,199.7255981,0.652113258114243,0,1
"Hurstville - North","90_99",142,87.1251789,54.8748211,0.629838834109987,0,1
"Hurstville - North","100_plus",0,3.7415721,-3.7415721,-1,0,1
"Mortdale - Oatley","0_9",1788,1632.2298142,155.7701858,0.095433978992932,0,1
"Mortdale - Oatley","10_19",1686,1425.3776746,260.6223254,0.18284439979961,0,1
"Mortdale - Oatley","20_29",1819,2006.1091125,-187.1091125,-0.0932696588306833,0,1
"Mortdale - Oatley","30_39",2090,2117.8568201,-27.8568200999998,-0.0131533066048745,0,1
"Mortdale - Oatley","40_49",2090,1911.0046805,178.9953195,0.0936655578745978,0,1
"Mortdale - Oatley","50_59",1857,1730.3062597,126.6937403,0.0732204137792152,0,1
"Mortdale - Oatley","60_69",1694,1104.9946193,589.0053807,0.533039139206965,0,1
"Mortdale - Oatley","70_79",1055,649.6821511,405.3178489,0.62387099324453,0,1
"Mortdale - Oatley","80_89",459,530.2072084,-71.2072083999999,-0.134300717289154,0,1
"Mortdale - Oatley","90_99",179,129.5797886,49.4202114,0.381388269991359,0,1
"Mortdale - Oatley","100_plus",13,1.7832081,11.2167919,6.29023157757078,0,1
"Penshurst","0_9",1021,1113.7701858,-92.7701858,-0.0832938311536549,0,1
"Penshurst","10_19",809,972.6223254,-163.6223254,-0.1682280173167,0,1
"Penshurst","20_29",1658,1368.8908875,289.1091125,0.211199530320491,0,1
"Penshurst","30_39",1643,1445.1431799,197.8568201,0.13691156893789,0,1
"Penshurst","40_49",1197,1303.9953195,-106.9953195,-0.082051919895714,0,1
"Penshurst","50_59",1120,1180.6937403,-60.6937402999999,-0.0514051512499578,0,1
"Penshurst","60_69",1041,754.0053807,286.9946193,0.380626752336384,0,1
"Penshurst","70_79",611,443.3178489,167.6821511,0.378243627041113,0,1
"Penshurst","80_89",327,361.7927916,-34.7927916,-0.0961677302804504,0,1
"Penshurst","90_99",98,88.4202114,9.5797886,0.108343878037822,0,1
"Penshurst","100_plus",3,1.2167919,1.7832081,1.46549964706373,0,1
"Kingsgrove (South) - Bardwell Park","0_9",1424,1600,-176,-0.11,0,1
"Kingsgrove (South) - Bardwell Park","10_19",1532,1431,101,0.0705800139762404,0,1
"Kingsgrove (South) - Bardwell Park","20_29",1501,1306,195,0.149310872894334,0,1
"Kingsgrove (South) - Bardwell Park","30_39",1669,1715,-46,-0.0268221574344023,0,1
"Kingsgrove (South) - Bardwell Park","40_49",1816,1719,97,0.0564281559045957,0,1
"Kingsgrove (South) - Bardwell Park","50_59",1725,1415,310,0.219081272084806,0,1
"Kingsgrove (South) - Bardwell Park","60_69",1436,1222,214,0.175122749590835,0,1
"Kingsgrove (South) - Bardwell Park","70_79",1094,924,170,0.183982683982684,0,1
"Kingsgrove (South) - Bardwell Park","80_89",656,566,90,0.159010600706714,0,1
"Kingsgrove (South) - Bardwell Park","90_99",129,112,17,0.151785714285714,0,1
"Kingsgrove (South) - Bardwell Park","100_plus",6,0,6,NA,0,1
"Kogarah","0_9",1481,1175,306,0.260425531914894,0,1
"Kogarah","10_19",1024,912,112,0.12280701754386,0,1
"Kogarah","20_29",2295,1752,543,0.309931506849315,0,1
"Kogarah","30_39",2854,1890,964,0.51005291005291,0,1
"Kogarah","40_49",1683,1349,334,0.24759080800593,0,1
"Kogarah","50_59",1260,944,316,0.334745762711864,0,1
"Kogarah","60_69",1006,680,326,0.479411764705882,0,1
"Kogarah","70_79",719,504,215,0.426587301587302,0,1
"Kogarah","80_89",527,330,197,0.596969696969697,0,1
"Kogarah","90_99",196,70,126,1.8,0,1
"Kogarah","100_plus",0,5,-5,-1,0,1
"Kogarah Bay - Carlton - Allawah","0_9",1652,1769,-117,-0.0661390616167326,0,1
"Kogarah Bay - Carlton - Allawah","10_19",1688,1660,28,0.0168674698795181,0,1
"Kogarah Bay - Carlton - Allawah","20_29",2491,2205,286,0.129705215419501,0,1
"Kogarah Bay - Carlton - Allawah","30_39",2540,2339,201,0.085934159897392,0,1
"Kogarah Bay - Carlton - Allawah","40_49",2067,2197,-130,-0.0591715976331361,0,1
"Kogarah Bay - Carlton - Allawah","50_59",2104,1920,184,0.0958333333333333,0,1
"Kogarah Bay - Carlton - Allawah","60_69",1740,1387,353,0.254506128334535,0,1
"Kogarah Bay - Carlton - Allawah","70_79",1149,827,322,0.389359129383313,0,1
"Kogarah Bay - Carlton - Allawah","80_89",602,451,151,0.334811529933481,0,1
"Kogarah Bay - Carlton - Allawah","90_99",171,79,92,1.16455696202532,0,1
"Kogarah Bay - Carlton - Allawah","100_plus",0,0,0,NA,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","0_9",1396,1450,-54,-0.0372413793103448,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","10_19",1276,1269,7,0.00551615445232467,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","20_29",1498,1605,-107,-0.0666666666666667,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","30_39",1956,2125,-169,-0.0795294117647059,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","40_49",2033,1956,77,0.0393660531697341,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","50_59",2015,1563,452,0.289187460012796,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","60_69",1503,1420,83,0.0584507042253521,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","70_79",1304,1028,276,0.268482490272374,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","80_89",769,582,187,0.321305841924399,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","90_99",138,123,15,0.121951219512195,0,1
"Monterey - Brighton-le-Sands - Kyeemagh","100_plus",5,0,5,NA,0,1
"Rockdale - Banksia","0_9",2011,2002,9,0.0044955044955045,0,1
"Rockdale - Banksia","10_19",1529,1597,-68,-0.0425798371947401,0,1
"Rockdale - Banksia","20_29",4000,4308,-308,-0.0714948932219127,0,1
"Rockdale - Banksia","30_39",4192,3420,772,0.225730994152047,0,1
"Rockdale - Banksia","40_49",2390,2185,205,0.0938215102974828,0,1
"Rockdale - Banksia","50_59",2031,1817,214,0.117776554760594,0,1
"Rockdale - Banksia","60_69",1704,1367,337,0.246525237746891,0,1
"Rockdale - Banksia","70_79",1196,875,321,0.366857142857143,0,1
"Rockdale - Banksia","80_89",634,586,48,0.0819112627986348,0,1
"Rockdale - Banksia","90_99",174,161,13,0.0807453416149068,0,1
"Rockdale - Banksia","100_plus",7,3,4,1.33333333333333,0,1
"Sans Souci - Ramsgate","0_9",1806,1726,80,0.0463499420625724,0,1
"Sans Souci - Ramsgate","10_19",1720,1449,271,0.187025534851622,0,1
"Sans Souci - Ramsgate","20_29",1576,1411,165,0.116938341601701,0,1
"Sans Souci - Ramsgate","30_39",2111,2031,80,0.0393894633185623,0,1
"Sans Souci - Ramsgate","40_49",2226,2212,14,0.00632911392405063,0,1
"Sans Souci - Ramsgate","50_59",2388,1885,503,0.26684350132626,0,1
"Sans Souci - Ramsgate","60_69",2013,1742,271,0.15556831228473,0,1
"Sans Souci - Ramsgate","70_79",1691,1312,379,0.288871951219512,0,1
"Sans Souci - Ramsgate","80_89",933,877,56,0.0638540478905359,0,1
"Sans Souci - Ramsgate","90_99",204,159,45,0.283018867924528,0,1
"Sans Souci - Ramsgate","100_plus",3,0,3,NA,0,1
"Arncliffe - Bardwell Valley","0_9",1857,1306.035381,550.964619,0.421860408236521,0,1
"Arncliffe - Bardwell Valley","10_19",1626,1130.019831,495.980169,0.438912800814378,0,1
"Arncliffe - Bardwell Valley","20_29",2979,1965.7416624,1013.2583376,0.515458545230658,0,1
"Arncliffe - Bardwell Valley","30_39",3452,1798.878921,1653.121079,0.918972955712343,0,1
"Arncliffe - Bardwell Valley","40_49",2052,1358.840046,693.159954,0.510111514626351,0,1
"Arncliffe - Bardwell Valley","50_59",1753,1078.6232904,674.3767096,0.625219866474339,0,1
"Arncliffe - Bardwell Valley","60_69",1293,808.2634056,484.7365944,0.599726018822001,0,1
"Arncliffe - Bardwell Valley","70_79",948,530.8628988,417.1371012,0.785771810655682,0,1
"Arncliffe - Bardwell Valley","80_89",519,299.226435,219.773565,0.734472423868566,0,1
"Arncliffe - Bardwell Valley","90_99",100,52.804665,47.195335,0.893772074872552,0,1
"Arncliffe - Bardwell Valley","100_plus",0,3.520311,-3.520311,-1,0,1
"Bexley - North","0_9",1277,1220.6795328,56.3204671999999,0.0461386184388722,0,1
"Bexley - North","10_19",1300,1129.427754,170.572246,0.151025371384667,0,1
"Bexley - North","20_29",1187,1384.1099727,-197.1099727,-0.142409184665793,0,1
"Bexley - North","30_39",1359,1494.4348692,-135.4348692,-0.0906261436957109,0,1
"Bexley - North","40_49",1309,1324.2727407,-15.2727407,-0.0115329268893105,0,1
"Bexley - North","50_59",1246,1109.2326882,136.7673118,0.123299027566469,0,1
"Bexley - North","60_69",1095,794.3392548,300.6607452,0.378504201300867,0,1
"Bexley - North","70_79",734,523.2017973,210.7982027,0.402900379524365,0,1
"Bexley - North","80_89",471,331.7226549,139.2773451,0.41986081759169,0,1
"Bexley - North","90_99",162,83.0241594,78.9758406,0.95123926783172,0,1
"Bexley - North","100_plus",10,3.3658443,6.6341557,1.97102275348863,0,1
"Bexley - South","0_9",1753,2043.3204672,-290.3204672,-0.14208268935799,0,1
"Bexley - South","10_19",1485,1890.572246,-405.572246,-0.214523537441161,0,1
"Bexley - South","20_29",2505,2316.8900273,188.1099727,0.0811907213909566,0,1
"Bexley - South","30_39",2613,2501.5651308,111.4348692,0.044546059516093,0,1
"Bexley - South","40_49",2054,2216.7272593,-162.7272593,-0.0734087870383233,0,1
"Bexley - South","50_59",1853,1856.7673118,-3.76731180000002,-0.00202896279790055,0,1
"Bexley - South","60_69",1596,1329.6607452,266.3392548,0.200306172654543,0,1
"Bexley - South","70_79",1150,875.7982027,274.2017973,0.313087873958479,0,1
"Bexley - South","80_89",631,555.2773451,75.7226549,0.13636906956174,0,1
"Bexley - South","90_99",184,138.9758406,45.0241594,0.323971124805702,0,1
"Bexley - South","100_plus",3,5.6341557,-2.6341557,-0.467533351980315,0,1
"Wolli Creek","0_9",753,548.964619,204.035381,0.371673098662849,0,1
"Wolli Creek","10_19",268,474.980169,-206.980169,-0.435765917208219,0,1
"Wolli Creek","20_29",3919,826.2583376,3092.7416624,3.74306862837035,0,1
"Wolli Creek","30_39",3759,756.121079,3002.878921,3.9714260115211,0,1
"Wolli Creek","40_49",978,571.159954,406.840046,0.712304921153488,0,1
"Wolli Creek","50_59",478,453.3767096,24.6232904,0.0543108851394779,0,1
"Wolli Creek","60_69",369,339.7365944,29.2634056000001,0.0861355711523553,0,1
"Wolli Creek","70_79",162,223.1371012,-61.1371012,-0.273988955091794,0,1
"Wolli Creek","80_89",38,125.773565,-87.773565,-0.697869739161802,0,1
"Wolli Creek","90_99",3,22.195335,-19.195335,-0.864836462256596,0,1
"Wolli Creek","100_plus",0,1.479689,-1.479689,-1,0,1
"Concord - Mortlake - Cabarita","0_9",2331,2468,-137,-0.0555105348460292,0,1
"Concord - Mortlake - Cabarita","10_19",2612,2232,380,0.170250896057348,0,1
"Concord - Mortlake - Cabarita","20_29",2438,2257,181,0.0801949490474081,0,1
"Concord - Mortlake - Cabarita","30_39",2988,2738,250,0.0913075237399562,0,1
"Concord - Mortlake - Cabarita","40_49",3246,3015,231,0.0766169154228856,0,1
"Concord - Mortlake - Cabarita","50_59",3262,2657,605,0.227700414000753,0,1
"Concord - Mortlake - Cabarita","60_69",2765,2082,683,0.32804995196926,0,1
"Concord - Mortlake - Cabarita","70_79",2130,1308,822,0.628440366972477,0,1
"Concord - Mortlake - Cabarita","80_89",1075,704,371,0.526988636363636,0,1
"Concord - Mortlake - Cabarita","90_99",262,115,147,1.27826086956522,0,1
"Concord - Mortlake - Cabarita","100_plus",3,0,3,NA,0,1
"Drummoyne - Rodd Point","0_9",1986,2171,-185,-0.0852141870105942,0,1
"Drummoyne - Rodd Point","10_19",1988,1509,479,0.317428760768721,0,1
"Drummoyne - Rodd Point","20_29",1885,2079,-194,-0.0933140933140933,0,1
"Drummoyne - Rodd Point","30_39",2621,3037,-416,-0.136977280210734,0,1
"Drummoyne - Rodd Point","40_49",2724,2642,82,0.0310370931112793,0,1
"Drummoyne - Rodd Point","50_59",2564,2134,430,0.201499531396439,0,1
"Drummoyne - Rodd Point","60_69",2001,1744,257,0.147362385321101,0,1
"Drummoyne - Rodd Point","70_79",1525,1128,397,0.351950354609929,0,1
"Drummoyne - Rodd Point","80_89",766,840,-74,-0.0880952380952381,0,1
"Drummoyne - Rodd Point","90_99",288,177,111,0.627118644067797,0,1
"Drummoyne - Rodd Point","100_plus",13,4,9,2.25,0,1
