sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english
Lethbridge Park - Tregear,1,1,21551,3949,3297,3010,3334,2608,2153,7246,6344,4761,3193,13287,6253,13321,5994,0.18323975685583035,0.152985940327595,0.13966869286808037,0.15470279801401327,0.12101526611294139,0.09990255672590599,0.3362256971834254,0.29437149088209363,0.2209178228388474,0.1481601781819869,0.6165375156605262,0.2901489490046866,0.6181151686696673,0.27813094519975873
Mount Druitt - Whalan,1,1,22918,3682,3314,3178,3578,2930,2540,6996,6756,5470,3698,10519,10627,9195,11689,0.16065974343310935,0.14460249585478663,0.1386682956627978,0.15612182563923555,0.1278471070774064,0.11082991535037962,0.305262239287896,0.29479012130203336,0.23867702242778602,0.16135788463216685,0.4589842045553713,0.4636966576490095,0.4012130203333624,0.5100357797364516
Prospect Reservoir,1,1,12,0,0,4,3,4,0,0,7,4,0,6,0,3,0,0,0,0.3333333333333333,0.25,0.3333333333333333,0,0,0.5833333333333334,0.3333333333333333,0,0.5,0,0.25,0
Rooty Hill - Minchinbury,1,1,22826,3129,3004,3138,3250,2968,2754,6133,6388,5722,4588,10977,10484,10237,10976,0.13708052221151318,0.13160431087356522,0.13747480942784543,0.1423814947866468,0.13002716200823622,0.12065188819766932,0.2686848330850784,0.27985630421449226,0.25067905020590553,0.2009988609480417,0.4808989748532375,0.4593007973363708,0.44847980373258567,0.48085516516253396
Banksmeadow,0,1,508,49,25,102,181,71,33,74,283,104,47,168,242,239,185,0.09645669291338582,0.04921259842519685,0.20078740157480315,0.3562992125984252,0.13976377952755906,0.06496062992125984,0.14566929133858267,0.5570866141732284,0.2047244094488189,0.09251968503937008,0.33070866141732286,0.4763779527559055,0.4704724409448819,0.3641732283464567
Botany,0,1,12960,1726,1439,1682,2354,2033,1588,3165,4036,3621,2143,8157,4204,9015,3215,0.133179012345679,0.11103395061728395,0.12978395061728396,0.1816358024691358,0.15686728395061728,0.12253086419753087,0.24421296296296297,0.3114197530864197,0.2793981481481482,0.16535493827160494,0.6293981481481481,0.32438271604938274,0.6956018518518519,0.24807098765432098
Pagewood - Hillsdale - Daceyville,0,1,14762,1604,1549,2566,2662,1920,1668,3153,5228,3588,2797,7144,6748,7639,6126,0.10865736350088064,0.10493158108657363,0.17382468500203224,0.18032786885245902,0.13006367700853544,0.11299281940116515,0.21358894458745428,0.35415255385449124,0.2430564964097006,0.18947297114212167,0.48394526486925893,0.45711963148624846,0.5174773065980219,0.41498441945535836
Port Botany Industrial,0,1,6,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.6666666666666666,0,0.6666666666666666,0
Sydney Airport,0,1,19,0,7,0,3,3,4,7,3,7,0,3,13,4,7,0,0.3684210526315789,0,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.15789473684210525,0.3684210526315789,0,0.15789473684210525,0.6842105263157895,0.21052631578947367,0.3684210526315789
Eastlakes,0,1,8941,938,926,1136,1290,1246,1156,1864,2426,2402,2260,4024,4438,3685,4725,0.10490996532826306,0.10356783357566268,0.12705513924616932,0.1442791634045409,0.13935801364500616,0.1292920255005033,0.20847779890392573,0.27133430265071024,0.26865003914550944,0.2527681467397383,0.4500615143719942,0.4963650598367073,0.41214629236103345,0.5284643775863997
Mascot,0,1,21573,1937,1295,6976,5316,2209,1558,3232,12292,3767,2278,7570,12888,8180,12042,0.08978816112733509,0.060028739628239,0.3233671719278728,0.24641913502989848,0.10239651416122005,0.07221990451026747,0.1498169007555741,0.5697863069577713,0.1746164186714875,0.10559495665878645,0.35090158995040094,0.5974134334584897,0.37917767579845174,0.55819774718398
Petersham - Stanmore,0,1,19898,1626,1684,3882,3988,3057,2499,3310,7870,5556,3167,13393,5555,15097,3812,0.08171675545280933,0.0846316212684692,0.19509498442054476,0.20042215298019903,0.15363353100814153,0.12559051160920695,0.16634837672127853,0.3955171374007438,0.27922404261734846,0.15916172479646196,0.6730827218815961,0.2791737863101819,0.7587194692933963,0.19157704291888633
Sydenham - Tempe - St Peters,0,1,8278,882,647,1294,1932,1314,931,1529,3226,2245,1273,5174,2821,5771,2157,0.10654747523556414,0.07815897559797053,0.15631795119594105,0.2333897076588548,0.15873399371828945,0.11246677941531771,0.18470645083353468,0.38970765885479586,0.27120077313360713,0.15378110654747523,0.6250302005315294,0.34078279777724085,0.6971490698236289,0.2605701860352742
Marrickville - North,0,1,12317,1183,978,1887,2648,1917,1439,2161,4535,3356,2274,7695,4071,8210,3470,0.09604611512543638,0.07940245189575383,0.1532028903141999,0.21498741576682634,0.15563854834781196,0.11683039701225947,0.17544856702119022,0.3681903060810262,0.27246894536007144,0.18462287894779572,0.6247462856214987,0.3305187951611594,0.6665584151985061,0.2817244458877973
Marrickville - South,0,1,14283,1172,1194,2475,2849,1992,1758,2366,5324,3750,2847,8380,5249,8287,5287,0.08205559056220682,0.08359588321781139,0.17328292375551355,0.19946789890079114,0.1394664986347406,0.12308338584331023,0.1656514737800182,0.3727508226563047,0.26254988447805083,0.1993278722957362,0.5867114751802842,0.36749982496674366,0.5802002380452286,0.37016033046278796
Darlinghurst,0,1,10615,403,309,2270,2913,1633,1323,712,5183,2956,1762,5597,4277,7624,2201,0.03796514366462553,0.02910975035327367,0.21384832783796515,0.2744229863400848,0.15383890720678287,0.12463495054168629,0.0670748940178992,0.4882713141780499,0.27847385774846917,0.16599152143193593,0.5272727272727272,0.40292039566650967,0.7182289213377296,0.2073480923221856
Erskineville - Alexandria,0,1,19126,1594,869,3952,5810,3156,1957,2463,9762,5113,1790,11406,6913,14451,3788,0.08334204747464184,0.045435532782599604,0.20662971870751856,0.3037749660148489,0.16501097981804874,0.10232144724458851,0.12877758025724145,0.5104046847223674,0.26733242706263727,0.09358987765345603,0.5963609745895639,0.3614451531946042,0.7555683362961414,0.19805500365993936
Glebe - Forest Lodge,0,1,20262,1455,1137,4460,4467,2785,2293,2592,8927,5078,3659,11242,7717,13787,5100,0.07180929819366301,0.05611489487710986,0.22011647418813543,0.2204619484749778,0.13744941269371236,0.113167505675649,0.12792419307077288,0.4405784226631132,0.25061691836936134,0.18058434507945909,0.5548317046688382,0.380860724508933,0.6804362846708124,0.25170269469943735
Potts Point - Woolloomooloo,0,1,18187,567,444,3340,4896,2699,2219,1011,8236,4918,4012,9792,6764,13129,3267,0.031176114807279925,0.024413042282949358,0.1836476604167812,0.2692032770660362,0.14840270522900972,0.1220102270852807,0.05558915709022928,0.4528509374828174,0.2704129323142904,0.22059712981800186,0.5384065541320724,0.37191400450871503,0.7218892615604553,0.17963380436575577
Surry Hills,0,1,15828,646,441,3852,4414,2328,1830,1087,8266,4158,2319,7715,6975,10568,4018,0.04081374778872884,0.027862016679302503,0.24336618650492797,0.2788728834975992,0.1470811220621683,0.11561789234268385,0.06867576446803134,0.5222390700025271,0.26269901440485216,0.1465125094768764,0.4874273439474349,0.44067475360121305,0.6676775334849634,0.2538539297447561
Camperdown - Darlington,0,1,8332,433,968,2814,1608,1005,724,1401,4422,1729,784,5123,2812,6147,1723,0.051968314930388865,0.11617858857417186,0.33773403744599134,0.19299087854056649,0.12061929908785406,0.08689390302448392,0.16814690350456074,0.5307249159865578,0.20751320211233798,0.09409505520883342,0.6148583773403744,0.3374939990398464,0.7377580412866058,0.20679308689390302
Chippendale,0,1,7803,233,304,3812,1946,679,402,537,5758,1081,428,2340,4831,3045,4106,0.029860310137126745,0.03895937459951301,0.48853005254389337,0.24939125977188262,0.08701781366141227,0.05151864667435602,0.06881968473663976,0.737921312315776,0.1385364603357683,0.05485069844931437,0.29988465974625145,0.619120850954761,0.3902345251826221,0.5262078687684224
Newtown (NSW),0,1,14667,940,946,3649,3473,2128,1746,1886,7122,3874,1793,9471,4525,11464,2478,0.0640894525124429,0.06449853412422445,0.2487898002318129,0.23679007295288743,0.14508761164518988,0.11904274902843118,0.12858798663666735,0.48557987318470036,0.26413036067362106,0.12224722165405331,0.6457353241971774,0.30851571555191926,0.7816185995772823,0.16895070566578033
Pyrmont,0,1,12658,987,600,2158,3342,1911,1372,1587,5500,3283,2283,5147,6579,6657,5035,0.0779744035392637,0.04740085321535788,0.17048506873123717,0.26402275240954337,0.15097171749091484,0.10838995101911834,0.12537525675462158,0.4345078211407805,0.25936166851003317,0.18036024648443671,0.406620319165745,0.5197503555063991,0.5259124664243956,0.39777215989887815
Redfern,0,1,13670,846,612,3022,3188,1860,1652,1458,6210,3512,2489,7131,5482,8864,3678,0.06188734455010973,0.044769568397951716,0.2210680321872714,0.2332114118507681,0.13606437454279444,0.12084857351865398,0.10665691294806146,0.4542794440380395,0.25691294806144843,0.1820775420629115,0.5216532553035845,0.4010241404535479,0.6484272128749086,0.26905632772494514
Rosebery - Beaconsfield,0,1,12290,1148,616,3239,3524,1459,988,1764,6763,2447,1322,5401,6194,6422,5166,0.09340927583401139,0.05012205044751831,0.2635475996745321,0.2867371847030106,0.11871440195280716,0.08039056143205858,0.1435313262815297,0.5502847843775427,0.19910496338486575,0.10756712774613507,0.43946297803091944,0.503986981285598,0.5225386493083808,0.42034174125305124
Sydney (North) - Millers Point,0,1,8004,337,259,1799,1942,1121,949,596,3741,2070,1588,3062,4343,4381,2979,0.042103948025987006,0.03235882058970515,0.22476261869065467,0.2426286856571714,0.14005497251374313,0.11856571714142929,0.07446276861569215,0.4673913043478261,0.25862068965517243,0.1984007996001999,0.38255872063968016,0.5426036981509246,0.5473513243378311,0.3721889055472264
Sydney (South) - Haymarket,0,1,19935,784,652,7261,6480,2265,1155,1436,13741,3420,1340,3170,15295,4371,13822,0.03932781540005016,0.032706295460245796,0.36423375971908706,0.32505643340857787,0.11361926260346125,0.057938299473288185,0.07203411086029596,0.6892901931276649,0.17155756207674944,0.0672184599949837,0.15901680461499876,0.7672435415099071,0.21926260346124907,0.6933533985452721
Ultimo,0,1,7410,387,361,2733,1964,833,496,748,4697,1329,641,1981,4894,2560,4290,0.05222672064777328,0.04871794871794872,0.36882591093117406,0.2650472334682861,0.11241565452091767,0.0669365721997301,0.100944669365722,0.6338731443994602,0.17935222672064777,0.08650472334682861,0.26734143049932524,0.6604588394062079,0.34547908232118757,0.5789473684210527
Waterloo,0,1,16379,1007,559,4448,4843,1868,1359,1566,9291,3227,2303,6090,8827,8486,6450,0.061481164906282436,0.034129067708651324,0.2715672507479089,0.29568349716099884,0.11404847670797973,0.08297209841870688,0.09561023261493376,0.5672507479089077,0.1970205751266866,0.14060687465657243,0.37181757128029796,0.5389217900970755,0.5181024482569143,0.39379693509982294
Zetland,0,1,12622,864,427,4764,3994,1218,652,1291,8758,1870,699,4075,7927,5701,6264,0.0684519093646015,0.033829820947551895,0.37743622246870545,0.31643162731738234,0.09649817778482016,0.0516558390112502,0.10228173031215339,0.6938678497860877,0.14815401679607035,0.0553794961178894,0.32284899382031373,0.6280304230708287,0.45167168436064015,0.4962763428933608
Bondi - Tamarama - Bronte,0,1,19055,1978,1658,3236,4344,2575,2098,3636,7580,4673,3177,10548,7423,14226,3639,0.10380477564943584,0.08701128312778798,0.169824193125164,0.22797166098136973,0.13513513513513514,0.11010233534505379,0.19081605877722382,0.39779585410653373,0.24523747048018893,0.16672789294148518,0.5535554972448177,0.38955654683810026,0.7465757019155077,0.19097349776961428
Bondi Beach - North Bondi,0,1,20705,2095,1779,3536,5626,3015,2003,3874,9162,5018,2652,10969,8489,15429,4002,0.10118328906061339,0.08592127505433471,0.17078000482975128,0.2717218063269742,0.14561700072446268,0.09673991789422845,0.18710456411494808,0.44250181115672543,0.24235691861869113,0.12808500362231345,0.5297754165660469,0.40999758512436607,0.7451823231103598,0.1932866457377445
Bondi Junction - Waverly,0,1,17720,1805,1566,2835,3574,2506,1881,3371,6409,4387,3550,8891,7696,12349,4155,0.10186230248306997,0.08837471783295711,0.15998871331828443,0.20169300225733636,0.14142212189616252,0.10615124153498871,0.1902370203160271,0.3616817155756208,0.24757336343115124,0.20033860045146726,0.5017494356659142,0.4343115124153499,0.6968961625282167,0.23448081264108353
Centennial Park,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dover Heights,0,1,11122,1347,1481,1168,1584,1803,1401,2828,2752,3204,2338,5924,4667,8162,2494,0.121111310915303,0.13315950368638735,0.10501708325840677,0.14242042798057902,0.1621111310915303,0.12596655277827729,0.2542708146016903,0.2474375112389858,0.2880776838698076,0.21021399028951626,0.5326380147455494,0.41961877360187017,0.7338608163999281,0.22424024456033087
Paddington - Moore Park,0,1,14793,1313,1132,2679,2825,2097,1865,2445,5504,3962,2879,9595,4600,12166,1913,0.08875819644426418,0.07652267964577841,0.18109916852565403,0.1909687014128304,0.1417562360575948,0.12607314270262962,0.16528087609004258,0.3720678699384844,0.26782937876022445,0.1946190765902792,0.648617589400392,0.3109578854863787,0.8224160075711485,0.12931792063813966
Rose Bay - Vaucluse - Watsons Bay,0,1,11924,1161,1772,1219,1149,1561,1772,2933,2368,3333,3280,7058,4217,9215,2040,0.09736665548473666,0.1486078497148608,0.10223079503522307,0.09636028178463603,0.13091244548809125,0.1486078497148608,0.24597450519959746,0.1985910768198591,0.279520295202952,0.27507547802750754,0.5919154646091915,0.3536564911103656,0.7728111372022811,0.17108352901710835
Woollahra,0,1,7454,784,673,924,1133,922,892,1457,2057,1814,2126,4721,2457,5941,1088,0.10517842768983096,0.09028709417762275,0.12396028977730078,0.15199892675073787,0.1236919774617655,0.11966729272873625,0.19546552186745372,0.2759592165280386,0.24335927019050174,0.2852159914140059,0.6333512208210357,0.32962167963509525,0.7970217332975583,0.145961899651194
Bellevue Hill,0,1,14429,1419,1731,1860,2153,1810,1819,3150,4013,3629,3641,8697,5099,11312,2426,0.098343613556033,0.11996673366137639,0.1289070621664703,0.149213389701296,0.12544181855984476,0.12606556240903735,0.21831034721740938,0.2781204518677663,0.2515073809688821,0.2523390394344722,0.6027444729364474,0.35338554300367314,0.7839767135629635,0.1681336197934715
Double Bay - Darling Point,0,1,9958,790,622,1409,1800,1189,1054,1412,3209,2243,3101,5915,3511,7884,1524,0.07933319943763809,0.062462341835709985,0.14149427595902792,0.18075918859208676,0.11940148624221732,0.10584454709781081,0.14179554127334806,0.3222534645511147,0.22524603334002813,0.3114079132355895,0.5939947780678851,0.3525808395260092,0.79172524603334,0.15304277967463345
Kensington (NSW),0,1,11809,986,1188,3141,2030,1387,1125,2174,5171,2512,1963,5830,5298,6546,4550,0.083495638919468207,0.10060123634516047,0.2659835718519773,0.17190278601066983,0.1174527902447286,0.09526632229655348,0.18409687526462867,0.4378863578626471,0.21271911254128206,0.16622914726056398,0.4936912524345838,0.4486408671352358,0.5543229740028791,0.38529934795494963
Kingsford,0,1,13605,1214,1344,3261,2180,1695,1447,2558,5441,3142,2457,6328,6677,6959,6011,0.08923190003675119,0.09878721058434399,0.23969128996692393,0.16023520764424845,0.12458654906284454,0.10635795663359059,0.1880191106210952,0.3999264976111724,0.23094450569643513,0.18059536934950385,0.4651231165012863,0.4907754502021316,0.5115031238515252,0.4418228592429254
Maroubra - North,0,1,9790,977,1128,1165,1377,1398,1221,2105,2542,2619,2530,5645,3790,6074,3103,0.09979570990806946,0.11521961184882533,0.11899897854954035,0.14065372829417774,0.14279877425944842,0.12471910112359551,0.21501532175689478,0.2596527068437181,0.26751787538304395,0.25842696629213485,0.576608784473953,0.3871297242083759,0.6204290091930541,0.3169560776302349
Maroubra - South,0,1,11084,1261,1091,1263,1897,1645,1407,2352,3160,3052,2519,6077,4281,7003,3326,0.11376759292674125,0.09843016961385781,0.11394803320101046,0.1711476001443522,0.14841212558643088,0.12693973294839409,0.21219776254059905,0.2850956333453627,0.27535185853482497,0.22726452544207867,0.5482677733670155,0.38623240707325873,0.6318116203536629,0.3000721761097077
Maroubra - West,0,1,9846,1008,957,1588,1728,1394,1128,1965,3316,2522,2038,4711,4792,5324,4154,0.10237659963436929,0.09719683120048751,0.16128377005890718,0.17550274223034734,0.14158033719276863,0.1145642900670323,0.1995734308348568,0.33678651228925455,0.2561446272598009,0.20698760918139347,0.478468413568962,0.48669510461100957,0.5407271988624822,0.4218972171440179
Randwick - North,0,1,16206,1850,1316,2352,3437,2359,1755,3166,5789,4114,3134,9403,6156,12140,3103,0.1141552511415525,0.08120449216339627,0.1451314328026657,0.2120819449586573,0.14556337159076885,0.1082932247315809,0.1953597433049488,0.35721337776132295,0.25385659632234975,0.19338516598790573,0.5802172035048747,0.3798593113661607,0.7491052696532149,0.19147229421202025
Randwick - South,0,1,12735,1104,1270,2551,2491,1624,1403,2374,5042,3027,2306,6638,5399,9118,2900,0.0866902237926973,0.09972516686297606,0.20031409501374164,0.1956026698076168,0.12752257557911267,0.11016882606988614,0.18641539065567334,0.39591676482135846,0.23769140164899882,0.18107577542206518,0.5212406753042795,0.42394974479780134,0.7159795838241068,0.2277188849627012
Coogee - Clovelly,0,1,19521,2005,1673,3349,4434,2807,2216,3678,7783,5023,3030,11623,7034,15738,2869,0.10270990215665181,0.08570257671225859,0.17155883407612316,0.22714000307361304,0.14379386301931255,0.11351877465293786,0.1884124788689104,0.3986988371497362,0.2573126376722504,0.15521745812202245,0.5954100712053686,0.36032990113211416,0.8062086983248808,0.1469699298191691
Malabar - La Perouse,0,1,10610,1077,1042,1044,1383,1625,1486,2119,2427,3111,2949,6775,3259,6871,2133,0.10150801131008483,0.09820923656927427,0.09839773798303487,0.13034872761545713,0.1531573986804901,0.14005655042412818,0.1997172478793591,0.228746465598492,0.2932139491046183,0.2779453345900094,0.6385485391140433,0.3071630537229029,0.6475966069745523,0.2010367577756833
Matraville - Chifley,0,1,13412,1620,1770,1384,1551,1955,1932,3390,2935,3887,3205,8272,4384,8981,3671,0.1207873546078139,0.13197136892335223,0.10319117208470027,0.11564270802266627,0.14576498657918283,0.1440501043841336,0.25275872353116613,0.21883388010736654,0.2898150909633164,0.2389651058753355,0.6167611094542201,0.3268714583954667,0.6696242171189979,0.27371011034894127
South Coogee,0,1,5611,699,771,579,606,767,860,1470,1185,1627,1329,3455,1773,3999,1251,0.12457672429157013,0.1374086615576546,0.10319016218142933,0.10800213865621101,0.13669577615398323,0.15327036178934236,0.26198538584922476,0.21119230083764035,0.2899661379433256,0.2368561753698093,0.6157547674211371,0.31598645517733026,0.712707182320442,0.2229549099982178
Bass Hill - Georges Hall,0,1,23855,3663,3626,2996,2922,2909,2637,7289,5918,5546,5106,13808,8043,8723,12840,0.1535527143156571,0.15200167679731713,0.1255921190526095,0.12249004401592957,0.12194508488786418,0.11054286313141899,0.3055543911129742,0.24808216306853909,0.23248794801928316,0.21404317753091595,0.5788304338713058,0.33716202054076716,0.3656675749318801,0.5382519387968979
Chullora,0,1,1469,255,175,244,321,182,140,430,565,322,150,664,703,405,956,0.17358747447243023,0.1191286589516678,0.16609938733832538,0.21851599727705923,0.12389380530973451,0.09530292716133425,0.292716133424098,0.38461538461538464,0.21919673247106874,0.10211027910142954,0.45200816882232814,0.4785568413886998,0.2756977535738598,0.6507828454731109
Condell Park,0,1,12773,1989,1972,1749,1672,1595,1397,3961,3421,2992,2400,6740,5098,3721,8023,0.1557190949659438,0.15438816253033744,0.13692946058091288,0.13090111954904876,0.12487277851718469,0.10937133014953418,0.3101072574962812,0.26783058012996164,0.23424410866671885,0.18789634385030923,0.5276755656462851,0.3991231503953652,0.2913176231112503,0.6281218194629297
Padstow,0,1,17200,1954,1968,2129,2345,2135,2344,3922,4474,4479,4332,10321,6146,9312,7064,0.1136046511627907,0.1144186046511628,0.12377906976744187,0.13633720930232557,0.12412790697674418,0.13627906976744186,0.2280232558139535,0.2601162790697674,0.26040697674418606,0.2518604651162791,0.6000581395348837,0.3573255813953488,0.5413953488372093,0.41069767441860466
Revesby,0,1,17664,2241,2191,2237,2556,2304,2122,4432,4793,4426,4007,10133,6737,8441,8294,0.12686820652173914,0.12403759057971014,0.1266417572463768,0.14470108695652173,0.13043478260869565,0.12013134057971014,0.2509057971014493,0.27134284420289856,0.2505661231884058,0.2268455615942029,0.5736526268115942,0.38139719202898553,0.4778645833333333,0.4695425724637681
Yagoona - Birrong,0,1,22484,3298,3070,3193,3138,2664,2575,6368,6331,5239,4548,11055,9938,6310,14451,0.14668208503824942,0.1365415406511297,0.14201209749154955,0.13956591353851627,0.11848425547055684,0.11452588507383028,0.2832236256893791,0.2815780110300658,0.23301014054438712,0.20227717487991462,0.4916829745596869,0.4420032022771749,0.2806440135207259,0.6427237146415229
Bankstown - North,0,1,16981,2660,1863,2673,3048,2078,1832,4523,5721,3910,2822,6214,9577,3227,12342,0.15664566279959954,0.10971085330663682,0.1574112243095224,0.1794947294034509,0.1223720628938225,0.1078852835522054,0.2663565161062364,0.3369059537129733,0.2302573464460279,0.16618573700017666,0.36593840174312464,0.5639832754254755,0.19003592250161946,0.726812319651375
Bankstown - South,0,1,18434,2511,2117,3288,2921,2172,1993,4628,6209,4165,3416,6625,10378,3173,13526,0.13621568840186613,0.11484213952479115,0.17836606271020938,0.15845719865465988,0.11782575675382445,0.10811543886297059,0.25105782792665726,0.3368232613648693,0.22594119561679504,0.18530975371595965,0.35939025713355754,0.562981447325594,0.17212759032223066,0.7337528479982641
Greenacre - North,0,1,14637,2102,2373,2005,1748,1766,1690,4475,3753,3456,2953,7680,5891,4205,9286,0.1436086629773861,0.16212338593974174,0.1369816219170595,0.11942337910774066,0.12065313930450229,0.11546081847373095,0.30573204891712785,0.2564050010248002,0.23611395777823324,0.20174899227983875,0.5246976839516294,0.4024731843957095,0.28728564596570333,0.6344196215071395
Greenacre - South,0,1,13416,2131,2265,1824,1673,1615,1476,4396,3497,3091,2424,7090,5385,3225,9133,0.158840190816935,0.16882826475849733,0.13595706618962433,0.12470184853905784,0.12037865235539655,0.11001788908765653,0.32766845557543234,0.2606589147286822,0.23039654144305308,0.1806797853309481,0.5284734645199761,0.401386404293381,0.2403846153846154,0.6807543231961837
Panania (North) - Milperra,0,1,11340,1536,1477,1336,1521,1577,1445,3013,2857,3022,2451,7907,3085,7264,3625,0.13544973544973546,0.13024691358024693,0.11781305114638448,0.13412698412698412,0.1390652557319224,0.12742504409171077,0.26569664902998236,0.2519400352733686,0.26649029982363315,0.21613756613756613,0.6972663139329806,0.27204585537918874,0.6405643738977073,0.31966490299823636
Panania (South) - Picnic Point,0,1,15994,2039,2192,1737,2078,2273,2099,4231,3815,4372,3579,11234,4261,10354,5087,0.12748530699012128,0.13705139427285232,0.10860322620982868,0.12992372139552333,0.14211579342253344,0.13123671376766288,0.26453670126297363,0.238526947605352,0.2733525071901963,0.22377141428035513,0.7023883956483682,0.26641240465174443,0.6473677629110917,0.3180567712892335
Belmore - Belfield,0,1,20332,2293,2337,2811,2893,2692,2713,4630,5704,5405,4599,9827,9160,6781,11896,0.11277788707456227,0.11494196340743655,0.138254967538855,0.14228801888648435,0.13240212472949045,0.13343497934290774,0.22771985048199883,0.28054298642533937,0.2658371040723982,0.22619516033838286,0.483326775526264,0.45052134566201063,0.33351367302773954,0.5850875467243754
Punchbowl,0,1,21544,3017,3026,3515,2997,2589,2492,6043,6512,5081,3900,9788,10193,4951,14860,0.14003898997400668,0.14045673969550687,0.16315447456368362,0.13911065725956182,0.12017266988488674,0.11567025621982918,0.2804957296695135,0.30226513182324544,0.23584292610471594,0.18102487931674713,0.454326030449313,0.4731247679168214,0.22980876346082435,0.6897512068325288
Roselands,0,1,14577,1901,1942,1855,1864,1970,1908,3843,3719,3878,3145,8191,5724,5320,8470,0.1304109213143994,0.13322357137957055,0.12725526514371957,0.12787267613363518,0.13514440557041915,0.13089112986211154,0.26363449269396994,0.2551279412773547,0.2660355354325307,0.2157508403649585,0.5619126020443164,0.39267338958633463,0.36495849626123344,0.5810523427317006
Lakemba,0,1,17092,3103,1922,2718,3221,2175,1501,5025,5939,3676,2449,5471,10242,2829,12375,0.18154692253685936,0.11245026913175754,0.15902176456821904,0.18845073718698807,0.12725251579686403,0.08781886262578985,0.2939971916686169,0.3474725017552071,0.21507137842265386,0.14328340744207815,0.32009127076995086,0.5992277088696466,0.1655160308916452,0.7240229347062953
Wiley Park,0,1,10135,1757,1143,1739,1917,1222,965,2900,3656,2187,1382,3446,5868,1825,7259,0.17335964479526395,0.11277750370004934,0.1715836211149482,0.18914652195362605,0.12057227429699062,0.09521460286137148,0.2861371484953133,0.36073014306857426,0.21578687715836212,0.13635915145535274,0.340009866798224,0.5789837197829304,0.18006906758756783,0.7162308830784411
Campsie - North,0,1,11905,960,978,2199,2067,1655,1636,1938,4266,3291,2410,3310,7976,2219,8901,0.08063838723225536,0.08215035699286015,0.18471230575388492,0.17362452750944982,0.1390172196556069,0.1374212515749685,0.1627887442251155,0.3583368332633347,0.2764384712305754,0.20243595128097439,0.2780344393112138,0.6699706005879882,0.18639227215455692,0.7476690466190676
Campsie - South,0,1,9059,817,628,1784,1781,1187,1194,1445,3565,2381,1674,2188,5975,1527,6447,0.09018655480737388,0.06932332487029473,0.19693122861242962,0.196600066232476,0.1310299150016558,0.13180262722154762,0.1595098796776686,0.3935312948449056,0.26283254222320346,0.1847886080141296,0.24152776244618612,0.6595650734076609,0.16856165139640136,0.7116679545203665
Canterbury - South,0,1,12220,1431,1022,2006,2538,1576,1414,2453,4544,2990,2223,5410,6015,4065,7110,0.11710310965630115,0.08363338788870704,0.1641571194762684,0.2076923076923077,0.12896890343698855,0.11571194762684124,0.2007364975450082,0.3718494271685761,0.24468085106382978,0.1819148936170213,0.44271685761047463,0.49222585924713586,0.33265139116202946,0.5818330605564648
Earlwood,0,1,17969,1833,2258,1849,2061,2592,2600,4091,3910,5192,4772,11123,6217,8954,8245,0.10200901552674049,0.1256608603706383,0.10289943792086371,0.11469753464299627,0.14424842784796038,0.14469363904502197,0.22766987589737883,0.21759697256385999,0.28894206689298235,0.26556847904724806,0.6190105181145306,0.34598475151650065,0.49830263231120264,0.4588457899716178
Kingsgrove - North,0,1,6261,791,805,622,755,922,818,1596,1377,1740,1544,3621,2358,2537,3446,0.12633764574349146,0.12857371026992492,0.09934515253154448,0.12058776553266251,0.147260820955119,0.13065005590161316,0.2549113560134164,0.219932918064207,0.27791087685673216,0.24660597348666347,0.5783421178725443,0.3766171538092956,0.4052068359686951,0.5503913112921258
Narwee - Beverly Hills,0,1,13791,1466,1463,1867,1963,1744,1794,2929,3830,3538,3499,6574,6632,5107,8009,0.10630121093466753,0.10608367776085853,0.13537814516713798,0.14233920672902617,0.12645928504096876,0.13008483793778552,0.21238488869552608,0.27771735189616414,0.2565441229787543,0.2537161917192372,0.4766876948734682,0.48089333623377567,0.3703139728808643,0.5807410630121094
Oatley - Hurstville Grove,0,1,12594,1354,1565,1460,1390,1752,1756,2919,2850,3508,3318,8251,4040,7650,4569,0.10751151341908846,0.12426552326504685,0.11592821978720025,0.11037001746863585,0.1391138637446403,0.13943147530570113,0.2317770366841353,0.22629823725583612,0.27854533905034146,0.26345878989995236,0.6551532475782118,0.3207876766714308,0.6074321105288233,0.36279180562172464
Peakhurst - Lugarno,0,1,20220,2311,2557,2216,2371,2649,2661,4868,4587,5310,5446,13856,5652,12446,6784,0.11429277942631058,0.12645895153313552,0.1095944609297725,0.11726013847675569,0.13100890207715132,0.13160237388724036,0.2407517309594461,0.2268545994065282,0.2626112759643917,0.2693372898120673,0.6852621167161227,0.2795252225519288,0.6155291790306627,0.3355093966369931
