sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Cabramatta - Lansvale,0,1,24101,2340,2918,3609,2954,3051,3553,5258,6563,6604,5681,7419,15233,3600,18699,0.09709140699556035,0.12107381436454918,0.14974482386622961,0.12256752831832704,0.12659225758267292,0.1474212688270196,0.21816522136010955,0.2723123521845567,0.27401352640969256,0.2357163603169993,0.3078295506410522,0.6320484627193892,0.14937139537778515,0.775859922824779,2476,13660,20405,4266,1542,5646,7482,289,13079,5575,20405,1748,345,6862,7768,532,0.12134280813526097,0.6694437637833864,0.20609462710505214,0.7546110665597434,0.6409703504043127,0.2732173486890468,0.0444129763130793,0.8833676622039135,1149,1094,318,195,1411,723,197,201,919,209,0.04767437035807643,0.04539230737313804,0.013194473258371022,0.008090950582963363,0.05854528857723746,0.029998755238371852,0.008173934691506577,0.008339902908593004,0.03813119787560682,0.00867183934276586
Cabramatta West - Mount Pritchard,0,1,18249,2227,2651,2583,2237,2352,2447,4878,4820,4799,3763,8058,9014,4948,11954,0.12203408405940051,0.14526823387582882,0.14154200230149597,0.12258205929092005,0.12888377445339472,0.13408953915283028,0.26730231793522935,0.264124061592416,0.262973313606225,0.20620307962080114,0.44155844155844154,0.49394487369170914,0.2711381445558661,0.6550495917584526,1815,10266,14742,2656,1368,4241,5812,196,8970,4590,14742,1182,544,4503,5480,421,0.12311762311762312,0.6963776963776964,0.23537508602890572,0.7296971782518926,0.6084656084656085,0.31135531135531136,0.09927007299270073,0.8217153284671533,1127,1037,332,106,1139,554,155,190,862,162,0.06175680859225163,0.05682503150857581,0.018192777686448572,0.005808537454107075,0.062414378870075074,0.030357827826182255,0.008493616088552798,0.010411529398871171,0.04723546495698394,0.008877198750616473
Canley Vale - Canley Heights,0,1,22261,2448,3006,3344,2840,2816,3068,5454,6184,5884,4731,7953,13071,3800,16917,0.10996810565563092,0.13503436503301738,0.15021786981716903,0.12757737747630385,0.1264992587934055,0.1378195049638381,0.2450024706886483,0.2777952472934729,0.2643187637572436,0.21252414536633574,0.3572615785454382,0.5871703876735097,0.17070212479223754,0.7599389066079691,2504,12403,18384,3483,1669,5167,7081,242,11514,5409,18384,1474,613,5567,6669,470,0.1362053959965187,0.6746627502175805,0.23570117215082614,0.7296991950289508,0.6263054830287206,0.29422323759791125,0.09191782875993403,0.8347578347578347,1154,1135,315,185,1321,616,198,187,911,203,0.0518395400026953,0.05098602937873411,0.014150307713040744,0.008310498180674723,0.05934144917119626,0.027671712861057456,0.008894479133911325,0.008400341404249584,0.04092358833834958,0.00911908719284848
Edensor Park,0,1,10279,1152,1322,1439,1259,1174,1443,2474,2698,2617,2479,4498,5417,2884,6766,0.11207315886759413,0.12861173265881895,0.13999416285630897,0.1224827317832474,0.11421344488763499,0.14038330576904368,0.24068489152641306,0.26247689463955637,0.25459675065667864,0.24117132016733145,0.4375912053701722,0.52699678957097,0.28057204008172,0.6582352368907481,1317,5892,8507,1287,1056,2496,3623,82,5019,2986,8507,488,176,2680,2988,126,0.15481368284941813,0.6926060891030916,0.291471156500138,0.6889318244548717,0.5899847184671447,0.3510050546608675,0.058902275769745646,0.8969210174029452,729,521,212,61,708,345,72,90,455,86,0.0709212958458994,0.05068586438369491,0.020624574374939197,0.005934429419204202,0.06887829555404222,0.03356357622336803,0.007004572429224633,0.008755715536530791,0.04426500632357233,0.008366572623796089
Fairfield,0,1,18248,1990,2236,2377,2395,2356,2582,4226,4772,4938,4318,5026,11976,2885,13722,0.10905304690925033,0.12253397632617273,0.13026085050416483,0.13124725997369574,0.12911003945637878,0.14149495835160017,0.23158702323542307,0.2615081104778606,0.270604997807979,0.2366286716352477,0.27542744410346337,0.6562911003945638,0.15809951775537046,0.7519728189390618,1864,9933,15170,3360,1001,3210,4351,146,10210,3566,15170,1390,596,5173,6280,486,0.12287409360580093,0.6547791694133157,0.23006205470006896,0.7377614341530683,0.6730388925510876,0.23506921555702043,0.09490445859872612,0.8237261146496815,1460,921,336,140,1377,720,211,218,1065,189,0.0800087680841736,0.05047128452433143,0.01841297676457694,0.0076720736519070585,0.07546032441911442,0.0394563787812363,0.011562911003945638,0.01194651468654099,0.05836256028057869,0.010357299430074528
Fairfield - West,0,1,21249,2668,3166,2889,2595,2670,2796,5834,5484,5466,4476,7386,12681,4332,15218,0.1255588498282272,0.14899524683514517,0.13595933926302414,0.12212339404207256,0.1256529719045602,0.13158266271353947,0.2745540966633724,0.25808273330509673,0.2572356346180997,0.21064520683326274,0.34759282789778345,0.5967810249894112,0.20386841733728647,0.7161748788178267,1926,11824,16988,3231,1292,4099,5552,164,11326,4434,16988,1220,324,5409,6165,401,0.11337414645632211,0.6960207205085943,0.23270893371757925,0.7382925072046109,0.6667059100541559,0.26100777019072285,0.052554744525547446,0.8773722627737226,1593,1099,374,143,1401,775,222,224,1011,184,0.07496823379923762,0.05172008094498565,0.01760082827427173,0.00672972845780978,0.06593251447126923,0.036472304579039015,0.010447550472963434,0.010541672549296437,0.04757870958633347,0.00865923102263636
Greenfield Park - Prairiewood,0,1,8855,967,1209,1184,1000,1035,1189,2176,2184,2224,2268,3433,5078,1946,6344,0.10920383963862225,0.1365330321852061,0.1337097684923772,0.11293054771315642,0.11688311688311688,0.13427442123094296,0.24573687182382833,0.2466403162055336,0.25115753811405983,0.25612648221343876,0.38769057029926596,0.5734613212874082,0.21976284584980238,0.7164313946922642,1019,5122,7309,1168,772,1867,2720,75,4657,2259,7309,400,170,2342,2640,120,0.13941715692981255,0.7007798604460255,0.2838235294117647,0.6863970588235294,0.6371596661650021,0.309071008345875,0.06439393939393939,0.8871212121212121,696,478,179,55,626,303,91,77,387,96,0.07859966120835686,0.053980801806888766,0.020214568040654995,0.006211180124223602,0.07069452286843592,0.03421795595708639,0.010276679841897233,0.008695652173913044,0.04370412196499153,0.010841332580463015
Horsley Park - Kemps Creek,0,1,4344,424,582,573,381,526,647,1006,954,1173,1205,2852,1241,2421,1642,0.09760589318600368,0.13397790055248618,0.1319060773480663,0.08770718232044199,0.1210865561694291,0.14894106813996316,0.23158379373848986,0.21961325966850828,0.27002762430939226,0.27739410681399634,0.6565377532228361,0.2856813996316759,0.5573204419889503,0.3779926335174954,502,2620,3651,526,653,1168,1859,47,1666,1603,3651,389,0,1158,1258,81,0.1374965762804711,0.717611613256642,0.35126412049488975,0.628294782140936,0.45631333881128455,0.4390577923856478,0,0.9205087440381559,411,213,122,71,276,226,36,64,210,49,0.09461325966850828,0.04903314917127072,0.028084714548802948,0.01634438305709024,0.06353591160220995,0.05202578268876611,0.008287292817679558,0.014732965009208104,0.04834254143646409,0.011279926335174955
Smithfield - Wetherill Park,0,1,19510,2400,2613,2530,2433,2331,2356,5013,4963,4687,4839,8328,10262,6179,12093,0.1230138390568939,0.13393131727319324,0.12967708867247565,0.1247052793439262,0.1194771911840082,0.12075858534085085,0.25694515633008713,0.25438236801640185,0.24023577652485906,0.24802665299846233,0.42685802152742186,0.5259866735007689,0.31670937980522806,0.6198359815479242,2007,11052,15756,2690,1492,4203,5841,134,9805,4920,15756,1017,464,5434,6242,329,0.1273800456968774,0.7014470677837015,0.2554357130628317,0.7195685670261941,0.6223026148768723,0.31226199543031224,0.0743351489907081,0.8705543095161807,1771,1164,444,159,1419,837,210,264,1133,203,0.09077396207073296,0.059661711942593544,0.022757560225525372,0.00814966683751922,0.07273193234238852,0.04290107637109175,0.010763710917478216,0.01353152229625833,0.05807278318810866,0.010404920553562276
St Johns Park - Wakeley,0,1,11197,1172,1385,1421,1359,1265,1373,2557,2780,2638,3226,4312,6490,2355,8315,0.10467089398946146,0.12369384656604447,0.12690899348039653,0.12137179601679021,0.11297669018487094,0.12262213092792712,0.22836474055550593,0.24828078949718674,0.23559882111279806,0.28811288738054835,0.3851031526301688,0.5796195409484683,0.2103241939805305,0.7426096275788158,1435,6438,9356,1485,1088,2441,3629,93,5709,3048,9356,611,90,3117,3345,136,0.1533775117571612,0.6881145788798632,0.299807109396528,0.6726370901074676,0.6101966652415562,0.3257802479692176,0.026905829596412557,0.9318385650224216,937,605,254,151,904,438,115,116,568,118,0.0836831294096633,0.05403233008841654,0.02268464767348397,0.01348575511297669,0.08073591140484059,0.03911762079128338,0.010270608198624631,0.010359917835134411,0.0507278735375547,0.010538537108153969
Wetherill Park Industrial,0,1,37,5,0,3,4,4,10,5,7,14,13,7,28,10,19,0.13513513513513514,0,0.08108108108108109,0.10810810810810811,0.10810810810810811,0.2702702702702703,0.13513513513513514,0.1891891891891892,0.3783783783783784,0.35135135135135137,0.1891891891891892,0.7567567567567568,0.2702702702702703,0.5135135135135135,4,16,32,9,0,9,16,0,20,4,32,8,0,7,18,6,0.125,0.5,0,0.5625,0.625,0.125,0,0.3888888888888889,5,3,0,0,0,0,0,0,0,0,0.13513513513513514,0.08108108108108109,0,0,0,0,0,0,0,0
Casula,0,1,16584,2321,2339,2256,2250,2064,2134,4660,4506,4198,3216,8424,7399,6298,9256,0.139954172696575,0.14103955619874578,0.13603473227206947,0.13567293777134587,0.12445730824891461,0.12867824409068981,0.2809937288953208,0.27170767004341534,0.25313555233960444,0.1939218523878437,0.507959479015919,0.44615291847563915,0.3797636275928606,0.5581283164495899,2757,8565,13084,1771,2040,4092,6268,135,6973,5176,13084,929,367,4540,5184,267,0.21071537756037909,0.6546163252827881,0.32546266751754943,0.6528398213146139,0.532940996637114,0.3955976765515133,0.07079475308641975,0.8757716049382716,1163,1035,337,77,1063,563,144,213,872,155,0.07012783405692233,0.0624095513748191,0.020320791123974915,0.004643029425952725,0.06409792571152918,0.033948383984563436,0.008683068017366137,0.01284370477568741,0.052580800771828265,0.009346357935359383
Chipping Norton - Moorebank,0,1,20813,3143,2802,2280,3027,2992,2398,5945,5307,5390,4177,13076,6931,11072,8802,0.1510113871138231,0.1346273963388267,0.10954691779176476,0.14543794743669822,0.14375630615480708,0.11521645125642627,0.2856387834526498,0.254984865228463,0.2589727574112334,0.20069187527026378,0.6282611829145246,0.3330130207082112,0.5319752078028156,0.422908758948734,3667,10745,16159,1743,3344,5403,8929,171,7583,7689,16159,885,111,6287,6722,313,0.2269323596757225,0.6649545145120367,0.3745100235188711,0.6051069548661664,0.46927408874311527,0.4758339006126617,0.016512942576614103,0.9352871169294853,1451,1343,470,150,1155,754,192,286,1095,173,0.06971604285782924,0.06452697833085091,0.022582040071109404,0.007207034065247682,0.05549416230240715,0.03622735790131168,0.009225003603517032,0.013741411617738912,0.052611348676308074,0.008312112621918994
Holsworthy - Wattle Grove,0,1,21129,3073,2895,2845,3141,3035,2690,5968,5986,5725,3458,13991,6453,13426,6569,0.1454399167021629,0.1370154763595059,0.13464906053291684,0.148658242226324,0.14364144067395523,0.1273131714704908,0.2824553930616688,0.2833073027592409,0.27095461214444605,0.16366131856689858,0.6621704765961475,0.30540962657958254,0.6354299777556912,0.3108997112972692,4609,10169,16583,1794,4063,6474,10730,181,6251,9213,16583,1127,87,6227,6521,195,0.27793523487909305,0.6132183561478622,0.37865796831314075,0.6033550792171481,0.3769523005487547,0.5555689561599229,0.013341512038030977,0.9549148903542402,1256,1536,408,106,1011,565,139,182,1279,122,0.05944436556391689,0.07269629419281556,0.019309953144966634,0.005016801552368782,0.047848928013630554,0.026740498840456244,0.006578635997917554,0.008613753608784136,0.060532916844147855,0.005774054616877277
Lurnea - Cartwright,0,1,12670,2044,1932,1732,1699,1477,1479,3976,3431,2956,2299,6242,5297,4216,7235,0.16132596685082873,0.15248618784530388,0.1367008681925809,0.1340962904498816,0.11657458563535912,0.11673243883188635,0.3138121546961326,0.2707971586424625,0.23330702446724547,0.18145224940805052,0.4926598263614838,0.4180741910023678,0.33275453827940016,0.5710339384372534,1007,6777,9597,1805,654,2320,3081,104,6013,2573,9597,1016,825,2888,4130,388,0.1049286235281859,0.7061581744295092,0.21226874391431352,0.7530022719896138,0.6265499635302699,0.2681046160258414,0.19975786924939468,0.699273607748184,985,980,222,70,864,489,152,206,885,136,0.07774269928966061,0.07734806629834254,0.017521704814522494,0.0055248618784530384,0.06819258089976322,0.03859510655090766,0.011996842936069455,0.016258879242304656,0.06985003946329914,0.010734017363851617
Warwick Farm,0,1,5937,805,554,932,1116,828,640,1359,2048,1468,1061,2041,3290,1715,3554,0.13559036550446354,0.09331312110493516,0.156981640559205,0.18797372410308236,0.1394643759474482,0.10779855145696479,0.2289034866093987,0.3449553646622874,0.247262927404413,0.17870978608724944,0.3437763180057268,0.5541519285834596,0.2888664308573354,0.5986188310594577,1050,2869,4851,926,501,1471,2025,54,2599,1689,4851,558,452,1856,2617,288,0.21645021645021645,0.5914244485673057,0.2474074074074074,0.7264197530864197,0.5357658214801072,0.3481756338899196,0.1727168513565151,0.7092090179594956,404,385,98,28,362,213,59,91,445,50,0.06804783560720903,0.06484756611083038,0.016506653191847735,0.00471618662624221,0.060973555667845715,0.0358767054067711,0.009937678962438943,0.015327606535287181,0.07495368030992083,0.008421761832575375
Edmondson Park,0,1,12080,2349,1648,1821,2580,1843,985,3997,4401,2828,843,5331,6159,3881,7385,0.19445364238410595,0.13642384105960265,0.15074503311258278,0.21357615894039736,0.15256622516556292,0.08153973509933775,0.3308774834437086,0.36432119205298014,0.23410596026490066,0.06978476821192053,0.44130794701986753,0.5098509933774834,0.3212748344370861,0.6113410596026491,3311,4554,8823,956,2345,3106,5562,110,3361,4885,8823,566,10,3293,3529,205,0.3752691828176357,0.5161509690581435,0.4216109313196692,0.5584322186263934,0.3809361895047036,0.5536665533265329,0.0028336639274582033,0.9331255313119864,287,554,81,18,437,162,52,33,333,28,0.023758278145695363,0.04586092715231788,0.006705298013245033,0.001490066225165563,0.036175496688741725,0.013410596026490066,0.004304635761589404,0.002731788079470199,0.027566225165562914,0.002317880794701987
Liverpool - East,0,1,17536,2525,1533,3474,3813,2338,1563,4058,7287,3901,2287,5436,10193,4079,11266,0.14398950729927007,0.08742016423357664,0.19810675182481752,0.21743841240875914,0.1333257299270073,0.08913093065693431,0.23140967153284672,0.4155451642335766,0.22245666058394162,0.13041742700729927,0.30999087591240876,0.5812614051094891,0.23260720802919707,0.6424498175182481,3491,7982,14190,2729,1900,4324,6375,158,6877,5536,14190,1777,325,6260,7445,844,0.24601832276250882,0.5625088090204369,0.2980392156862745,0.6782745098039216,0.4846370683579986,0.3901338971106413,0.04365345869711216,0.8408327736736064,788,885,215,51,824,403,126,138,970,123,0.04493613138686131,0.050467609489051095,0.012260492700729927,0.002908302919708029,0.04698905109489051,0.022981295620437957,0.00718521897810219,0.007869525547445256,0.05531478102189781,0.0070141423357664235
Liverpool - West,0,1,13737,1889,1727,1970,1932,1595,1650,3616,3902,3245,2976,5148,7506,3601,8894,0.137511829365946,0.12571886146902525,0.14340831331440634,0.14064206158549902,0.11610977651597874,0.12011356191308147,0.26323069083497125,0.28405037489990537,0.2362233384290602,0.21664118803232146,0.37475431316881413,0.5464075125573269,0.26213874936303416,0.6474484967605736,1608,7246,10964,2112,910,2764,3788,115,6758,3154,10964,1053,402,3803,4644,416,0.1466618022619482,0.6608901860634805,0.2402323125659979,0.7296726504751848,0.6163808828894564,0.287668734038672,0.08656330749354005,0.8189061154177433,1022,852,276,142,940,527,159,163,902,154,0.07439761228798136,0.062022275606027515,0.020091723083642717,0.010337045934337919,0.06842833224139186,0.038363543714056925,0.011574579602533304,0.011865763995049865,0.06566208051248452,0.011210599111887603
Prestons,0,1,15692,2128,2810,2094,1919,2381,2045,4938,4013,4426,2328,8308,6732,6176,8654,0.13561050216670914,0.17907213866938568,0.13344379301554932,0.12229161356105021,0.15173336732092785,0.13032118276828958,0.3146826408360948,0.25573540657659954,0.2820545500892174,0.14835585011470814,0.5294417537598777,0.42900841192964567,0.39357634463420854,0.5514912057099158,2627,8169,12161,1366,2128,4451,6719,136,5963,5481,12161,705,44,4026,4255,172,0.21601841953786696,0.6717375215853959,0.3167137966959369,0.6624497693109094,0.49033796562782667,0.45070306718197517,0.010340775558166862,0.9461809635722679,858,934,223,68,969,432,124,123,649,115,0.054677542696915625,0.05952077491715524,0.014211062962018864,0.004333418302319653,0.06175121080805506,0.027529951567677798,0.007902115727759368,0.007838388988019373,0.04135865409125669,0.007328575070099414
Gymea - Grays Point,0,1,18156,2296,2471,1862,2099,2629,2576,4767,3961,5205,4215,14554,3169,15845,1839,0.1264595725930822,0.13609825952853052,0.1025556289931703,0.11560916501432034,0.14480061687596388,0.1418814716897995,0.2625578321216127,0.21816479400749064,0.2866820885657634,0.23215465961665566,0.8016082837629434,0.17454285084820445,0.8727142542410222,0.1012888301387971,4318,9046,14608,1250,4224,5135,9481,130,5813,8283,14608,498,104,6247,6521,153,0.29559145673603504,0.619249726177437,0.44552262419575994,0.541609534859192,0.3979326396495071,0.5670180722891566,0.015948474160404846,0.9579819046158564,1486,1295,581,110,603,709,140,228,1176,144,0.0818462216347213,0.07132628332231769,0.03200044062568848,0.006058603216567526,0.033212161269001984,0.03905045164133069,0.007710949548358669,0.01255783212161269,0.06477197620621282,0.007931262392597489
Miranda - Yowie Bay,0,1,20705,2414,2349,2471,2903,2839,2434,4763,5374,5273,5299,14457,5420,15393,4447,0.11659019560492635,0.11345085728085004,0.11934315382757787,0.14020767930451583,0.13711663849311762,0.11755614585848828,0.2300410528857764,0.2595508331320937,0.2546727843516059,0.2559285196812364,0.6982371407872494,0.2617725187152862,0.7434436126539483,0.2147790388794977,4630,10506,17074,1941,4191,5705,10066,163,7078,8940,17074,1066,374,7434,8212,377,0.2711725430479091,0.615321541525126,0.4163520762964435,0.566759388038943,0.4145484362188122,0.5236031392760923,0.04554310764734535,0.9052605942523136,1904,1463,657,374,909,913,197,322,1477,242,0.09195846413909683,0.07065926104805602,0.03173146582950978,0.018063269741608306,0.04390243902439024,0.04409562907510263,0.009514609997585124,0.015551799082347259,0.07133542622554938,0.011687998068099493
