sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Eurobodalla Hinterland,0,0,3525,485,272,1791,439,1014,917,37,374,36,467,247,327,71,159,1501,58,1216,0.15839320705421292,0.08883082952318747,0.5849118223383409,0.29188829787234044,0.6742021276595744,0.3099019939168638,0.012504224400135181,0.12639405204460966,0.012684989429175475,0.16455250176180408,0.08703312191684284,0.11522198731501057,0.025017618040873855,0.056025369978858354,0.49020248203788375,0.018941868060091443,0.39712606139777923
Merimbula - Tura Beach,0,0,11513,1998,974,5849,1502,3238,3096,61,1704,82,1812,880,1050,292,605,4791,156,4487,0.1999199519711827,0.09745847508505102,0.5852511506904142,0.3134390651085142,0.6757095158597662,0.30178379959060336,0.005945998635344576,0.16609806023978946,0.008114794656110836,0.1793171697179614,0.08708560118753092,0.10390895596239486,0.02889658584858981,0.05987135081642751,0.47938763257954775,0.015609365619371623,0.44896938162897737
Moruya - Tuross Head,0,0,8600,1308,722,4304,946,2271,2354,52,1188,53,1465,650,731,189,379,3286,118,3460,0.1746328437917223,0.09639519359145528,0.5746328437917223,0.2878880097382836,0.6911138161898965,0.3106360517286883,0.006861968857218264,0.15676959619952494,0.00722169232865513,0.1996184766316937,0.0885679247853931,0.09960485079711132,0.025752827360675842,0.05164191306717537,0.43871829105473964,0.0157543391188251,0.46194926568758343
Narooma - Bermagui,0,0,9888,1590,856,4824,1037,2282,2647,42,1511,76,1909,770,768,208,353,3401,132,4432,0.18409169850642584,0.09910848674308209,0.5585272664119486,0.30428403755868544,0.6696009389671361,0.31126528692380057,0.004938852304797742,0.17768109125117593,0.009199854739135697,0.23108582496065852,0.09320905459387484,0.09296695315337127,0.025178549812371383,0.04273090424888028,0.39377098529582033,0.01528308440430705,0.5131411369688549
Goulburn,0,0,24565,2837,1774,12557,2790,7861,6010,117,3356,150,3111,1458,2151,672,1424,10870,518,7550,0.14132708976785893,0.08837301982664143,0.6255355185812493,0.2565989147429412,0.7229835372022441,0.2544238421810177,0.004953009906019812,0.1420709508085683,0.006458835687220117,0.13395625215294524,0.06277988287977954,0.09261970375473648,0.028935583878746125,0.061315880124009646,0.5414964630865796,0.025804523263923483,0.3761083989239813
Goulburn Surrounds,0,0,13839,1652,1080,7097,2341,3969,3570,121,1366,124,1518,737,1098,340,986,6454,219,3887,0.14298078587502164,0.09347412151635798,0.614246148519993,0.3631146269582752,0.6156351791530945,0.29197677271612005,0.00989613151222704,0.11171996401406722,0.01046855213170114,0.12815533980582525,0.06222034613761081,0.09269734065006331,0.028704094554664415,0.0832418742085268,0.558594426172754,0.018954474640817034,0.3364202873463735
Yass,0,0,6763,1087,506,3263,1021,2132,1754,37,730,35,639,358,604,196,577,3216,107,1854,0.19933981294700165,0.09279295800476801,0.5983862094260041,0.31688392302917445,0.6617008069522036,0.26840091813312933,0.005661820964039786,0.1117061973986228,0.005428039702233251,0.09910049627791563,0.05552109181141439,0.09367245657568238,0.030397022332506202,0.08948511166253102,0.5897671006785256,0.019622226297450945,0.33999633229415
Yass Surrounds,0,0,12713,3031,1078,5054,3218,3462,3296,142,739,50,606,469,821,307,1706,6827,186,2589,0.29800412938747417,0.10598761183757742,0.4969029593943565,0.471294669009959,0.5070298769771528,0.2691710902409147,0.011596570028583095,0.060351163740302166,0.004155930512841825,0.05036987781564292,0.038982628210456324,0.06824037902086277,0.025517413348848807,0.14180034909816308,0.6712221020548619,0.018287287385704454,0.25454724215907976
Young,0,0,11004,991,638,5958,1204,3221,2745,54,1408,93,1607,692,846,212,457,4523,231,3404,0.11293447293447294,0.07270655270655271,0.678974358974359,0.26666666666666666,0.7133997785160576,0.2606095129592709,0.005126744517231558,0.13367511630114878,0.008989850169163847,0.15534074432092798,0.06689221846302562,0.08177863702271629,0.020492991783470277,0.04417593040115998,0.5154415954415954,0.026324786324786326,0.3879202279202279
Young Surrounds,0,0,7677,783,487,4067,1259,1928,1957,37,1000,51,1145,480,562,180,340,3260,129,2375,0.12321007081038553,0.07663257277734067,0.6399685287175453,0.3869084204056546,0.592501536570375,0.28025204067019904,0.00529858227123013,0.143204926249463,0.007552199022656597,0.16955427217532948,0.07107952021323856,0.08322227158300015,0.02665482007996446,0.05034799348437732,0.5129819040125885,0.02029897718332022,0.37372147915027537
Avoca Beach - Copacabana,0,0,7513,1860,755,2868,1740,1946,2006,56,463,36,424,328,546,179,944,3731,121,1948,0.3110367892976589,0.1262541806020067,0.47959866220735786,0.46648793565683644,0.5217158176943699,0.30677473619819545,0.008564000611714329,0.07080593362899526,0.00555812876331635,0.06546240543461479,0.050640728732437856,0.08429828624363131,0.027636251350934074,0.1457464875714065,0.6239130434782608,0.02023411371237458,0.325752508361204
Box Head - MacMasters Beach,0,0,11042,2348,1060,4822,2056,2714,3058,93,1073,88,1139,575,818,304,1169,4844,162,3833,0.2551619213214519,0.11519234948924147,0.5240165181482287,0.4244426094137077,0.5602807597027251,0.3054945054945055,0.009290709290709291,0.10719280719280719,0.008888888888888889,0.11505050505050506,0.05808080808080808,0.08262626262626263,0.030707070707070707,0.11808080808080808,0.5264073027602695,0.01760486850684634,0.41653988263420993
Calga - Kulnura,0,0,4716,759,386,2290,913,1319,1107,71,461,42,404,231,324,121,396,2292,91,1326,0.18726868985936343,0.09523809523809523,0.5650135701949174,0.3986899563318777,0.5759825327510917,0.2550691244239631,0.016359447004608296,0.10622119815668203,0.010009532888465206,0.09628217349857007,0.055052430886558625,0.07721639656816015,0.028836987607244995,0.09437559580552908,0.5655070318282753,0.022452504317789293,0.3271650629163583
Erina - Green Point,0,0,14758,2768,1266,6601,2399,3400,3717,130,1757,99,1892,732,890,354,1299,5897,206,5264,0.22261540936142835,0.10181759691169374,0.5308830625703715,0.40702409229725145,0.5768578215134035,0.2576955074875208,0.009012756516916251,0.12181087077093733,0.006946393488633174,0.13275329778276734,0.05136121246140893,0.06244737580690429,0.02483861914117317,0.09114510244176256,0.47426411452469036,0.016567476274730576,0.42335531606884347
Gosford - Springfield,0,0,21204,4656,1999,9250,3959,6133,5350,100,3766,165,2897,1457,2215,576,1494,10256,582,6087,0.25917060951850823,0.11127191761758976,0.5148900640133593,0.3862439024390244,0.5983414634146341,0.26401500197394395,0.00493485984998026,0.18584682195025662,0.008324084350721421,0.14615074160024216,0.07350418726667339,0.11174452628392695,0.029058621733427506,0.0753708001210776,0.5708878374617311,0.03239632618981353,0.3388254940161425
Kariong,0,0,6485,960,591,3089,1013,2264,1679,63,357,25,357,242,547,239,572,3346,146,1407,0.189498618239242,0.11666008685353337,0.609751283063561,0.3023880597014925,0.6758208955223881,0.2610791478774685,0.009796299175866895,0.05551236199657907,0.003912363067292645,0.055868544600938964,0.0378716744913928,0.08560250391236307,0.03740219092331768,0.08951486697965572,0.6604816423213581,0.02881958152388472,0.27773391235688905
Kincumber - Picketts Valley,0,0,7615,1121,631,3683,1022,1973,1945,53,1000,57,1070,402,541,206,545,3048,96,2780,0.17807783955520254,0.10023828435266084,0.5850675138999206,0.3355219960604071,0.6477347340774786,0.2614247311827957,0.007123655913978495,0.13440860215053763,0.007817857632697846,0.14675627485941573,0.05513646962007955,0.0742010698120971,0.02825401179536415,0.0747496914003566,0.4841938046068308,0.015250198570293885,0.4416203335980937
Narara,0,0,7157,1306,584,3335,1213,2270,1900,67,543,50,543,334,628,233,600,3532,154,1835,0.23057909604519775,0.10310734463276836,0.5888064971751412,0.3439183442018713,0.6436064644173518,0.268361581920904,0.009463276836158193,0.07669491525423729,0.007104290991759022,0.07715260017050299,0.04745666382495027,0.08922989485649332,0.03310599602159704,0.08525149190110827,0.623587570621469,0.027189265536723163,0.323975988700565
Niagara Park - Lisarow,0,0,8205,1408,710,3863,1429,2532,2158,64,580,44,593,374,648,244,732,4020,167,2188,0.21538932231910662,0.10861251338534496,0.5909438580388557,0.3551192842942346,0.6292246520874751,0.26678204969711955,0.007911979231054519,0.07170231178143158,0.005477405701481389,0.07382049047678327,0.04655794846259181,0.080667247603635,0.030374704344578615,0.09112411303373584,0.6149609912804038,0.025546886951200855,0.3347101116720208
Point Clare - Koolewong,0,0,6571,1386,619,2788,1226,1720,1739,32,748,36,738,315,520,218,576,2975,147,2096,0.25496688741721857,0.11387049300956585,0.5128771155261221,0.41113346747149565,0.5767940979208585,0.2731699654414075,0.005026704366949419,0.11749921457744267,0.005715192887759962,0.11716145419907922,0.05000793776789967,0.08255278615653279,0.034608668042546434,0.09144308620415939,0.5472774098601914,0.02704194260485651,0.3855776306107432
Saratoga - Davistown,0,0,7160,1164,613,3475,1189,2108,1939,56,685,43,692,403,560,216,628,3359,106,2181,0.1987704918032787,0.10467896174863388,0.5934084699453552,0.3540798094103633,0.6277546158427636,0.2787120885439126,0.008049446600546212,0.0984619807388242,0.0062373078038874385,0.1003771395416304,0.0584566289527125,0.08123005512039455,0.031331592689295036,0.09109370467072817,0.5735997267759563,0.018101092896174863,0.3724385245901639
Terrigal - North Avoca,0,0,14849,3663,1488,5768,3341,3721,3977,108,1356,87,1064,732,1106,370,1820,7162,234,4173,0.30175467501441633,0.12258011368316994,0.47516269873959965,0.4662294166899246,0.519257605358638,0.2857656104045412,0.007760293166630739,0.09743479198103039,0.00635500365230095,0.0777209642074507,0.053469685902118334,0.08078889700511323,0.02702702702702703,0.1329437545653762,0.5899991762089134,0.01927671142598237,0.343768020430019
Umina - Booker Bay - Patonga,0,0,24697,3547,1938,12330,3307,6325,6449,124,3700,192,3631,1623,2127,579,1666,9792,568,8972,0.1718591017006638,0.09389989825088425,0.5974126653423131,0.3377246732026144,0.6459354575163399,0.27958900546258564,0.005375877915546692,0.16040926038324807,0.008496703102181705,0.1606850466876134,0.07182369341062973,0.094127539053856707,0.025622870292516704,0.0737266008762225,0.4744415911623625,0.02752071321284946,0.4347109840593052
Wamberal - Forresters Beach,0,0,10675,2296,997,4407,2218,2868,2773,109,773,58,752,446,691,281,1210,5178,154,2866,0.2692307692307692,0.11690900562851782,0.5167682926829268,0.4289305743569909,0.5546315993038097,0.2695373250388802,0.010594867807153966,0.07513608087091757,0.0056912962417819644,0.07379059954862133,0.04376410558335787,0.06780492591502306,0.027573349033460898,0.11873221469924443,0.6071763602251408,0.018058161350844277,0.33606941838649157
Woy Woy - Blackwall,0,0,14346,2079,1103,7430,1825,3675,3659,80,2348,118,2303,884,1208,344,863,5629,349,5439,0.17088607594936708,0.09066250205490711,0.6107183955285221,0.3244444444444444,0.6533333333333333,0.2647803748462262,0.005789130906722628,0.16991099211230914,0.00868093871845803,0.16942543956448172,0.06503347311116016,0.0888692709482822,0.02530714338262341,0.06348856028838373,0.46268288673351965,0.028686503370047675,0.4470655926352129
Wyoming,0,0,11423,1706,891,5496,1515,3204,2929,58,1333,64,1436,623,917,375,657,4798,282,3665,0.18381639909492511,0.09600258592824049,0.5921775670725138,0.3152965660770031,0.6668054110301769,0.2622671919770774,0.005193409742120344,0.11935888252148998,0.005812897366030881,0.1304268846503179,0.05658492279745686,0.08328792007266121,0.0340599455040872,0.05967302452316076,0.5169701540782243,0.030384656825773085,0.3948927917250296
Bateau Bay - Killarney Vale,0,0,22825,2794,1671,11510,2859,6748,5878,177,2288,120,2557,1233,1816,683,1445,9762,446,6831,0.15271932221918558,0.09133643071877562,0.6291336430718776,0.2931105187615337,0.6918187410293213,0.2637885383476193,0.007943275142485303,0.10267917246331285,0.005460502366217692,0.11635420458682198,0.05610666181288679,0.08263560247542774,0.0310793593010557,0.06575354932653804,0.533588412134463,0.024378245422246515,0.373380705110686
Blue Haven - San Remo,0,0,11290,608,647,6599,855,3861,2875,129,906,57,1107,684,1070,308,450,4803,328,3200,0.06960503720663995,0.07406983400114482,0.7554665140240412,0.17793964620187305,0.8035379812695109,0.26048745130017215,0.011687958684425116,0.08208752378363686,0.005225522552255226,0.10148514851485149,0.0627062706270627,0.0980931426475981,0.028236156949028236,0.041254125412541254,0.5498568975386376,0.03755008586147682,0.3663423010875787
Budgewoi - Buff Point - Halekulani,0,0,9728,837,691,5554,930,2857,2466,91,1386,80,1467,645,828,238,453,3843,226,3518,0.10342271098480169,0.08538242925985419,0.6862720869887557,0.2421875,0.7440104166666667,0.263884430176565,0.009737827715355805,0.14831460674157304,0.008735531775496833,0.1601878139331732,0.07043022493994322,0.09041275387639222,0.02598820703210308,0.04946494867875082,0.4748548128011862,0.02792536760163104,0.4346966514271593
Chittaway Bay - Tumbi Umbi,0,0,16006,2043,1274,8278,2204,5292,4205,177,1322,87,1409,798,1367,495,1248,7601,290,4553,0.15821265391465963,0.0986602648493766,0.641059397506389,0.29011451888903517,0.696590759510333,0.26705194970151147,0.01124095008256065,0.08395783056014226,0.005576565604768925,0.09031472341516569,0.05115056727132876,0.08762258829562207,0.031728735337478366,0.07999487212358182,0.5886316115542477,0.02245798807403392,0.35259041276233255
Gorokan - Kanwal - Charmhaven,0,0,22362,1686,1349,12841,1837,6623,5476,196,2887,160,3111,1470,1856,501,888,8615,620,7764,0.09106130164731299,0.07285984337024035,0.6935457736970024,0.21323273360417877,0.7687753917585607,0.25173539281938123,0.009010251459568795,0.1327173263457914,0.007519857122714669,0.14621422192978334,0.06908868731494101,0.08723034262349015,0.023546552615500305,0.04173520703106641,0.46529840669727246,0.03348636240885768,0.41933567377801784
Jilliby - Yarramalong,0,0,3420,557,306,1686,673,1058,834,67,138,18,151,106,183,107,391,1791,43,855,0.1980796586059744,0.10881934566145092,0.5995732574679943,0.37703081232492996,0.5927170868347339,0.2532645004555117,0.02034618888551473,0.04190707561494078,0.005553841406973156,0.04659055846960815,0.03270595495217526,0.05646405430422709,0.0330145016970071,0.12064177722925024,0.6369132290184921,0.015291607396870554,0.30405405405405406
Lake Munmorah - Mannering Park,0,0,10960,811,687,6656,889,3012,2973,75,1602,104,1966,701,880,251,444,3979,218,4600,0.08664529914529914,0.0733974358974359,0.7111111111111111,0.2233107259482542,0.7565938206480783,0.2809222337711424,0.007086837380704904,0.15137484645185675,0.010007698229407237,0.18918398768283295,0.06745573518090839,0.08468052347959969,0.024153194765204004,0.042725173210161664,0.4251068376068376,0.02329059829059829,0.49145299145299143
Ourimbah - Fountaindale,0,0,4928,923,441,2299,936,1580,1300,49,364,25,348,211,408,146,455,2565,74,1234,0.2293167701863354,0.10956521739130434,0.5711801242236025,0.36477007014809043,0.6157443491816056,0.2691511387163561,0.010144927536231883,0.07536231884057971,0.0052213868003341685,0.07268170426065163,0.04406850459482038,0.08521303258145363,0.030492898913951544,0.09502923976608187,0.6372670807453417,0.018385093167701864,0.306583850931677
Summerland Point - Gwandalan,0,0,6492,538,436,3806,604,2068,1791,61,624,57,800,383,573,172,344,2714,142,2241,0.10018621973929237,0.08119180633147113,0.7087523277467411,0.222304011777696,0.7611336032388664,0.29197913270296705,0.009944571242256277,0.10172807303553962,0.009421487603305785,0.1322314049586777,0.06330578512396694,0.0947107438016529,0.028429752066115702,0.056859504132231405,0.5054003724394786,0.02644320297951583,0.4173184357541899
The Entrance,0,0,15839,2057,1297,8381,1930,4259,3979,88,2912,146,2750,1149,1368,355,860,6326,427,5911,0.15105008077544427,0.09524159201057424,0.6154354530768101,0.3054764165875277,0.6741057296612852,0.29621082408992777,0.00655103104295392,0.21677957269411152,0.011137386528339309,0.20977954077351438,0.08764970630864291,0.10435578610115188,0.0270806316271264,0.06560378366008086,0.46453223674548394,0.03135555881920987,0.4340578645909825
Toukley - Norah Head,0,0,9909,1011,687,5528,960,2690,2472,56,1623,80,1637,683,758,232,497,3729,259,3827,0.12163137632338787,0.08265158806544755,0.6650625601539942,0.2575107296137339,0.7215665236051502,0.2627551020408163,0.005952380952380952,0.1725127551020408,0.008691873098652759,0.1778574532811821,0.07420686657974794,0.0823554976097349,0.025206431986093004,0.05399826162538027,0.44862848893166507,0.031159769008662175,0.4604186717998075
Tuggerah - Kangy Angy,0,0,5229,787,474,2571,762,1733,1377,40,439,29,435,280,484,149,372,2532,106,1385,0.18782816229116944,0.11312649164677804,0.6136038186157518,0.3014240506329114,0.6855221518987342,0.2678988326848249,0.007782101167315175,0.08540856031128405,0.0057097853908249655,0.08564678086237448,0.05512896239417208,0.09529434928135459,0.029336483559755856,0.07324276432368576,0.6042959427207637,0.025298329355608593,0.3305489260143198
Warnervale - Wadalba,0,0,20051,2215,1588,9679,2676,6392,5028,182,1108,89,1335,760,1565,681,1489,9211,431,4741,0.14493227769417,0.10390630111889027,0.6333180658247726,0.2906799913100152,0.6943297849228763,0.2540677109651339,0.00919656392117231,0.05598787266296109,0.004541743212900592,0.06812614819350887,0.038783425188814044,0.07986323739538681,0.034751990202082056,0.07598489487650541,0.6026958057972911,0.02820126938428319,0.3102139632271151
Wyong,0,0,9120,881,613,4971,843,2602,2226,81,1174,76,1281,573,680,212,414,3506,264,3120,0.11798580420516941,0.08209454935047543,0.6657292085174769,0.24010253489034464,0.7410994018798063,0.24957954927682477,0.009081735620585268,0.13162910640206302,0.008732620935309663,0.14719062392278526,0.06583936573595311,0.07813397678961277,0.024359416293232218,0.047569803516028956,0.4695326101513325,0.035355564483728404,0.4178384893531539
Bathurst - East,0,0,12330,1543,798,6195,1607,4045,3207,64,924,57,1009,587,1018,384,840,5739,247,3121,0.1605786242064731,0.0830471433031533,0.6447080861692164,0.280013939710751,0.7048266248475344,0.26508513803934536,0.00529013060009919,0.07637626053893205,0.004772270596115204,0.0844775619557937,0.049146014735432016,0.08523107836570663,0.032150033489618215,0.07032819825853985,0.5972525757102716,0.025705068165261732,0.32479966697887397
Bathurst Surrounds,0,0,6909,1087,524,3206,1288,2044,1748,67,555,40,599,317,482,205,566,3406,92,1840,0.19066830380634978,0.09191369935099106,0.562357481143659,0.3784895680282104,0.6006464883925948,0.27012826456498223,0.010353886570854582,0.08576726935558646,0.006310143555765894,0.09449439974759426,0.05000788767944471,0.07603722984697901,0.032339485723300206,0.0892885313140874,0.5974390457814418,0.01613751973338011,0.3227503946676022
Oberon,0,0,4834,475,267,2458,605,1399,1174,26,589,34,606,279,426,113,255,2072,81,1407,0.1177783287875031,0.06620381849739648,0.6094718571782792,0.29156626506024097,0.6742168674698795,0.26797534809404244,0.005934718100890208,0.1344441908240128,0.008147615624251139,0.14521926671459381,0.06685837526959022,0.10208483105679367,0.02707884016295231,0.06110711718188354,0.5137614678899083,0.020084304487974214,0.34887180758740394
Bathurst - South,0,0,10752,1905,687,5100,1411,3163,2215,25,2135,77,1672,793,958,218,461,4641,279,3971,0.20235818992989166,0.07297641810070109,0.5417463352453792,0.30370210934136893,0.6808006887645286,0.21956780333068993,0.0024781919111816018,0.2116375892149088,0.00779746835443038,0.16931645569620254,0.08030379746835443,0.0970126582278481,0.022075949367088607,0.04668354430379747,0.4929891650732951,0.029636711281070746,0.4218185680900786
Bathurst - West,0,0,14313,2317,998,6807,2207,4702,3780,85,1369,59,1207,810,1281,464,1086,7043,254,3436,0.2059738643434972,0.08871899724419949,0.605120455151569,0.31331629755820556,0.6675184554230551,0.270502361528553,0.006082725060827251,0.09796765421497065,0.004274123442480441,0.0874384236453202,0.05867864387134164,0.09279918864097363,0.03361344537815126,0.07867284844972472,0.6261000977864699,0.022579784869766202,0.30544937327762467
Condobolin,0,0,6372,531,296,3236,1078,1522,1505,28,757,58,838,332,504,125,249,2644,143,1631,0.10581905141490634,0.05898764447987246,0.6448784376245517,0.40679245283018867,0.5743396226415094,0.2566507503410641,0.0047748976807639835,0.12909276944065484,0.010320284697508897,0.1491103202846975,0.05907473309608541,0.08967971530249111,0.02224199288256228,0.044306049822064056,0.5269031486648067,0.02849740932642487,0.3250298923874053
Cowra,0,0,9273,785,531,5181,980,2610,2327,43,1385,55,1580,644,705,200,307,3659,235,3168,0.10323513940031562,0.06983166754339822,0.6813519200420831,0.26717557251908397,0.7115594329334788,0.2626410835214447,0.0048532731376975165,0.15632054176072235,0.0063444457261506515,0.18225862267850962,0.07428769177529126,0.08132425885338562,0.023070711731456917,0.03541354250778637,0.48119410836401894,0.030904786954234615,0.41662283008942663
Cowra Surrounds,0,0,5716,579,403,3010,956,1393,1479,23,691,57,849,353,431,89,251,2396,86,1831,0.12022425249169436,0.08367940199335548,0.625,0.3996655518394649,0.5823578595317725,0.2809116809116809,0.004368471035137701,0.1312440645773979,0.011255924170616114,0.16765402843601895,0.06970774091627172,0.08511058451816746,0.017575039494470774,0.04956556082148499,0.49750830564784054,0.017857142857142856,0.3801910299003322
Forbes,0,0,10020,966,542,5233,1530,2811,2493,53,1266,76,1360,625,736,221,532,4428,170,2719,0.11998509501925227,0.06732082971059496,0.6499813687740653,0.345372460496614,0.6345372460496614,0.26189725811534825,0.00556781174493119,0.13299716356760163,0.008242056176119728,0.1474894263095109,0.0677800672378267,0.07981780717926472,0.023967031775295522,0.057694393232838086,0.5499937895913551,0.021115389392622034,0.3377220221090548
Grenfell,0,0,3597,342,239,2015,641,816,947,12,541,43,625,255,256,75,127,1475,72,1269,0.11264822134387352,0.07872200263504611,0.6637022397891963,0.43340094658553074,0.5517241379310345,0.2832784923721208,0.0035895901884534847,0.16183069099611128,0.013198281154082258,0.19183548189073052,0.07826887661141804,0.07857581338244321,0.02302025782688766,0.03898096992019644,0.485836627140975,0.023715415019762844,0.41798418972332013
Parkes (NSW),0,0,10919,1007,571,5956,1312,3401,2706,54,1384,51,1421,639,889,306,642,4786,251,3047,0.11606731212540342,0.06581373905025358,0.6864914707238359,0.27350427350427353,0.7089847821555139,0.26104572641327417,0.0052093382211074665,0.13351340922245802,0.005026611472501478,0.14005519416518825,0.06298048492016559,0.0876207372363493,0.03015966883500887,0.06327616794795979,0.5516366989396035,0.0289303826648225,0.3511987090825265
Parkes Surrounds,0,0,3262,311,155,1668,608,720,779,20,398,31,427,201,233,68,135,1360,77,902,0.11911145155112983,0.059364228265032556,0.6388356951359633,0.446730345334313,0.5290227773695811,0.2589760638297872,0.006648936170212766,0.13231382978723405,0.010700724887814981,0.14739385571280636,0.06938211943389713,0.0804280289955126,0.02347255781843286,0.04659993096306524,0.5208732286480275,0.029490616621983913,0.34546150900038297
West Wyalong,0,0,5525,460,284,2998,900,1585,1420,10,712,52,716,323,484,132,299,2538,73,1411,0.10365029292474087,0.06399278954484001,0.6755295178008112,0.3548895899053628,0.625,0.29140160065667964,0.0020521239482864766,0.14611122511799712,0.011019283746556474,0.1517270608179699,0.06844670481034118,0.10256410256410256,0.027972027972027972,0.06336088154269973,0.5718792248760703,0.016448850833708877,0.3179360072104552
Lithgow,0,1,12385,1118,745,6846,1064,3486,2990,49,2112,89,2184,795,934,247,618,4646,317,4737,0.10757240450303089,0.07168286346579429,0.6587125950158761,0.22926093514328807,0.751131221719457,0.25474993609951435,0.0041748317287211385,0.17994376757263356,0.007727035943740233,0.18961625282167044,0.06902239972217399,0.08109046709498177,0.02144469525959368,0.053655148463274877,0.44703165592225536,0.030501298951217164,0.45578754931203697
Lithgow Surrounds,0,1,8448,901,581,4595,984,2620,2192,50,927,69,1056,458,667,210,534,3662,161,2653,0.1281103369827954,0.08261055026304565,0.6533484999289065,0.26863226863226863,0.7152607152607152,0.2806298809371399,0.0064012290359749075,0.11867878632697478,0.009093305218766473,0.13916710595677384,0.06035846072746442,0.08790195044807592,0.027675276752767528,0.07037427517132314,0.5206881842741362,0.022892080193374093,0.37722166927342526
Mudgee,0,0,12563,1556,799,6359,1565,4298,3208,56,1465,77,1333,587,1124,366,1030,5949,211,3155,0.15744207224526965,0.08084589699483963,0.6434281088738237,0.26311365164761263,0.722595830531271,0.27014736842105264,0.0047157894736842105,0.12336842105263159,0.00659981143395903,0.11425387846061541,0.05031284820433702,0.0963401045684409,0.031370532270506554,0.0882831919088026,0.6019427299403015,0.021349792573105333,0.3192350500860063
Mudgee Surrounds - East,0,0,3398,285,213,1889,359,776,851,9,601,43,697,205,234,64,107,1160,89,1358,0.09858180560359737,0.07367692839847803,0.6534071255620892,0.3097497842968076,0.6695427092320967,0.279658232007887,0.0029576076240552087,0.19750246467302005,0.014720985963711058,0.23861691201643273,0.07018144471071551,0.08010955152345087,0.021910304690174597,0.03663129065388566,0.40124524386025595,0.030785195434105846,0.46973365617433416
Mudgee Surrounds - West,0,0,11072,1012,652,5844,1493,3252,2763,92,1123,102,1272,554,792,266,691,4829,194,3043,0.11331317881536222,0.0730041428731385,0.6543500167954316,0.30904574622231423,0.673152556406541,0.2702993543337899,0.009000195656427314,0.10986108393660732,0.010312405216863815,0.12860175917500757,0.056010514609240725,0.08007279344858963,0.02689313517338995,0.06986149024365584,0.5407009293472176,0.021722091591087223,0.34072332325607435
Wollangambe - Wollemi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blayney,0,0,7517,931,473,3831,1122,2318,1982,37,755,50,789,405,617,218,483,3510,162,1902,0.1552442888110722,0.07887276971819243,0.6388194097048524,0.3191126279863481,0.6592718998862344,0.27383255042829513,0.005111909367228516,0.10431058303398728,0.007059155724975293,0.11139347734011013,0.05717916137229987,0.08710998164619511,0.030777918960892277,0.06819144430326134,0.5852926463231616,0.027013506753376687,0.3171585792896448
Orange,0,0,19023,3014,1287,9067,2685,5410,4483,72,3021,119,2599,1228,1647,455,1176,8230,361,5722,0.19565076273937032,0.08354430379746836,0.5885751379422266,0.32620580731381366,0.657271291459118,0.2485308792549063,0.003991573345160217,0.1674797649406808,0.006730769230769231,0.14700226244343892,0.06945701357466064,0.09315610859728507,0.025735294117647058,0.0665158371040724,0.5342421291788381,0.023433950016228496,0.37143784485556636
Orange - North,0,0,22895,3928,1642,10108,3895,7335,5890,103,2050,96,1786,976,1939,746,2034,11385,367,4826,0.22530687163014798,0.09418377882298956,0.5797866238384766,0.34187659088914246,0.6438163784780128,0.2630051350747935,0.00459924090198705,0.09153828979682965,0.0043458578542326844,0.08085106382978724,0.04418288818469896,0.08777727478497058,0.03377093707559982,0.092077863286555,0.6530343007915568,0.021050820236319833,0.27681541814844557
Orange Surrounds,0,0,11830,1879,840,5467,2352,3471,3169,55,936,88,1007,553,897,310,994,5935,140,2678,0.200640683395622,0.08969567538707955,0.5837693539775761,0.39656044511886696,0.5852301466868993,0.2780556286742125,0.004825831359129596,0.08212687549355094,0.007874015748031496,0.09010379384395133,0.04948103078024338,0.08026127415891196,0.02773801002147459,0.08894058697208304,0.6337426588360918,0.014949279231179925,0.28595835557928456
Grafton,0,0,19255,1659,1110,10547,1780,5291,4752,108,2755,127,3089,1383,1553,373,661,7192,535,6754,0.10618279569892473,0.07104454685099847,0.6750512032770097,0.24746281106631446,0.7355762546920618,0.2550177095631641,0.005795857035526457,0.1478480197488462,0.00695623596428767,0.16919537711562688,0.07575176644574684,0.08506326340581695,0.02043051980062442,0.03620529112121378,0.4603174603174603,0.034242191500256015,0.43228366615463387
Grafton Surrounds,0,0,16875,1480,1067,8800,1765,4324,4150,147,1558,152,2190,998,1216,332,596,6226,411,6686,0.10272071071626875,0.07405607995558024,0.6107717934480844,0.2837620578778135,0.6951768488745981,0.2605474635861376,0.009229030637870417,0.0978151682571572,0.009764872157265837,0.14069125016060646,0.06411409482204805,0.07811897725812669,0.02132853655402801,0.0382885776692792,0.4321210438645197,0.028525818989450304,0.4640477512493059
