sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,male,female,australia,overseas,english,non_english,couple_no_children,couple_with_children,one_parent,other_family,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_male,prop_female,prop_australia,prop_overseas,prop_english,prop_non_english,prop_couple_no_children,prop_couple_with_children,prop_one_parent,prop_other_family
Kingsgrove - North,0,1,6261,791,805,622,755,922,818,1596,1377,1740,1544,3093,3167,3621,2358,2537,3446,530,851,311,15,0.12633764574349146,0.12857371026992492,0.09934515253154448,0.12058776553266251,0.147260820955119,0.13065005590161316,0.2549113560134164,0.219932918064207,0.27791087685673216,0.24660597348666347,0.4940105414470532,0.5058297396582015,0.5783421178725443,0.3766171538092956,0.4052068359686951,0.5503913112921258,0.09344146685472496,0.15003526093088856,0.054830747531734836,0.002644569816643159
Narwee - Beverly Hills,0,1,13791,1466,1463,1867,1963,1744,1794,2929,3830,3538,3499,6743,7047,6574,6632,5107,8009,1166,1813,641,81,0.10630121093466753,0.10608367776085853,0.13537814516713798,0.14233920672902617,0.12645928504096876,0.13008483793778552,0.21238488869552608,0.27771735189616414,0.2565441229787543,0.2537161917192372,0.4889420636647089,0.5109854252773548,0.4766876948734682,0.48089333623377567,0.3703139728808643,0.5807410630121094,0.09678758197061509,0.1504938988959907,0.05320826761849423,0.006723665642898647
Oatley - Hurstville Grove,0,1,12594,1354,1565,1460,1390,1752,1756,2919,2850,3508,3318,6208,6387,8251,4040,7650,4569,1211,1912,417,41,0.10751151341908846,0.12426552326504685,0.11592821978720025,0.11037001746863585,0.1391138637446403,0.13943147530570113,0.2317770366841353,0.22629823725583612,0.27854533905034146,0.26345878989995236,0.4929331427663967,0.5071462601238685,0.6551532475782118,0.3207876766714308,0.6074321105288233,0.36279180562172464,0.10569034735555943,0.1668703089544423,0.036393786001047305,0.003578285913772037
Peakhurst - Lugarno,0,1,20220,2311,2557,2216,2371,2649,2661,4868,4587,5310,5446,9863,10365,13856,5652,12446,6784,1821,2868,797,67,0.11429277942631058,0.12645895153313552,0.1095944609297725,0.11726013847675569,0.13100890207715132,0.13160237388724036,0.2407517309594461,0.2268545994065282,0.2626112759643917,0.2693372898120673,0.487784371909001,0.5126112759643917,0.6852621167161227,0.2795252225519288,0.6155291790306627,0.3355093966369931,0.1,0.15749588138385504,0.04376716090060406,0.0036792970895112576
Riverwood,0,1,11606,1167,1133,1691,1783,1360,1468,2300,3474,2828,3006,5768,5836,4384,6455,3545,7207,997,1240,679,73,0.10055143891090815,0.0976219196967086,0.145700499741513,0.1536274340858177,0.11718076856798208,0.12648630018955712,0.19817335860761676,0.2993279338273307,0.2436670687575392,0.25900396346717214,0.4969843184559711,0.5028433568843702,0.3777356539720834,0.5561778390487678,0.305445459245218,0.6209719110804757,0.10438697518584442,0.1298293372421736,0.07109203224793216,0.007643178724740865
South Hurstville - Blakehurst,0,1,25259,2486,2763,4542,3406,3022,3291,5249,7948,6313,5762,12478,12781,12136,12124,9506,14556,2353,3273,899,169,0.09842036501840928,0.10938675323647017,0.17981709489686845,0.13484302624806999,0.11964052416960291,0.13029019359436242,0.20780711825487944,0.31466012114493846,0.24993071776396533,0.22811671087533156,0.49400213785185476,0.5059978621481452,0.48046240943822005,0.4799873312482679,0.37634110614038563,0.5762698444118928,0.10551096363391776,0.1467647190708937,0.04031209362808843,0.007578135509618403
Hurstville - Central,0,1,12046,1160,784,3427,2623,1213,982,1944,6050,2195,1855,6044,6002,2681,8849,1753,9649,1420,1144,522,120,0.09629752614975925,0.06508384525983729,0.28449277768553877,0.21774863025070562,0.10069732691349825,0.0815208367922962,0.16138137140959655,0.5022414079362444,0.18221816370579447,0.153993026730865,0.5017433172837457,0.49825668271625434,0.2225635065581936,0.7346006973269135,0.1455254856383862,0.8010127843267475,0.141012909632572,0.11360476663356504,0.05183714001986097,0.011916583912611719
Hurstville - North,0,1,12109,1091,1344,1920,1632,1408,1696,2435,3552,3104,3024,6007,6109,4758,6954,3076,8401,1044,1628,528,81,0.09009827401106615,0.11099182426294492,0.15855974894706418,0.13477578660500455,0.11627714922784706,0.1400611115699067,0.20109009827401106,0.2933355355520687,0.25633826079775374,0.24973160459162605,0.4960772978776117,0.5045007845404245,0.39293087785944336,0.574283590717648,0.25402593112560906,0.6937814848459823,0.0956832554302997,0.14920722206947118,0.04839153148199065,0.0074237008523508384
Mortdale - Oatley,0,1,14715,1788,1686,1819,2090,2090,1857,3474,3909,3947,3400,7168,7548,9336,4960,8893,5289,1391,2046,511,63,0.12150866462793068,0.1145769622833843,0.1236153584777438,0.14203194019707782,0.14203194019707782,0.12619775739041794,0.236085626911315,0.2656472986748216,0.26822969758749576,0.2310567448182127,0.4871219843696908,0.5129459734964322,0.6344546381243629,0.33707101597009853,0.6043493034318722,0.35942915392456676,0.10723922596561561,0.15773648909104926,0.03939557474365893,0.004856988667026443
Penshurst,0,1,9528,1021,809,1658,1643,1197,1120,1830,3301,2317,2080,4635,4899,4076,4949,3556,5302,935,1108,432,79,0.10715785054575987,0.08490764063811923,0.17401343408900083,0.17243912678421494,0.12562972292191435,0.11754827875734676,0.19206549118387908,0.3464525608732158,0.24317800167926112,0.218303946263644,0.4864609571788413,0.514168765743073,0.427791771620487,0.519416456759026,0.373215785054576,0.5564651553316541,0.11688961120140018,0.13851731466433304,0.054006750843855485,0.009876234529316165
Kingsgrove (South) - Bardwell Park,0,1,12973,1424,1532,1501,1669,1816,1725,2956,3170,3541,3321,6342,6630,7504,5046,5663,6829,1115,1809,597,63,0.10976643798658753,0.11809142064287366,0.11570184228782857,0.1286518153087181,0.13998304170199646,0.13296847298234796,0.2278578586294612,0.24435365759654668,0.2729515146843444,0.2559932166807986,0.4888614815385801,0.5110614352886765,0.5784321282663994,0.38896168966314654,0.43652200724581824,0.5264009866646111,0.09594699251355306,0.15566646588073316,0.0513725152740728,0.005421220204801652
Kogarah,0,1,13051,1481,1024,2295,2854,1683,1260,2505,5149,2943,2448,6458,6599,4978,7362,4220,7772,1288,1535,445,101,0.11347789441422114,0.0784614205807984,0.175848593977473,0.21868056087656118,0.1289556355834802,0.09654432610527929,0.19193931499501954,0.39452915485403417,0.2254999616887595,0.18757183357597118,0.4948279825300743,0.5056317523561413,0.38142671059688915,0.5640947053865604,0.3233468699716497,0.5955099226112942,0.11811095827602018,0.14076111875286565,0.040806969280146724,0.009261806510774875
Kogarah Bay - Carlton - Allawah,0,1,16200,1652,1688,2491,2540,2067,2104,3340,5031,4171,3662,8042,8158,7659,7870,6182,9149,1493,2120,674,105,0.1019753086419753,0.10419753086419753,0.15376543209876542,0.15679012345679014,0.1275925925925926,0.12987654320987654,0.20617283950617285,0.31055555555555553,0.25746913580246916,0.22604938271604938,0.4964197530864198,0.5035802469135803,0.4727777777777778,0.4858024691358025,0.38160493827160497,0.5647530864197531,0.10566919102555028,0.15004600467124354,0.04770330525868781,0.00743152381626442
Monterey - Brighton-le-Sands - Kyeemagh,0,1,13896,1396,1276,1498,1956,2033,2015,2672,3454,4048,3719,6745,7151,7450,5628,6303,6668,1396,1560,694,76,0.10046056419113414,0.09182498560736903,0.10780080598733449,0.14075993091537134,0.14630109383995393,0.1450057570523892,0.19228554979850315,0.2485607369027058,0.2913068508923431,0.2676309729418538,0.48539147956246403,0.514608520437536,0.536125503742084,0.40500863557858374,0.4535837651122625,0.4798503166378814,0.12270370044827283,0.13711874835193813,0.06100026368990068,0.006680144150479037
Rockdale - Banksia,0,1,19853,2011,1529,4000,4192,2390,2031,3540,8192,4421,3715,10181,9663,7380,11427,6208,12285,2014,2158,743,149,0.10129451468291946,0.07701606810053896,0.20148088450108295,0.21115196695713495,0.12038482848939706,0.10230191910542487,0.17831058278345843,0.4126328514582179,0.22268674759482193,0.1871253714803808,0.5128192212763814,0.48672744673349116,0.37173223190449806,0.5755805167984688,0.31269833274568076,0.618798166523951,0.1204185351270553,0.12902840059790732,0.044424514200298956,0.00890881913303438
Sans Souci - Ramsgate,0,1,16659,1806,1720,1576,2111,2226,2388,3526,3687,4614,4844,7909,8746,10615,5157,9484,6152,1718,2008,744,69,0.10840986853952818,0.10324749384716969,0.09460351761810433,0.12671829041359026,0.13362146587430218,0.14334593913200072,0.21165736238669788,0.22132180803169457,0.2769674050063029,0.29077375592772675,0.47475838885887506,0.5250015006903176,0.6371931088300619,0.3095623987034036,0.5693018788642775,0.3692898733417372,0.12303065024348324,0.14379833858493268,0.05327986250358063,0.004941277570896591
Arncliffe - Bardwell Valley,0,1,16579,1857,1626,2979,3452,2052,1753,3483,6431,3805,2860,8401,8179,7822,7594,6322,8859,1619,1870,638,106,0.11200916822486277,0.09807587912419326,0.17968514385668616,0.20821521201519996,0.12377103564750588,0.1057361722661198,0.21008504734905603,0.3879003558718861,0.22950720791362567,0.17250738886543218,0.5067253754749985,0.4933349417938356,0.47180167682007357,0.45804933952590626,0.3813257735689728,0.5343506846010012,0.11382971243760107,0.131477184841454,0.0448569218870843,0.0074527174295155735
Bexley - North,0,1,10145,1277,1300,1187,1359,1309,1246,2577,2546,2555,2472,4988,5157,5774,3996,4147,5282,757,1445,433,37,0.12587481517989157,0.12814194184327254,0.11700344997535732,0.13395761458846722,0.12902907836372599,0.122819122720552,0.2540167570231641,0.25096106456382455,0.25184820108427797,0.2436668309512075,0.4916707737801873,0.5083292262198127,0.5691473632331198,0.39388861508132084,0.40877279448003945,0.5206505667816659,0.08164365832614323,0.1558455565142364,0.04669974115616911,0.003990509059534081
Bexley - South,0,1,15831,1753,1485,2505,2613,2054,1853,3238,5118,3907,3564,7909,7924,6876,8302,5140,9769,1455,2007,640,92,0.11073210788958372,0.0938032973280273,0.1582338449876824,0.16505590297517528,0.12974543616954076,0.11704882824837344,0.20453540521761102,0.3232897479628577,0.24679426441791422,0.2251279135872655,0.49958941317667865,0.5005369212304971,0.4343376918703809,0.5244141241867223,0.32467942644179143,0.6170804118501674,0.1052898183660178,0.14523482162240395,0.04631304725378103,0.006657500542731023
Wolli Creek,0,1,10731,753,268,3919,3759,978,478,1021,7678,1456,572,5464,5265,2493,7616,2788,7178,1795,656,177,132,0.07017053396701146,0.024974373310968224,0.3652036156928525,0.350293542074364,0.0911378249930109,0.04454384493523437,0.09514490727797968,0.7154971577672165,0.13568166992824526,0.05330351318609636,0.509179014071382,0.49063461000838693,0.2323175845680738,0.7097195042400521,0.25980803280216197,0.66890317770944,0.21925003053621595,0.08012703065836081,0.021619640894100404,0.016123122022718945
Concord - Mortlake - Cabarita,0,1,23113,2331,2612,2438,2988,3246,3262,4943,5426,6508,6235,11051,12061,14232,8149,13942,8382,2818,3004,851,87,0.10085233418422533,0.1130099943754597,0.10548176350971315,0.12927789555661315,0.1404404447713408,0.14113269588543245,0.21386232855968504,0.23475965906632631,0.28157314065677325,0.2697616060225847,0.47812919136416737,0.5218275429412019,0.6157573659845109,0.35257214554579674,0.6032103145416,0.3626530523947562,0.13762453604219574,0.14670834147294393,0.04156085172885329,0.004248876733737058
Drummoyne - Rodd Point,0,1,18366,1986,1988,1885,2621,2724,2564,3974,4506,5288,4593,8738,9623,12493,5162,13288,4311,2103,2285,643,90,0.10813459653707938,0.10824349341173908,0.10263530436676467,0.14270935424153328,0.14831754328650767,0.1396057933137319,0.21637808994881846,0.24534465860829793,0.28792333660023955,0.2500816726559948,0.47577044538821733,0.5239573124251334,0.680224327561799,0.28106283349667865,0.7235108352390286,0.23472721332897745,0.1333629272623502,0.14490455957892068,0.04077620648107046,0.005707400596106285
Five Dock - Abbotsford,0,1,20933,2387,2118,1919,3151,3178,2881,4505,5070,6059,5302,9853,11077,13415,6760,13634,6334,2320,2674,849,98,0.11403047819232791,0.10117995509482636,0.09167343429035495,0.15052787464768547,0.15181770410356854,0.13762958008885492,0.21521043328715425,0.24220130893804043,0.28944728419242344,0.25328428796636887,0.47069220847465726,0.5291644771413557,0.6408541537285626,0.3229350785840539,0.651316103759614,0.30258443605789903,0.12994286994511034,0.14977035958328666,0.047552369216982186,0.005488966058026213
Concord West - North Strathfield,0,1,12842,1445,1529,1886,2068,1820,1633,2974,3954,3453,2469,6408,6432,6690,5532,6422,5712,1113,1779,446,61,0.11252141410995171,0.11906245133156829,0.14686185952343872,0.16103410683694128,0.1417224731350257,0.12716087836785547,0.23158386544152001,0.30789596636038,0.2688833515028812,0.19225977262108707,0.4989876966204641,0.5008565643980688,0.5209468930073198,0.4307740227378913,0.5000778694907335,0.4447905310699268,0.09810489202291758,0.15680916703393566,0.039312472454825914,0.005376817981489643
Rhodes,0,1,11453,1206,390,2916,3960,1194,692,1596,6876,1886,1096,5536,5923,2697,8276,2404,8422,1836,1067,317,99,0.1052999214179691,0.0340522133938706,0.2546057801449402,0.34576093599930147,0.10425216100585,0.06042085043220117,0.1393521348118397,0.6003667161442416,0.16467301143805116,0.09569545097354405,0.48336680345760935,0.5171570767484502,0.2354841526237667,0.7226054308914694,0.20990133589452545,0.7353531825722518,0.19898125067735992,0.11563888587840035,0.034355695242223906,0.01072938116397529
Balmain,0,1,15579,1743,1584,1323,2246,2572,2398,3327,3569,4970,3718,7522,8057,10280,4696,13162,1754,1931,1825,498,49,0.11188137877912574,0.10167533217793183,0.08492201039861352,0.14416843186340586,0.16509403684447013,0.1539251556582579,0.21355671095705758,0.22909044226201938,0.31901919250272803,0.23865459913986778,0.4828294499005071,0.5171705500994929,0.6598626355992041,0.3014314140830605,0.8448552538673856,0.11258745747480582,0.1502022401991288,0.14195706285003112,0.03873677660236465,0.0038114499066583696
Lilyfield - Rozelle,0,1,13824,1719,1369,1350,2269,2444,2010,3088,3619,4454,2665,6593,7229,9293,3972,11173,2050,1536,1704,469,55,0.12434895833333333,0.0990306712962963,0.09765625,0.16413483796296297,0.17679398148148148,0.14539930555555555,0.22337962962962962,0.26179108796296297,0.32219328703703703,0.1927806712962963,0.4769241898148148,0.5229311342592593,0.6722366898148148,0.2873263888888889,0.8082320601851852,0.14829282407407407,0.13265394248207962,0.14716296744105709,0.04050436134381207,0.004749978409189049
Annandale (NSW),0,1,9464,1039,880,1324,1657,1536,1245,1919,2981,2781,1776,4521,4935,6531,2439,7659,1281,1018,1061,275,39,0.10978444632290786,0.09298393913778528,0.13989856297548606,0.17508453085376163,0.16229923922231615,0.13155114116652578,0.20276838546069315,0.31498309382924766,0.2938503803888419,0.18765849535080303,0.4777049873203719,0.5214497041420119,0.6900887573964497,0.2577134404057481,0.8092772612003382,0.13535502958579881,0.13186528497409328,0.13743523316062176,0.03562176165803109,0.005051813471502591
Leichhardt,0,1,17532,2336,1803,2173,3079,3010,2158,4139,5252,5168,2981,8364,9164,11885,5042,13532,3304,1792,2178,668,80,0.13324207164042892,0.10284052019164955,0.12394478667579284,0.17562172028291126,0.17168605977640886,0.12308920830481405,0.2360825918320785,0.29956650695870407,0.2947752680812229,0.17003194159251653,0.47707049965776865,0.5227013461099703,0.6779032626055214,0.28758840976500116,0.7718457677389916,0.18845539584759297,0.12053541400417031,0.14649895742247931,0.0449317279881617,0.005381045268043318
Canterbury (North) - Ashbury,0,1,11999,1191,1215,1808,2193,1636,1541,2406,4001,3177,2416,5916,6076,6532,5064,6338,5159,1299,1475,497,74,0.09925827152262688,0.1012584382031836,0.15067922326860572,0.18276523043586965,0.1363446953912826,0.12842736894741227,0.20051670972581048,0.3334444537044754,0.2647720643386949,0.2013501125093758,0.4930410867572298,0.5063755312942745,0.5443786982248521,0.42203516959746645,0.5282106842236853,0.4299524960413368,0.12607978258759583,0.14316218577113463,0.048238377171697565,0.007182374065806076
Croydon Park - Enfield,0,1,17434,1877,2028,2100,2317,2377,2414,3905,4417,4791,4318,8340,9095,9821,6778,8850,7696,1429,2328,755,96,0.10766318687621888,0.11632442354020879,0.12045428473098543,0.13290122748652058,0.13634277847883447,0.13846506825742802,0.22398761041642767,0.253355512217506,0.27480784673626246,0.24767695308018814,0.4783755879316279,0.5216817712515773,0.5633245382585752,0.3887805437650568,0.5076287713662957,0.441436273947459,0.09448558582385612,0.15392753239883628,0.04992065591113462,0.006347527109230362
Dulwich Hill - Lewisham,0,1,17948,1681,1587,2906,3711,2691,2211,3268,6617,4902,3156,8556,9393,11326,5707,12283,4725,1992,1788,724,91,0.09365946066414085,0.08842210831290394,0.16191219077334523,0.20676398484510808,0.14993314018275017,0.12318921328281703,0.1820815689770448,0.3686761756184533,0.2731223534655672,0.1758413193670604,0.47671049699130824,0.5233452195230667,0.6310452418096724,0.31797414753733005,0.6843659460664141,0.26326053042121683,0.14000562271577172,0.12566769749789147,0.05088557773404554,0.006395839190328929
Haberfield - Summer Hill,0,1,13520,1272,1471,1854,2065,1922,1890,2743,3919,3812,3044,6530,6992,9034,4084,9505,3522,1366,1660,478,63,0.0940828402366864,0.10880177514792899,0.1371301775147929,0.15273668639053253,0.14215976331360947,0.13979289940828402,0.20288461538461539,0.28986686390532546,0.2819526627218935,0.22514792899408284,0.48298816568047337,0.5171597633136095,0.6681952662721894,0.30207100591715974,0.7030325443786982,0.26050295857988165,0.11898954703832752,0.1445993031358885,0.041637630662020905,0.00548780487804878
