sa2,in_wslhd,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Castle Cove - Northbridge,0,13446,5736,964,3275,4204,1901,3598,72,741,78,455,314,644,179,2490,6245,254,3992,0.5317511819783072,0.08936683044405302,0.303606192639288,0.6728553137003841,0.3042573623559539,0.2739454850007614,0.00548195523069895,0.056418455915943355,0.0059742647058823525,0.03484987745098039,0.024050245098039217,0.04932598039215686,0.01371017156862745,0.19071691176470587,0.5789376100862149,0.023546861963474552,0.37007509038657643
Castle Hill - Central,1,7679,2697,619,2275,1898,1731,2028,71,520,51,441,297,560,225,952,3682,177,2035,0.44571145265245415,0.10229714096843497,0.37597091389852916,0.5147816653105506,0.4694873881204231,0.2694300518134715,0.009432708914574199,0.0690846286701209,0.006807261078483716,0.058862786972770954,0.03964228510411105,0.07474639615589963,0.0300320341697811,0.12706887346502937,0.6084944637250042,0.029251363411006447,0.3363080482564865
Castle Hill - East,0,5667,1887,450,1683,1230,902,1209,69,535,35,515,173,242,86,655,2155,94,2188,0.3870769230769231,0.09230769230769231,0.34523076923076923,0.5718270571827058,0.4193398419339842,0.22322747415066468,0.012740029542097488,0.09878138847858198,0.006506785647889942,0.09574270310466629,0.03216211191671314,0.044989775051124746,0.01598810187767243,0.12176984569622606,0.442051282051282,0.019282051282051283,0.44882051282051283
Castle Hill - North,1,12190,4131,996,3974,3212,2539,3168,183,521,73,606,341,700,274,1687,5831,269,3558,0.41714631929718266,0.1005755831566192,0.40129253761486416,0.5512270465076369,0.43573022138321604,0.26437453058499544,0.015271634815989319,0.043478260869565216,0.00612621685129238,0.05085599194360524,0.02861698556562605,0.058744545149378984,0.022994293387042633,0.14157435381000336,0.5888114712713319,0.027163485812380088,0.35928506513177827
Castle Hill - South,1,10409,3736,867,3135,2725,2280,2766,129,557,63,498,375,716,281,1354,5089,257,2808,0.4466228332337119,0.10364614465032874,0.3747758517632995,0.5357845064883995,0.4482894219425875,0.2710967362540429,0.012643340194060571,0.05459178672939331,0.006219765031098825,0.04916576167440024,0.03702241089939777,0.07068812321058347,0.02774212656728206,0.1336755849540922,0.6083682008368201,0.030723251643753734,0.33568439928272564
Castle Hill - West,1,5182,1891,471,1588,1510,1177,1322,78,151,19,168,102,233,104,825,2725,109,1290,0.44980970504281637,0.11203615604186488,0.37773549000951473,0.5539251650770359,0.4317681584739545,0.25699844479004663,0.015163297045101089,0.029354587869362365,0.0037065938353492,0.03277409285992977,0.019898556379243076,0.045454545454545456,0.020288724151385096,0.1609442060085837,0.6481921979067554,0.025927687916270217,0.30685061845861084
Casula,0,16580,2757,1268,7297,2040,4092,3826,223,936,123,1228,705,1129,398,1079,6273,513,5500,0.21077981651376146,0.09694189602446483,0.5578746177370031,0.32567049808429116,0.6532567049808429,0.23492570305784108,0.013692742232592411,0.05747267591796635,0.007635009310986964,0.07622594661700807,0.043761638733705775,0.07008069522036002,0.024705152079453757,0.06697703289882061,0.47958715596330276,0.039220183486238534,0.42048929663608564
Cecil Hills,0,6907,1153,567,3303,1021,2029,1557,139,169,27,314,192,373,188,648,3075,172,2235,0.20274309829435555,0.09970107262176894,0.5807983119395111,0.3314935064935065,0.6587662337662338,0.22713347921225382,0.020277169948942377,0.024653537563822027,0.0039624302905782215,0.04608159671265043,0.02817728206633402,0.054740240680950986,0.027590255356618725,0.09509832697387731,0.5407068753296993,0.03024441709161245,0.3930015825567083
Centennial Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cessnock,0,23494,1341,1199,13067,1622,6889,5510,181,2576,135,3038,1335,1763,502,995,8675,605,8903,0.06985830381329444,0.06246092936028339,0.6807147322358825,0.18701717975325724,0.7943041623429032,0.24282755277422766,0.00797673086245648,0.11352518619717068,0.006036757143495953,0.13584939408844968,0.05969682064123776,0.078835576622099,0.022447793229888654,0.04449313598354425,0.4519170660554282,0.031516982704730155,0.46379454052927693
Cessnock Surrounds,0,9133,1137,640,4739,1183,2899,2313,133,662,74,746,426,722,271,720,4188,191,2604,0.1540650406504065,0.08672086720867209,0.6421409214092141,0.2834890965732087,0.6947040498442367,0.26715176715176714,0.015361515361515362,0.07646107646107646,0.008673230192217534,0.0874355368026254,0.04992967651195499,0.08462259728082513,0.03176277543366151,0.08438818565400844,0.567479674796748,0.025880758807588077,0.35284552845528455
Charlestown - Dudley,0,25255,5174,2000,11364,4717,7656,6715,149,2782,121,2460,1349,2078,761,2331,12516,544,6502,0.25501503277638127,0.09857558282813347,0.5601064616294544,0.37675718849840256,0.6115015974440895,0.27187335519656664,0.006032632900117413,0.11263613911494393,0.004944022227670181,0.100514832066683,0.05511971888534772,0.08490643131486475,0.031094222440140557,0.09524393233635695,0.6168859973384593,0.026812558529252305,0.3204692197742619
Chatswood (West) - Lane Cove North,0,21284,9510,1669,4794,6981,4376,5557,129,2597,140,1235,868,1913,510,3293,11526,517,4743,0.5439881020478207,0.09546962590092667,0.2742249170575449,0.6056215841068795,0.37963043289667736,0.2707429963459196,0.006285018270401949,0.12652862362971987,0.006904714933912014,0.060909449595580985,0.04280923259025449,0.09434799763266917,0.025152890116393767,0.1624087591240876,0.6593067154787782,0.02957327536895092,0.2713076307058689
Chatswood - East,0,19609,8479,1508,4800,5183,3742,4988,149,2160,323,1358,836,1647,428,2386,9128,546,5914,0.5200883273017236,0.0924983131938907,0.2944243390786972,0.5671298829193566,0.4094539884013568,0.26825857803592557,0.008013337635796494,0.11616650532429816,0.017571537373517573,0.07387661843107388,0.04547927320204548,0.0895985202915896,0.023283647046023283,0.1298008921771298,0.5598969514813225,0.033490768570201807,0.3627553211065448
Cherrybrook,0,19082,7572,1545,5221,5252,3839,4983,247,710,64,849,571,978,423,2758,9245,438,5354,0.48628861344807656,0.09922291439213923,0.3353028064992615,0.5680908599242834,0.41525148729042727,0.26393008474576274,0.013082627118644068,0.03760593220338983,0.0034019029394567585,0.04512836868123107,0.030351352787965767,0.05198532929357359,0.022484452240472012,0.14660075479721468,0.5937319375762635,0.0281292145655385,0.3438443259906236
Chester Hill - Sefton,0,20821,2628,1243,9185,1787,4104,4134,289,1362,177,1810,864,1256,378,913,6074,513,8242,0.16129626219849014,0.07629043147363898,0.5637390290308721,0.2950792602377807,0.6776750330250991,0.20247832688445902,0.014154870940882597,0.06670911495322525,0.008862407370318445,0.09062687762868016,0.04326056479070699,0.0628880432605648,0.01892649709593431,0.04571399959943921,0.37279813416804763,0.031485914196280614,0.5058614128766955
Chippendale,0,7804,4136,615,1919,2437,1796,1411,8,2324,398,814,525,909,208,795,4305,436,2127,0.5495615200637789,0.08171671538665957,0.25498272654796705,0.5658230787090782,0.4169955885767355,0.20088268792710706,0.0011389521640091116,0.3308656036446469,0.05898918037646361,0.12064621313176227,0.07781236104935527,0.1347265451311694,0.030828516377649325,0.11783014673188083,0.572017007706617,0.05793250066436354,0.28262024980069095
Chipping Norton - Moorebank,0,20819,3667,1697,9048,3344,5403,5114,250,1108,121,1237,832,1478,628,1823,8931,437,6056,0.2268481286730591,0.10497989483451903,0.5597278069904114,0.37425853385562396,0.6047006155567991,0.24902610050642773,0.012173743669653292,0.05395403194390339,0.005956190007383707,0.060890967265567315,0.040954959389613584,0.0727541225695299,0.030913118385429487,0.08973664779719419,0.5524899474172595,0.027033714815960407,0.37463656047015154
Chittaway Bay - Tumbi Umbi,0,16010,2043,1274,8278,2204,5292,4205,177,1322,87,1409,798,1367,495,1248,7601,290,4553,0.15816366029263762,0.09862971278160564,0.6408608810095223,0.28996184712537826,0.696224181028812,0.266984126984127,0.011238095238095238,0.08393650793650793,0.005575136174303108,0.09029157321371355,0.051137455943607815,0.08760012816404998,0.031720602371034926,0.0799743671900032,0.5884493303398622,0.02245103352171557,0.3524812262909344
Chullora,0,1467,455,106,424,292,310,348,15,73,9,68,55,107,29,154,627,38,367,0.4069767441860465,0.09481216457960644,0.37924865831842575,0.46645367412140576,0.4952076677316294,0.24200278164116829,0.01043115438108484,0.050764951321279554,0.006351446718419196,0.04798870853916726,0.03881439661256175,0.07551164431898377,0.020465772759350742,0.1086803105151729,0.5608228980322003,0.03398926654740608,0.3282647584973166
Claymore - Eagle Vale - Raby,0,20241,2397,1489,10024,2085,6404,4921,269,1142,112,1406,997,1636,564,1244,8687,539,5634,0.15255855397148677,0.0947683299389002,0.6379837067209776,0.23973784063470163,0.7363458663907094,0.24650603616690878,0.013474928617943195,0.05720583078695587,0.005687300055857411,0.07139592748692429,0.050627126390087845,0.08307520438734575,0.028639618138424822,0.06316965419184482,0.5528895112016293,0.03430498981670061,0.3585794297352342
Cobar,0,4137,311,163,2134,494,1326,908,17,513,39,399,186,345,94,330,1854,66,857,0.09438543247344461,0.04946889226100152,0.6476479514415782,0.26544868350349277,0.7125201504567437,0.25264329437952143,0.0047301057317751805,0.14273789649415694,0.011631374888159856,0.11899791231732777,0.055472711005070084,0.10289293170295258,0.028034595884282733,0.09841932597673725,0.5626707132018209,0.020030349013657057,0.2600910470409712
Cobbitty - Bringelly,0,4768,688,420,2233,823,1480,1244,57,249,27,270,166,365,151,482,2350,54,1136,0.1839572192513369,0.11229946524064172,0.5970588235294118,0.34799154334038057,0.6257928118393234,0.26468085106382977,0.012127659574468085,0.05297872340425532,0.005803955288048152,0.058039552880481515,0.03568357695614789,0.07846087704213242,0.0324591573516767,0.10361134995700774,0.6283422459893048,0.014438502673796792,0.3037433155080214
Coffs Harbour - North,0,18099,2293,1409,9200,2178,5204,4457,124,2574,105,2652,1294,1492,422,814,7523,485,5958,0.1532549124448603,0.0941719021521187,0.6148910573452747,0.28958915037893895,0.6919292647254355,0.25459842339769223,0.007083285730606649,0.147035302182109,0.006108557798592123,0.15428471697015533,0.07528070277503054,0.08679969748094711,0.024550584676246438,0.04735586712432369,0.5028071113487501,0.032415452479615026,0.39820879561555944
Coffs Harbour - South,0,11306,1564,783,5462,1377,3079,2573,67,1658,77,1616,760,913,200,502,4535,275,3735,0.16404447241451647,0.08212712397734424,0.5728970002097755,0.30337078651685395,0.6783432474113241,0.23961631588750232,0.006239523188675731,0.15440491711678153,0.007347328244274809,0.15419847328244274,0.07251908396946564,0.08711832061068703,0.019083969465648856,0.047900763358778624,0.47566603734004614,0.028844136773652194,0.39175582127123976
Collaroy - Collaroy Plateau,0,13979,3735,1388,5301,3442,3875,3574,131,1170,56,712,522,936,363,2012,7423,223,3424,0.325405122843701,0.12092699076494162,0.46184004181913224,0.4631947248015072,0.5214641367245324,0.2614866842259292,0.00958443078724027,0.08560140474100088,0.004138338752586462,0.05261602128288501,0.03857522908660952,0.06916937629323086,0.026825302985515814,0.14868459946792786,0.6467154556542952,0.019428471859208922,0.29830981007144103
Colyton - Oxley Park,0,13032,1342,727,6597,1092,3915,3101,135,1035,93,1072,761,1157,323,599,5138,354,3746,0.13366533864541832,0.07241035856573705,0.6570717131474103,0.21232743534901807,0.7612288547540346,0.2419442927362097,0.01053288601076695,0.08075212608254662,0.007421002234280242,0.08554101500159592,0.06072454516437919,0.09232365145228216,0.025774018512607723,0.0477976380466007,0.5117529880478088,0.035258964143426295,0.37310756972111553
Concord - Mortlake - Cabarita,0,23112,7223,2203,8083,6104,5094,6346,201,2108,210,1497,929,1726,600,3332,11430,435,6894,0.3719744566896694,0.11345143681120609,0.4162632608919559,0.5339865278628292,0.4456303035604934,0.2836708238344285,0.008984846452997184,0.09422913593491573,0.009476106673886557,0.06755110328956275,0.041920490952574344,0.07788457199584856,0.027074590496818735,0.15035422589233338,0.5886291070141106,0.02240189514883098,0.3550314141518179
Concord West - North Strathfield,0,12850,4407,1027,4082,3190,3165,3204,98,1104,86,738,480,915,333,1637,6455,324,3258,0.4150499152382746,0.09672254661894895,0.3844415144094933,0.4937316204921839,0.4898622504256307,0.25642256902761107,0.00784313725490196,0.08835534213685474,0.006957365908907046,0.059703907450853494,0.03883180972413235,0.0740231372866273,0.02693956799611682,0.1324326510800097,0.6079299303070258,0.030514221133923526,0.30683744584667544
Condell Park,0,12774,1723,841,5731,1287,2628,2666,196,556,95,883,521,807,237,671,4047,310,4688,0.17603187576624438,0.08592153657539844,0.5855128729055987,0.31856435643564357,0.6504950495049505,0.21194053581365768,0.015581524763494713,0.04420065188011766,0.007690439569335384,0.07148061199708573,0.04217598963814458,0.06532826034161741,0.019185622925605116,0.05431878895814782,0.4134654679199019,0.031671434409480996,0.47895382100531264
Condobolin,0,6373,531,296,3236,1078,1522,1505,28,757,58,838,332,504,125,249,2644,143,1631,0.10579796772265392,0.05897589161187487,0.6447499501892807,0.4066390041493776,0.5741229724632214,0.2566069906223359,0.004774083546462063,0.12907075873827792,0.010318448674613059,0.14908379291940935,0.05906422344778509,0.0896637608966376,0.022238035936666074,0.04429816758583882,0.526798166965531,0.028491731420601712,0.32496513249651326
Coogee - Clovelly,0,19514,9130,1467,4598,7681,4037,4959,45,3033,105,857,635,1596,496,3930,11936,397,3481,0.550497437443473,0.08845342176665662,0.27723846849562855,0.6434615062410991,0.33819217558850634,0.269130576359492,0.00244220123738196,0.16460436339954412,0.005789270551910459,0.04725147488559299,0.03501130286155373,0.08799691238903898,0.027347411369024646,0.21668412637150578,0.7196864636719927,0.02393729273439855,0.20988845342176665
Cooma,0,6768,965,478,3328,919,2068,1683,20,1032,49,931,401,619,152,458,3043,122,2157,0.1703141546064243,0.08436286621955524,0.5873632192022591,0.3011140235910878,0.6775884665792923,0.2666772302329266,0.00316906987799081,0.1635240057043258,0.00789813023855577,0.15006447453255964,0.06463571889103804,0.09977433913604127,0.024500322372662798,0.07382333978078659,0.5370631839039887,0.021531944934698198,0.3806918460995411
Cooma Surrounds,0,3472,537,260,1696,679,1008,898,23,353,30,372,186,272,98,279,1725,43,874,0.1834642979159549,0.08882815169115135,0.5794328664161257,0.39271255060728744,0.582995951417004,0.2939443535188216,0.0075286415711947625,0.11554828150572831,0.010228435049437436,0.1268325946130242,0.0634162973065121,0.09273781111489943,0.03341288782816229,0.09512444595976816,0.5893406217970618,0.014690809702767338,0.298599248377178
Coonabarabran,0,7914,677,434,4069,1130,1701,1832,42,1006,87,1194,492,570,124,261,2889,190,2518,0.10302845837772029,0.06604778572515599,0.6192360371328565,0.39140976792518184,0.5891929338413578,0.25133763204829196,0.005762107284949925,0.1380161887776101,0.012634330525704328,0.1733952948010456,0.07144931745570723,0.08277664827185593,0.018007551553877434,0.037902991577112986,0.43965910820270887,0.028914929234515295,0.3831989042763658
Coonamble,0,3923,324,164,1935,612,840,865,21,468,35,506,219,300,73,161,1501,104,1045,0.10602094240837696,0.05366492146596859,0.6331806282722513,0.40936454849498327,0.5618729096989966,0.23692139139961654,0.005751848808545604,0.12818405916187345,0.010095183155465821,0.14594750504759157,0.06316700317277185,0.08653014133256418,0.021055667724257283,0.046437842515142776,0.4911649214659686,0.034031413612565446,0.34195026178010474
Cootamundra,0,7705,694,532,4268,850,1948,2063,25,1081,70,1362,509,568,153,348,2858,143,3007,0.10813337488314116,0.08289186662511686,0.6650046743533811,0.29730675061210216,0.6813571178733823,0.2827576754385965,0.003426535087719298,0.14816337719298245,0.009786103732699567,0.1904096183419544,0.07115895428491542,0.0794072417167622,0.02138962673004334,0.048650915699706414,0.4453100654409473,0.022281084449984417,0.46852602056715487
Coramba - Nana Glen - Bucca,0,3954,541,304,1919,550,1264,1020,44,262,18,340,203,345,93,231,1858,77,1035,0.16843088418430885,0.09464508094645081,0.5974470734744707,0.2953813104189044,0.6788399570354458,0.2641802641802642,0.011396011396011397,0.06785806785806786,0.004764425622022234,0.08999470619375331,0.053732133403917415,0.09131815775542615,0.024616199047114876,0.06114346214928534,0.5784557907845579,0.023972602739726026,0.3222291407222914
Corowa,0,5600,465,351,3381,541,1785,1473,19,917,51,980,402,493,124,200,2366,89,2059,0.09713808230624608,0.07332358470858576,0.7062878629621893,0.22817376634331504,0.7528469000421762,0.2803044719314938,0.003615604186489058,0.17450047573739297,0.009876065065840434,0.18977536793183578,0.07784663051897754,0.09546862896979086,0.024012393493415957,0.038729666924864445,0.4942552747023188,0.018592020054313766,0.430123250470023
Corowa Surrounds,0,7269,608,428,4097,954,2063,1914,23,860,61,998,428,606,169,308,3088,98,2325,0.10029693170570769,0.07060376113493896,0.6758495546024414,0.3076426959045469,0.6652692679780716,0.28507596067917784,0.0034256776884122727,0.12809055704498062,0.00936876055905391,0.15327906619566886,0.06573491015205038,0.09307326063584703,0.02595607433573952,0.04730456151128859,0.5094028373474101,0.016166281755196306,0.383536786539096
Corrimal - Tarrawanna - Bellambi,0,16034,2786,1280,7780,2424,4564,4191,78,2264,83,2189,933,1286,452,1205,7083,381,5159,0.21040706895249603,0.09666943584321426,0.5875689147345367,0.3425664217071792,0.6449971735443754,0.2676757999616785,0.004981797279172255,0.14459985948776904,0.0053766923625056685,0.1418021636328302,0.06043920450864805,0.08330634190581071,0.029280300576536893,0.07805920839541362,0.5349293859980364,0.028774261762706744,0.389623140246205
Cowra,0,9284,785,531,5181,980,2610,2327,43,1385,55,1580,644,705,200,307,3659,235,3168,0.103086014445174,0.06973079448456992,0.6803676953381483,0.2663767328078282,0.7094319108453384,0.26231540976214635,0.004847255100890542,0.15612670499380002,0.006336405529953917,0.18202764976958524,0.07419354838709677,0.08122119815668202,0.02304147465437788,0.035368663594470044,0.48049901510177284,0.030860144451739988,0.41602101116217993
Cowra Surrounds,0,5720,579,403,3010,956,1393,1479,23,691,57,849,353,431,89,251,2396,86,1831,0.12012448132780083,0.08360995850622406,0.6244813278008299,0.3989983305509182,0.5813856427378965,0.28069842474852913,0.004365154678307079,0.13114442968305182,0.011247040252565114,0.1675217048145225,0.0696527229676401,0.08504340962904498,0.0175611681136543,0.04952644041041831,0.4970954356846473,0.01784232365145228,0.37987551867219915
Cranebrook - Castlereagh,0,17035,1944,1180,8793,2307,5914,4253,204,1006,66,1024,652,1414,559,1469,8372,339,3824,0.14797899063713177,0.08982263834969932,0.6693308974651747,0.27526548144612817,0.7056437179334208,0.25312462802047375,0.012141411736698013,0.05987382454469706,0.003976143141153081,0.06169046328092054,0.03927947466714862,0.08518585456955238,0.033676727513705644,0.08849930718717995,0.6372840070031209,0.025804978305549214,0.2910862449569917
Cremorne - Cammeray,0,18894,9003,1636,4016,7195,3280,5068,44,3284,127,1190,850,1737,382,3797,10630,362,4336,0.5677260688611426,0.1031655946525413,0.25324757220330435,0.677367727358313,0.3087930709847486,0.2847670955779064,0.002472326796651121,0.18452548182277911,0.007211401964681165,0.06757140423598887,0.04826528873999205,0.09863153710748963,0.02169098858667878,0.21560388393617624,0.6703241266237862,0.02282759490477992,0.27342666162189433
Cromer,0,8042,1723,784,3214,1712,2080,2013,86,587,49,532,269,462,180,1033,3860,130,2176,0.26905059337913806,0.12242348532167395,0.5018738288569644,0.44398340248962653,0.5394190871369294,0.2544236602628918,0.010869565217391304,0.07419110212335693,0.006246016571064372,0.06781389420012747,0.034289356277884,0.05889101338432123,0.022944550669216062,0.13167622689611216,0.6027482823235478,0.020299812617114305,0.33978763272954404
Cronulla - Kurnell - Bundeena,0,24370,6133,2521,9990,5830,7027,6449,134,3572,173,1908,1333,2433,743,3119,13078,426,6337,0.2941345738813486,0.12090547215960865,0.4791137115725864,0.44582090693584153,0.5373556626137493,0.27910499437375574,0.005799359473729767,0.15459188089673678,0.007603058802847851,0.0838533884152237,0.05858310626702997,0.10692625472444406,0.03265359936714424,0.13707480003515865,0.6272121241187473,0.020430674787779962,0.30391827730084886
Crows Nest - Waverton,0,17924,9658,1414,3399,7574,3374,4906,29,3446,107,1111,786,1948,444,3701,11094,360,3593,0.6207738783905387,0.0908857179586065,0.21847281141534902,0.6824038201639787,0.3039913505721236,0.2910881689806574,0.0017206597840275306,0.2044618488192714,0.006416022066318882,0.0666186964082269,0.04713077891707142,0.11680757930083348,0.026623493434070875,0.22192240810697367,0.7130736598534516,0.023139220979560355,0.23094228049877877
Croydon,0,10988,3647,854,3893,2525,2475,2604,164,951,90,738,449,757,254,1206,5126,287,3576,0.388309199318569,0.09092844974446337,0.41450170357751276,0.4931640625,0.4833984375,0.2430237984134391,0.015305646290247317,0.08875408306112925,0.008466603951081843,0.06942615239887112,0.04223894637817498,0.07121354656632173,0.02389463781749765,0.1134524929444967,0.5457836456558773,0.030557921635434412,0.3807495741056218
Croydon Park - Enfield,0,17431,4640,1439,6703,3570,4133,4262,170,1824,164,1561,781,1342,370,1716,7857,387,5516,0.31922944616443066,0.09900240798073616,0.46116271069831444,0.4543140748282006,0.5259608042758972,0.25063216700970303,0.009997059688326962,0.10726256983240223,0.009764229578471064,0.09293879495117885,0.04649916646820672,0.0798999761848059,0.022029054536794476,0.1021671826625387,0.5405572755417957,0.026625386996904025,0.3794977640178879
Culburra Beach,0,5100,652,392,2887,633,1321,1402,33,759,56,846,392,432,118,291,1973,119,2137,0.14697926059513075,0.08836789900811542,0.6508115419296664,0.3214829862874556,0.6708989334687658,0.3564708873633359,0.008390541571319604,0.19298245614035087,0.01447402429568364,0.21866115275264927,0.10131817006978547,0.11165675885241665,0.030498836908761952,0.07521323339364176,0.44477006311992784,0.026825969341749325,0.48174030658250677
Currans Hill,0,6456,760,521,3107,914,2341,1654,63,358,26,296,282,588,232,543,3318,102,1182,0.1593625498007968,0.10924722163975677,0.6514992660935206,0.2750526632560939,0.7044839000902798,0.2585586993903392,0.0098483664217602,0.055963732999843675,0.0040906230333543105,0.04657016991818754,0.04436752674638137,0.09251101321585903,0.03650094398993078,0.08543108873505349,0.6957433424197945,0.02138813168379115,0.2478507024533445
Dapto - Avondale,0,24197,2355,1693,13724,2440,7712,6518,173,2436,139,2926,1439,2100,679,1398,10341,526,8099,0.11904761904761904,0.08558285309877667,0.6937620058639167,0.23606811145510836,0.7461300309597523,0.27369305059836235,0.007264329204283015,0.10228847365106025,0.005900331097716275,0.12420409202818575,0.06108328381017064,0.08914169284319552,0.028822480685966552,0.059342898378470156,0.5227479526842584,0.026589829137599837,0.40941259731068647
Darlinghurst,0,10613,5660,886,2368,4655,2223,2109,0,3275,109,914,627,1268,196,2108,7003,330,1932,0.5629600159140641,0.08812412969962204,0.2355281480007957,0.6651900543012289,0.3176621891969134,0.22400424853956452,0,0.34784917684545935,0.011908663826067955,0.09985797006445973,0.06850213044903311,0.13853381405003823,0.021413744127608433,0.2303070031683601,0.6965386910682315,0.03282275711159737,0.1921623234533519
Dee Why (South) - North Curl Curl,0,9122,2881,865,2994,2425,2547,2298,70,856,35,485,311,677,218,1341,5035,167,1922,0.3891139924365208,0.11682874122096164,0.40437601296596437,0.48067393458870167,0.5048562933597621,0.2579703637180063,0.007858105074090705,0.09609339919173776,0.00397230734309386,0.055044830325729203,0.03529678810577687,0.07683577346498695,0.0247418000226989,0.15219611848825332,0.6800378173960021,0.02255537547271745,0.2595894111291194
Dee Why - North,0,17824,5496,1879,6270,4215,6206,4831,99,2765,129,1421,954,2199,628,2034,10588,426,3572,0.361198738170347,0.12348843322818086,0.4120662460567823,0.39775408134377654,0.5856374445597811,0.2813792300075718,0.005766206535034073,0.16104607140776983,0.00759941089837997,0.08371134020618556,0.056200294550810014,0.12954344624447717,0.03699558173784978,0.11982326951399117,0.6958464773922187,0.027996845425867507,0.2347528916929548
Denham Court - Bardia,0,14878,3973,1157,4717,2792,3727,3558,192,529,46,550,438,1083,518,1446,6678,321,3402,0.3669529879006188,0.1068624734460146,0.43567008404913643,0.4176514584891548,0.5575168287210172,0.24220558202859088,0.013070115724982982,0.03601089176310415,0.0031578224754582277,0.03775657307613098,0.030067961831537034,0.0743461248026361,0.035559827006247,0.09926546303288254,0.6167913549459684,0.029648101967303962,0.314214463840399
Deniliquin,0,7035,675,425,3855,859,2089,1766,14,1069,38,1092,484,569,158,318,3037,126,2150,0.11481544480353802,0.07229120598741283,0.6557237625446505,0.28303130148270184,0.6883031301482702,0.2662846803377563,0.0021109770808202654,0.1611881785283474,0.005940284508363296,0.1707050179771768,0.07566046584336408,0.08894794434891355,0.02469907769266844,0.04971080193840863,0.5165844531382888,0.021432216363327098,0.36570845381867667
Deniliquin Surrounds,0,6829,635,445,3648,1433,1667,1730,34,807,64,923,472,516,129,271,3163,86,1851,0.11325129302657393,0.07936507936507936,0.6506153023006955,0.4556438791732909,0.5300476947535772,0.2815755208333333,0.005533854166666667,0.13134765625,0.010785305021907651,0.1555443208628244,0.07954162453656892,0.08695652173913043,0.021739130434782608,0.04566902595214021,0.5641162832174068,0.01533797039415017,0.3301230604601391
Denistone,0,6967,2646,530,2048,1850,1374,1807,91,371,39,355,221,456,156,948,3280,146,2123,0.46633768064857245,0.09340853013746915,0.3609446598519563,0.565403422982885,0.41992665036674814,0.26344948243184135,0.013267240122466831,0.05408951742236478,0.005720991638550682,0.05207569312014083,0.032418952618453865,0.06689159454305413,0.022883966554202727,0.13906410444477044,0.5780754317941488,0.025731406415227354,0.37416284807895667
Deua - Wadbilliga,0,39,7,0,19,0,8,10,0,0,0,9,0,0,0,0,13,0,19,0.1794871794871795,0,0.48717948717948717,0,0.6153846153846154,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0.48717948717948717
Doonside - Woodcroft,1,23378,5532,1656,9274,3175,6696,5473,366,1215,142,1514,849,1676,659,1752,10132,695,6820,0.29597132309667756,0.08859879086191215,0.4961746295008293,0.3136422009285785,0.6614639928874839,0.2369571805862233,0.015846213793999222,0.05260423431614496,0.006239564109324193,0.06652605677124528,0.037305562878987605,0.07364443272695316,0.02895685033834256,0.07698391774321117,0.542079075490878,0.037183671285645495,0.36488149376705364
Dorrigo,0,3245,428,226,1648,485,736,823,15,529,40,631,233,236,56,90,1246,62,1190,0.15428983417447728,0.08147080028839221,0.5940879596250901,0.39049919484702095,0.5925925925925926,0.2783226242813662,0.005072708826513358,0.17889753128170444,0.01401541695865452,0.22109320252277506,0.08163980378416258,0.08269096005606166,0.019621583742116328,0.03153468815697267,0.44917087238644554,0.022350396539293438,0.4289834174477289
Double Bay - Darling Point,0,9965,4929,747,2233,3769,1494,2519,14,2109,115,614,410,916,189,2153,5430,195,2699,0.557579185520362,0.08450226244343892,0.2526018099547511,0.6934682612695492,0.274885004599816,0.28252579632122027,0.0015702108568864963,0.23654104979811574,0.013186561174177273,0.07040477009517257,0.047012957229675495,0.1050338263960555,0.021671826625386997,0.2468753583304667,0.6142533936651584,0.022058823529411766,0.305316742081448
Douglas Park - Appin,0,11110,1374,911,5202,1725,3526,2691,153,483,58,489,372,667,317,1215,5370,112,2436,0.16289270895080024,0.1080023710729105,0.6167160640189686,0.3211094564408042,0.6563663440059568,0.2455067968251072,0.01395858042149439,0.04406532250707052,0.00535450516986706,0.045144017725258494,0.03434268833087149,0.061576809453471194,0.029265140324963072,0.11216765140324964,0.6366330764671013,0.013278008298755186,0.2887966804979253
Dover Heights,0,11122,4367,914,2842,3520,2015,2885,55,1166,79,544,387,799,207,1855,5642,218,2717,0.48689931987958524,0.1019065670643327,0.31686921618909575,0.6235606731620903,0.3569530558015943,0.26970178554734975,0.005141628493970272,0.10900252407216977,0.0074995253464970575,0.05164230112018227,0.03673818112777672,0.0758496297702677,0.019650655021834062,0.176096449591798,0.6290556360798305,0.02430594269149292,0.30293232244397367
