sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing
Gunnedah Surrounds,0,0,4369,401,2497,3477,579,776,1259,2089,41,1616,1432,3477,432,5,1530,1743,197,0.11532930687374174,0.7181478285878631,0.3714696026807085,0.6026807084729535,0.4647684785734829,0.4118492953695715,0.002868617326448652,0.8777969018932874
Quirindi,0,0,7551,580,4490,6217,1150,990,2006,3042,56,3265,2113,6217,833,104,2698,3224,413,0.09329258484799742,0.7222132861508767,0.3254437869822485,0.6594345825115056,0.5251729129805373,0.3398745375583079,0.03225806451612903,0.836848635235732
Tamworth - East,0,0,21360,2277,12812,17195,2116,2603,7072,9836,150,8249,7632,17195,1314,350,7777,8758,590,0.13242221576039545,0.7451003198604246,0.26464009760065066,0.7189914599430662,0.47973248037220123,0.4438499563826694,0.03996346197762046,0.8879881251427266
Tamworth - North,0,0,16517,2854,8624,13206,1726,2651,4804,7553,103,5828,6187,13206,1189,292,6070,6857,477,0.21611388762683628,0.65303649856126,0.3509863630345558,0.6360386601350457,0.4413145539906103,0.46849916704528244,0.042584220504593845,0.8852267755578241
Tamworth - West,0,0,5998,271,3325,4431,834,316,1782,2134,31,2235,1593,4431,591,226,1674,2197,291,0.06116000902730761,0.7503949447077409,0.14807872539831302,0.8350515463917526,0.5044008124576845,0.3595125253893026,0.10286754665452891,0.7619481110605371
Tamworth Surrounds,0,0,19038,2118,11315,15396,1945,3066,5824,9049,168,7797,6412,15396,1184,22,6932,7465,494,0.13756819953234606,0.7349311509482983,0.3388219692783733,0.6436070284009283,0.5064302416212003,0.41647181085996365,0.0029470864032150033,0.9286001339584729
Belmont - Bennetts Green,0,0,17864,2587,10789,14833,1450,2487,5538,8157,123,7438,6608,14833,784,323,6532,7158,293,0.17440841367221735,0.7273646598799973,0.3048915042294961,0.6789260757631482,0.5014494707746241,0.44549315714959886,0.045124336406817546,0.9125454037440626
Belmont South - Blacksmiths,0,0,5680,624,3666,4841,558,580,1754,2371,44,2671,1880,4841,294,180,2201,2516,128,0.12889898781243544,0.7572815533980582,0.2446225221425559,0.7397722479966259,0.5517455071266267,0.3883495145631068,0.07154213036565978,0.8748012718600954
Charlestown - Dudley,0,0,25254,5174,13364,20288,1745,4717,7656,12519,158,9120,10273,20288,904,434,9153,9926,324,0.2550276025236593,0.6587145110410094,0.3767872833293394,0.6115504433261443,0.44952681388012616,0.5063584384858044,0.04372355430183357,0.9221237154946604
Glendale - Cardiff - Hillsborough,0,0,24588,4266,13856,19900,1778,4075,8004,12201,135,9214,9754,19900,920,336,8808,9435,273,0.21437185929648242,0.6962814070351758,0.3339890172936645,0.656011802311286,0.4630150753768844,0.4901507537688442,0.0356120826709062,0.9335453100158982
Mount Hutton - Windale,0,0,9504,889,5794,7722,1036,914,2618,3594,63,4242,2824,7722,647,953,2654,3875,260,0.11512561512561513,0.7503237503237503,0.25431274346132443,0.7284362826933779,0.5493395493395493,0.36570836570836573,0.24593548387096775,0.6849032258064516
Redhead,0,0,3785,778,1957,3123,389,699,920,1641,23,1440,1357,3123,324,16,1387,1483,78,0.24911943643932116,0.6266410502721742,0.4259597806215722,0.5606337599024985,0.4610951008645533,0.4345180915786103,0.01078894133513149,0.935266351989211
Swansea - Caves Beach,0,0,12559,1780,7527,10496,1195,1706,3415,5196,81,5577,4369,10496,553,199,4755,5168,199,0.16958841463414634,0.7171303353658537,0.32832948421862973,0.6572363356428021,0.5313452743902439,0.41625381097560976,0.0385061919504644,0.9200851393188855
Valentine - Eleebana,0,0,12568,2903,6488,10127,728,2646,3423,6129,61,4582,5280,10127,281,0,4464,4526,64,0.2866594252987064,0.6406635726276291,0.43171806167400884,0.5584924131179638,0.4524538362792535,0.5213784931371581,0,0.9863013698630136
Warners Bay - Boolaroo,0,0,14694,2733,8347,12253,1166,2589,4403,7083,83,5845,5846,12253,564,103,5730,6042,203,0.22304741695911207,0.6812209254876357,0.3655230834392207,0.6216292531413243,0.4770260344405452,0.47710764710683096,0.017047335319430652,0.9483614697120158
Bolton Point - Teralba,0,0,10135,1229,6024,8350,1089,1153,3015,4254,70,4177,3421,8350,742,377,3277,3858,203,0.14718562874251498,0.7214371257485029,0.27103902209685005,0.7087447108603667,0.5002395209580839,0.40970059880239523,0.09771902540176257,0.8494038361845516
Bonnells Bay - Silverwater,0,0,9691,1257,5897,7949,793,1157,2917,4155,80,4160,3367,7949,411,18,3634,3791,130,0.15813309850295634,0.7418543212982766,0.27845968712394703,0.7020457280385078,0.5233362687130456,0.42357529248962134,0.00474808757583751,0.9585861250329728
Edgeworth - Cameron Park,0,0,16375,2085,9396,12689,1213,2336,5775,8243,139,5588,6399,12689,697,232,5314,5729,176,0.16431554890062258,0.7404838836787769,0.2833919689433459,0.7005944437704719,0.4403814327370163,0.5042950587122704,0.04049572351195671,0.9275615290626636
Morisset - Cooranbong,0,0,18129,2360,10916,15129,1857,2215,4972,7339,151,8054,5796,15129,1276,95,6528,6948,325,0.15599180382047723,0.721528190891665,0.30181223599945495,0.6774764954353454,0.5323550796483575,0.38310529446757885,0.01367299942429476,0.9395509499136442
Toronto - Awaba,0,0,13961,2094,8362,11784,1325,1750,3814,5654,83,6339,4744,11784,698,382,5093,5736,248,0.17769857433808553,0.7096062457569586,0.309515387336399,0.674566678457729,0.5379327902240326,0.4025797691785472,0.06659693165969316,0.8879009762900977
Wangi Wangi - Rathmines,0,0,9467,1439,5689,7963,843,1227,2792,4100,83,4060,3473,7963,425,4,3622,3780,144,0.18071078739168656,0.7144292352128595,0.2992682926829268,0.6809756097560976,0.5098580936832852,0.4361421574783373,0.0010582010582010583,0.9582010582010582
West Wallsend - Barnsley - Killingworth,0,0,7254,589,4749,5857,516,762,2819,3636,55,2889,2729,5857,248,14,2549,2653,78,0.10056342837630186,0.81082465425986,0.20957095709570958,0.7753025302530253,0.4932559330715383,0.4659381936144784,0.005277044854881266,0.9607990953637392
Adamstown - Kotara,0,0,16600,4187,8107,13352,1054,3840,4818,8746,86,5680,7149,13352,534,151,6044,6375,172,0.3135859796285201,0.607174955062912,0.43905785501943745,0.5508804024697004,0.4254044337926902,0.5354254044337927,0.02368627450980392,0.948078431372549
Beresfield - Hexham,0,0,8561,562,5703,6979,720,600,2878,3546,72,3957,2636,6979,384,268,3028,3439,138,0.080527296174237,0.8171657830634761,0.1692047377326565,0.8116187253243091,0.5669866743086402,0.37770454219802263,0.07792963070660075,0.8804885141029369
Hamilton - Broadmeadow,0,0,12772,3504,6120,10965,1336,2904,3383,6394,105,4695,5351,10965,905,562,4661,5659,421,0.319562243502052,0.5581395348837209,0.45417578980294027,0.5290897716609321,0.42818057455540354,0.48800729594163245,0.09931083230252695,0.8236437533133062
Lambton - New Lambton,0,0,17343,4454,8437,14155,1268,3964,4851,8917,108,6119,7360,14155,675,361,6388,6991,236,0.31465913104909926,0.5960438007771106,0.4445441291914321,0.5440170460917348,0.4322854115153656,0.5199576121511833,0.0516378200543556,0.9137462451723645
Maryland - Fletcher - Minmi,0,0,16429,2764,8858,12598,979,2773,5606,8512,133,5658,6502,12598,445,100,5258,5505,143,0.2193999047467852,0.7031274805524687,0.3257753759398496,0.6585996240601504,0.449118907763137,0.5161136688363233,0.018165304268846504,0.9551316984559491
Mayfield - Warabrook,0,0,15526,3386,8360,13082,1341,2928,4726,7776,125,6058,6165,13082,850,403,5914,6579,253,0.2588289252407889,0.6390460174285277,0.3765432098765432,0.6077674897119342,0.46307903990215565,0.4712582173979514,0.06125550995592035,0.898920808633531
Merewether - The Junction,0,0,14506,4876,6195,12079,999,4190,3664,7955,90,4486,7083,12079,499,257,5337,5769,174,0.4036758009769021,0.5128735822501863,0.5267127592708988,0.4605908233815211,0.37138835996357317,0.5863896017882275,0.04454844860461085,0.9251170046801872
Newcastle - Cooks Hill,0,0,12805,5060,5529,11603,1020,4084,3425,7606,84,3936,6993,11603,681,436,5756,6507,307,0.4360941135913126,0.47651469447556666,0.5369445174861951,0.45030239284775175,0.3392226148409894,0.6026889597517884,0.06700476410019979,0.8845858306439219
Newcastle Port - Kooragang,0,0,31,0,11,22,6,4,4,20,0,6,16,22,4,0,15,17,0,0,0.5,0.2,0.2,0.2727272727272727,0.7272727272727273,0,0.8823529411764706
Shortland - Jesmond,0,0,12593,1971,7170,10938,1796,1340,4119,5553,85,6080,3504,10938,1355,269,3921,4509,298,0.18019747668678004,0.6555128908392759,0.24131100306140824,0.7417612101566721,0.5558603035289815,0.32035106966538673,0.059658460856065645,0.8695941450432468
Stockton - Fullerton Cove,0,0,8824,1402,5020,7358,945,1277,2192,3522,51,3669,3111,7358,590,121,3425,3781,231,0.19054090785539549,0.6822506115792335,0.3625780806360023,0.6223736513344691,0.49864093503669477,0.422805110084262,0.03200211584236974,0.9058450145464163
Wallsend - Elermore Vale,0,0,20958,3624,12010,17557,1936,3197,6250,9601,148,8949,7479,17557,1126,527,7567,8432,321,0.20641339636612177,0.6840576408270206,0.33298614727632536,0.6509738568899073,0.5097112262915077,0.42598393803041523,0.0625,0.8974146110056926
Waratah - North Lambton,0,0,12883,2778,6762,10995,1455,2420,4008,6512,83,5039,4901,10995,1036,302,4627,5196,259,0.25266030013642565,0.6150068212824011,0.3716216216216216,0.6154791154791155,0.45829922692132785,0.4457480673033197,0.058121632024634336,0.8904926866820632
Wickham - Carrington - Tighes Hill,0,0,9171,2917,4356,7901,632,2543,2775,5408,85,3128,4419,7901,357,173,3781,4102,146,0.36919377294013417,0.5513226173902037,0.4702292899408284,0.5131286982248521,0.39589925325908115,0.5592962916086571,0.04217454900048757,0.9217454900048757
Ballina,0,0,18629,2900,10942,16166,2327,2282,4932,7320,102,8629,6034,16166,1493,582,7407,8671,660,0.17938884077693926,0.6768526537176791,0.3117486338797814,0.6737704918032786,0.5337745886428307,0.3732525052579488,0.06712028601084073,0.8542267327874524
Ballina Surrounds,0,0,18327,3451,9955,15098,1692,3130,5390,8678,155,7557,6653,15098,880,87,6690,7139,349,0.22857332096966484,0.6593588554775467,0.36068218483521547,0.6211108550357225,0.5005298715061598,0.4406543913101073,0.012186580753606948,0.9371060372601204
Bangalow,0,0,6958,1829,2868,5649,955,1657,1562,3279,67,2270,2652,5649,740,12,2264,2572,299,0.32377411931315275,0.5077004779607011,0.5053369929856664,0.4763647453491918,0.40184103381129405,0.46946362187997875,0.004665629860031105,0.880248833592535
Brunswick Heads - Ocean Shores,0,0,9170,2117,4551,7689,1026,1600,2468,4170,91,3827,3135,7689,711,53,3515,3898,322,0.27532839120821956,0.591884510339446,0.38369304556354916,0.5918465227817746,0.49772402132917154,0.40772532188841204,0.013596716264751155,0.9017444843509492
Byron Bay,0,0,10914,3135,4919,9425,1364,2343,2981,5465,135,4031,4382,9425,1017,138,3964,4479,364,0.33262599469496024,0.5219098143236074,0.42872827081427267,0.5454711802378774,0.4276923076923077,0.46493368700265253,0.030810448760884127,0.8850189774503238
Evans Head,0,0,5643,651,3351,4757,745,661,1512,2213,40,2624,1643,4757,497,48,2331,2619,238,0.13685095648517973,0.7044355686356948,0.29868956168097605,0.6832354270221419,0.5516081564010932,0.3453857473197393,0.018327605956471937,0.8900343642611683
Lennox Head - Skennars Head,0,0,9236,2435,4221,7409,754,2147,2540,4731,59,3128,3867,7409,434,5,3402,3563,158,0.32865433931704685,0.5697125118099609,0.4538152610441767,0.5368843796237582,0.42218922931569713,0.521932784451343,0.0014033118158854898,0.9548133595284872
Mullumbimby,0,0,8896,2064,4007,7390,1325,1613,2027,3725,72,3808,2558,7390,1023,45,3035,3541,453,0.2792963464140731,0.5422192151556157,0.4330201342281879,0.5441610738255034,0.5152909336941813,0.34614343707713124,0.012708274498729173,0.8571025134142898
Casino,0,0,12298,747,7590,9905,1560,887,3620,4569,63,5664,3239,9905,996,235,4416,5100,441,0.07541645633518425,0.7662796567390207,0.19413438389144233,0.7922959072007004,0.5718324078748107,0.3270065623422514,0.04607843137254902,0.8658823529411764
Casino Surrounds,0,0,7381,606,4351,6101,1146,919,2021,3010,73,3377,1893,6101,830,15,2549,2888,322,0.09932797901983281,0.7131617767579086,0.3053156146179402,0.6714285714285714,0.5535158170791673,0.31027700376987377,0.005193905817174515,0.8826177285318559
Goonellabah,0,0,13591,2052,7820,11108,1232,1802,4193,6073,86,5839,4589,11108,691,326,4961,5574,267,0.18473172488296724,0.7039971191933742,0.29672320105384486,0.6904330643833361,0.5256571840115233,0.4131256751890529,0.05848582705418012,0.8900251166128453
Kyogle,0,0,7611,887,4455,6364,1028,915,1855,2837,69,3770,1894,6364,700,47,2980,3331,300,0.13937774984286613,0.7000314267756128,0.3225237927388086,0.6538597109622841,0.592394720301697,0.2976115650534255,0.014109876913839688,0.8946262383668568
Lismore,0,0,15229,2534,8518,12756,1706,1926,4622,6643,96,6946,4682,12756,1144,327,5862,6644,433,0.1986516149263092,0.6677641894010662,0.2899292488333584,0.6957699834412163,0.5445280652242083,0.3670429601756036,0.04921733895243829,0.8822998193859121
Lismore Surrounds,0,0,15786,3151,8101,13115,1854,2909,4437,7476,120,6588,5204,13115,1310,16,5636,6282,618,0.24025924513915364,0.6176896683187191,0.3891118245050829,0.5934991974317817,0.5023255813953489,0.3967975600457491,0.0025469595670168737,0.8971665074816937
Kingscliff - Fingal Head,0,0,14818,2975,7775,12126,1376,2687,3800,6605,121,5862,5445,12126,829,111,5683,6125,328,0.24534059046676562,0.6411842322282698,0.4068130204390613,0.5753217259651779,0.483424047501237,0.4490351311232063,0.018122448979591838,0.9278367346938775
Murwillumbah,0,0,9501,1218,5408,7794,1181,973,2728,3762,55,4482,2563,7794,749,167,3470,3923,261,0.1562740569668976,0.6938670772389017,0.25863902179691656,0.7251461988304093,0.5750577367205543,0.3288426995124455,0.04256946214631659,0.8845271475911293
Murwillumbah Surrounds,0,0,10352,1650,5558,8660,1455,1545,2746,4390,100,4590,2976,8660,1098,3,3491,3967,468,0.1905311778290993,0.6418013856812933,0.35193621867881547,0.6255125284738041,0.5300230946882217,0.34364896073903,7.562389715149988e-4,0.8800100831862868
Pottsville,0,0,14086,2324,7419,11209,1453,2106,3876,6095,111,5733,4511,11209,964,79,5073,5480,337,0.20733339280934962,0.6618788473548042,0.34552912223133714,0.6359310910582444,0.5114640021411366,0.4024444642697832,0.014416058394160583,0.9257299270072993
Tweed Heads,0,0,20563,2914,12051,17806,2836,2424,5773,8362,174,9450,6478,17806,1881,242,8393,9421,763,0.1636527013366281,0.6767943389868584,0.28988280315713943,0.6903850753408276,0.5307199820285297,0.3638099517016736,0.025687294342426493,0.8908820719668825
Banora Point,0,0,16320,1933,10147,13750,1681,1848,4896,6896,141,7661,5160,13750,928,199,6089,6599,291,0.14058181818181817,0.7379636363636364,0.2679814385150812,0.7099767981438515,0.5571636363636364,0.37527272727272726,0.03015608425519018,0.9227155629640855
Terranora - North Tumbulgum,0,0,3324,593,1794,2629,248,591,997,1624,29,1248,1258,2629,131,0,1049,1088,49,0.22556104982883227,0.6823887409661469,0.36391625615763545,0.6139162561576355,0.47470521110688474,0.4785089387599848,0,0.9641544117647058
Tweed Heads South,0,0,8423,793,5435,7331,1110,669,2221,2942,44,4528,2186,7331,618,259,3545,4083,263,0.1081707816123312,0.7413722548083481,0.22739632902787218,0.7549286199864038,0.617651070795253,0.29818578638657756,0.06343374969385256,0.8682341415625765
Griffith (NSW),0,0,20569,2453,11741,16595,2406,2771,7274,10302,272,7213,7919,16595,1461,372,6721,7680,563,0.14781560711057548,0.7075022597167822,0.26897689768976896,0.7060764900019414,0.4346489906598373,0.4771919252786984,0.0484375,0.8751302083333333
Griffith Surrounds,0,0,12760,1083,7344,10248,1829,2346,3951,6437,134,4249,4573,10248,1421,58,4181,4902,636,0.10567915690866511,0.7166276346604216,0.36445549168867486,0.6137952462327171,0.4146174863387978,0.44623341139734585,0.011831905344757242,0.8529171766625867
Leeton,0,0,10330,902,6172,8184,1111,1228,3310,4641,97,3967,3484,8184,743,113,3498,3932,313,0.11021505376344086,0.7541544477028348,0.26459814695108813,0.7132083602671838,0.4847262952101662,0.4257086999022483,0.02873855544252289,0.8896236012207528
Narrandera,0,0,5905,502,3453,4721,765,763,1590,2408,48,2489,1704,4721,530,60,2124,2436,241,0.10633340393984325,0.7314128362635035,0.3168604651162791,0.6602990033222591,0.5272188095742427,0.36094047871213725,0.024630541871921183,0.8719211822660099
Tumbarumba,0,0,3522,354,2026,2912,529,527,981,1536,28,1387,1118,2912,394,25,1304,1453,119,0.12156593406593406,0.6957417582417582,0.3430989583333333,0.638671875,0.47630494505494503,0.38392857142857145,0.017205781142463867,0.8974535443909153
Tumut,0,0,6667,628,4009,5372,730,695,2124,2864,42,2865,2072,5372,441,149,2464,2817,194,0.1169024571854058,0.746276991809382,0.24266759776536312,0.7416201117318436,0.5333209233060313,0.3857036485480268,0.05289314873979411,0.8746893858714945
Tumut Surrounds,0,0,4744,479,2831,3899,583,712,1398,2168,60,1924,1583,3899,391,39,1765,1979,176,0.12285201333675301,0.7260836111823544,0.3284132841328413,0.6448339483394834,0.49345986150294946,0.40600153885611695,0.019706922688226377,0.8918645780697322
Cootamundra,0,0,7705,694,4800,6418,924,850,1948,2859,54,3680,2245,6418,483,148,3008,3375,213,0.10813337488314116,0.747896540978498,0.29730675061210216,0.6813571178733823,0.5733873480835151,0.34979744468681834,0.04385185185185185,0.8912592592592593
Gundagai,0,0,3715,322,2192,3023,514,528,1080,1651,36,1468,1178,3023,381,28,1295,1503,174,0.10651670525967581,0.7251075090969236,0.3198061780738946,0.6541490006056935,0.4856103208733047,0.3896791266953358,0.018629407850964737,0.8616101131071191
Junee,0,0,6351,500,3419,5314,1399,742,1695,2477,32,2199,1917,5314,1193,56,1994,2223,161,0.0940910801656003,0.6433948061723749,0.2995559144125959,0.6842955187727089,0.4138125705683101,0.36074520135491156,0.025191183085919926,0.89698605488079175
Temora,0,0,6603,611,4091,5398,700,1028,1807,2881,52,2982,2027,5398,384,79,2555,2787,157,0.11319007039644313,0.7578732864023713,0.3568205484206873,0.6272127733425894,0.5524268247499073,0.37550944794368285,0.02834589163975601,0.9167563688554
Wagga Wagga - East,0,0,16921,2736,9336,13404,1330,2744,5361,8233,137,6009,6662,13404,729,163,6135,6564,264,0.20411817367949867,0.6965085049239033,0.33329284586420505,0.651159965990526,0.4482990152193375,0.4970158161742763,0.024832419256550883,0.9346435100548446
Wagga Wagga - North,0,0,5605,1061,2962,4503,477,964,1927,2939,40,2006,2184,4503,316,6,1757,1876,105,0.2356206973129025,0.6577836997557184,0.3280027220142906,0.6556651922422593,0.4454807905840551,0.48500999333777484,0.0031982942430703624,0.9365671641791045
Wagga Wagga - South,0,0,22522,3156,12470,17629,1990,3278,7317,10790,195,8099,8401,17629,1119,521,7772,8742,425,0.17902320040841796,0.7073571955300925,0.3037998146431881,0.6781278962001853,0.4594134664473311,0.4765443303647399,0.0595973461450469,0.8890414092884923
Wagga Wagga - West,0,0,11962,1976,6708,10065,1372,1879,3601,5570,97,4862,4356,10065,846,402,4578,5369,374,0.19632389468455042,0.666467958271237,0.33734290843806103,0.6464991023339318,0.4830601092896175,0.43278688524590164,0.07487427826410878,0.8526727509778357
Wagga Wagga Surrounds,0,0,17788,2303,9742,13984,1930,3298,5508,8970,174,5911,6699,13984,1373,34,5897,6393,456,0.16468821510297482,0.6966533180778032,0.367670011148272,0.6140468227424749,0.42269736842105265,0.4790474828375286,0.005318316909119349,0.9224151415610824
Berry - Kangaroo Valley,0,0,9489,2132,4937,8175,1111,1681,2071,3832,76,4063,3486,8175,642,25,3967,4231,233,0.2607951070336391,0.603914373088685,0.4386743215031315,0.5404488517745303,0.49700305810397555,0.42642201834862387,0.00590876861262113,0.9376034034507209
Callala Bay - Currarong,0,0,3642,565,2290,3170,308,485,933,1425,12,1818,1219,3170,135,8,1586,1630,52,0.17823343848580442,0.722397476340694,0.34035087719298246,0.6547368421052632,0.5735015772870663,0.3845425867507886,0.0049079754601227,0.9730061349693252
Culburra Beach,0,0,5105,652,3279,4441,512,633,1321,1974,24,2581,1607,4441,240,24,2215,2348,113,0.146813780680027,0.7383472190947985,0.32066869300911854,0.6691995947315096,0.5811754109434812,0.36185543796442243,0.010221465076660987,0.9433560477001703
Ettrema - Sassafras - Budawang,0,0,62,8,28,50,12,17,9,27,0,20,22,50,3,0,28,33,3,0.16,0.56,0.6296296296296297,0.3333333333333333,0.4,0.44,0,0.8484848484848485
Huskisson - Vincentia,0,0,4844,1108,2590,4155,462,907,1083,2031,37,1965,1950,4155,237,29,2086,2201,81,0.26666666666666666,0.6233453670276775,0.4465780403741999,0.5332348596750369,0.4729241877256318,0.4693140794223827,0.013175829168559746,0.9477510222626079
North Nowra - Bomaderry,0,0,16098,2320,9359,13216,1538,2151,4620,6909,119,7095,5268,13216,829,331,5896,6537,300,0.17554479418886199,0.708156779661017,0.3113330438558402,0.668693009118541,0.5368492736077481,0.3986077481840194,0.05063484778950589,0.901942787211259
Nowra,0,0,22584,2087,12837,18125,3205,2104,6480,8718,140,9268,6482,18125,2387,840,6918,8480,700,0.1151448275862069,0.708248275862069,0.24133975682495987,0.7432897453544391,0.5113379310344828,0.35762758620689655,0.09905660377358491,0.8158018867924528
St Georges Basin - Erowal Bay,0,0,15259,1276,9876,12903,1758,1297,4006,5393,98,7793,4121,12903,989,53,6122,6559,378,0.0988917306052856,0.7654033945594048,0.24049694047839792,0.7428147598739107,0.6039680694412152,0.31938308920406105,0.008080500076231133,0.9333739899374904
Sussex Inlet - Berrara,0,0,4694,397,3126,4215,697,368,1064,1437,19,2682,1119,4215,428,17,2056,2261,181,0.09418742586002372,0.7416370106761566,0.25608907446068196,0.7404314544189283,0.6362989323843417,0.26548042704626335,0.007518796992481203,0.9093321539141973
Tomerong - Wandandian - Woollamia,0,0,3708,515,2206,3102,394,561,1143,1731,32,1541,1295,3102,264,0,1274,1360,87,0.16602192134107027,0.7111540941328175,0.3240901213171577,0.6603119584055459,0.4967762733720181,0.4174725983236622,0,0.9367647058823529
Ulladulla,0,0,17026,2388,10218,14418,1817,1979,4432,6505,100,8425,5023,14418,975,255,6800,7504,432,0.16562630045776114,0.7086974615064503,0.3042275172943889,0.6813220599538816,0.5843390206686087,0.3483839644888334,0.033981876332622604,0.906183368869936
Ulladulla Surrounds,0,0,5822,908,3485,5048,665,702,1473,2212,37,2990,1682,5048,373,0,2478,2659,167,0.17987321711568938,0.6903724247226625,0.31735985533453887,0.6659132007233273,0.5923137876386688,0.33320126782884313,0,0.9319292967280932
Bowral,0,1,13626,3673,6514,11691,1513,2612,2730,5421,80,5302,5540,11691,852,114,5472,5802,198,0.3141732956975451,0.5571807373193054,0.48182992067884156,0.5035971223021583,0.45351124796852277,0.4738687879565478,0.01964839710444674,0.9431230610134437
Hill Top - Colo Vale,0,1,6393,680,3913,5051,458,783,2493,3335,65,2352,2460,5051,229,6,2160,2240,78,0.13462680657295584,0.7746980795882004,0.23478260869565218,0.7475262368815592,0.4656503662641061,0.4870322708374579,0.0026785714285714286,0.9642857142857143
Mittagong,0,1,10931,2313,5671,8996,1012,1803,3246,5144,74,4304,4148,8996,560,134,4046,4373,199,0.25711427301022677,0.6303912850155625,0.3505054432348367,0.6310264385692068,0.4784348599377501,0.46109381947532235,0.030642579464898238,0.925222959067002
Moss Vale - Berrima,0,1,10648,1938,5723,8752,1096,1604,3219,4895,78,4159,3923,8752,677,244,3837,4308,216,0.22143510054844606,0.6539076782449725,0.32768130745658836,0.6576098059244126,0.4752056672760512,0.4482404021937843,0.056638811513463325,0.8906685236768802
Robertson - Fitzroy Falls,0,1,3829,880,1935,3228,416,827,988,1846,38,1429,1547,3228,255,0,1453,1559,105,0.27261462205700127,0.5994423791821561,0.44799566630552545,0.5352112676056338,0.4426889714993804,0.4792441140024783,0,0.9320076972418216
Southern Highlands,0,1,7250,1729,3630,6178,805,1324,1914,3305,66,2986,2715,6178,468,0,2879,3045,161,0.2798640336678537,0.5875687924894788,0.40060514372163386,0.5791225416036309,0.48332793784396244,0.43946260925865976,0,0.9454844006568145
Baulkham Hills - East,1,1,24726,8043,9788,19320,1488,6088,5598,11856,175,8141,10341,19320,835,64,8187,8483,229,0.41630434782608694,0.5066252587991719,0.5134952766531714,0.472165991902834,0.42137681159420287,0.5352484472049689,0.007544500766238359,0.9651066839561476
Baulkham Hills (West) - Bella Vista,1,1,21683,7510,8691,17588,1393,5885,4877,10935,181,7373,9624,17588,588,35,6795,7010,178,0.42699567887195816,0.49414373436433934,0.5381801554641061,0.44599908550525835,0.41920627700705027,0.5471912667727996,0.004992867332382311,0.9693295292439372
Glenhaven,1,1,6361,1761,3064,5287,461,1566,1365,2959,36,2265,2754,5287,272,0,2137,2193,47,0.33308114242481557,0.5795347077737848,0.5292328489354512,0.46130449476174384,0.4284093058445243,0.5209003215434084,0,0.9744642042863657
West Pennant Hills,1,1,12683,4970,4781,10497,748,3741,2482,6305,87,4400,5817,10497,275,40,3910,4024,75,0.4734686100790702,0.45546346575211966,0.5933386201427439,0.3936558287073751,0.4191673811565209,0.5541583309517005,0.009940357852882704,0.9716699801192843
Castle Hill - Central,1,1,7677,2697,2894,6049,462,1898,1731,3685,49,2604,3248,6049,183,3,2618,2675,46,0.4458588196396098,0.4784261861464705,0.5150610583446404,0.46974219810040707,0.43048437758307156,0.5369482559100678,0.0011214953271028037,0.9786915887850467
Castle Hill - East,0,1,5670,1887,2133,4878,858,1230,902,2154,29,2296,2010,4878,581,94,1664,1859,80,0.38683886838868387,0.43726937269372695,0.5710306406685237,0.41875580315691735,0.4706847068470685,0.41205412054120544,0.05056481979558903,0.8951048951048951
Castle Hill - North,1,1,12189,4131,4970,9902,803,3212,2539,5826,76,4397,5200,9902,308,54,3790,3961,108,0.4171884467784286,0.5019188042819632,0.5513216615173361,0.4358050120151047,0.44405170672591393,0.5251464350636235,0.01363292097955062,0.9568290835647564
Castle Hill - South,1,1,10419,3736,4002,8375,641,2725,2280,5096,80,3590,4490,8375,294,3,3421,3539,105,0.446089552238806,0.4778507462686567,0.5347331240188383,0.4474097331240188,0.4286567164179104,0.5361194029850747,8.476970895733258e-4,0.9666572478101159
Castle Hill - West,1,1,5183,1891,2059,4205,246,1510,1177,2727,47,1739,2377,4205,91,0,1535,1567,23,0.4497027348394768,0.4896551724137931,0.5537220388705537,0.4316098276494316,0.4135552913198573,0.5652794292508918,0,0.9795788130185067
Cherrybrook,0,1,19082,7572,6766,15571,1232,5252,3839,9245,146,6852,8079,15571,641,20,5877,6013,115,0.48628861344807656,0.4345257208914007,0.5680908599242834,0.41525148729042727,0.44004880868280777,0.5188491426369534,0.0033261267254282387,0.977382338267088
Kellyville - East,1,1,17709,5289,7681,13945,979,4516,4515,9185,158,5946,7630,13945,387,0,5202,5313,99,0.3792757260666906,0.5508067407673001,0.4916712030484486,0.49156232988568316,0.42638938687701683,0.5471495159555396,0,0.9791078486730661
Kellyville - West,1,1,11375,3991,4048,8920,892,3165,2472,5737,101,3302,5092,8920,539,4,3476,3589,107,0.44742152466367713,0.4538116591928251,0.5516820637964093,0.43088722328743245,0.3701793721973094,0.5708520179372197,0.0011145165784341043,0.9685149066592366
Dural - Kenthurst - Wisemans Ferry,1,1,22479,4904,11625,18405,1877,4809,5998,11026,218,8005,9378,18405,1006,18,6738,7015,255,0.2664493344199946,0.6316218418907905,0.4361509160166878,0.5439869399600943,0.4349361586525401,0.5095354523227383,0.0025659301496792587,0.9605131860299359
