sa2_name_2021,in_wslhd,in_metro,pop_size,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Richmond - Clarendon,0,1,15239,1680,1360,535,245,872,767,185,364,1816,186,0.11024345429490125,0.08924470109587243,0.035107290504626285,0.01607717041800643,0.0572216024673535,0.05033138657392217,0.01213990419318853,0.02388608176389527,0.11916792440448848,0.012205525296935494
Windsor - Bligh Park,0,1,15264,1340,1546,383,69,791,587,162,342,1689,140,0.08778825995807128,0.10128406708595387,0.025091719077568134,0.004520440251572327,0.051821278825995805,0.03845649895178197,0.01061320754716981,0.02240566037735849,0.11065251572327044,0.009171907756813417
Yarramundi - Londonderry,0,1,7504,506,519,174,30,368,234,55,108,430,51,0.06743070362473348,0.06916311300639659,0.02318763326226013,0.003997867803837953,0.04904051172707889,0.031183368869936032,0.007329424307036247,0.014392324093816631,0.05730277185501066,0.006796375266524521
Erskine Park,0,1,6486,501,525,132,18,410,210,53,81,377,38,0.07724329324699353,0.08094357076780759,0.020351526364477335,0.0027752081406105457,0.06321307431390688,0.032377428307123035,0.008171446191797719,0.012488436632747455,0.058125192722787544,0.00585877274128893
St Clair,0,1,19942,1601,1723,444,66,1322,691,171,274,1393,137,0.0802828201785177,0.0864005616287233,0.02226456724501053,0.0033095978337177815,0.06629224751780162,0.034650486410590715,0.008574867114632434,0.013739845552101093,0.06985257246013439,0.006869922776050546
Colyton - Oxley Park,0,1,13028,1033,1147,254,56,913,471,129,227,1040,100,0.07929075836659502,0.08804114215535769,0.01949646914338348,0.004298434141848327,0.07007982806263433,0.03615290144304575,0.009901750076757752,0.017424009824992325,0.07982806263432607,0.007675775253300584
St Marys - North St Marys,0,1,17325,1430,1606,352,69,1131,654,183,384,1540,180,0.08253968253968254,0.0926984126984127,0.020317460317460317,0.003982683982683983,0.06528138528138529,0.03774891774891775,0.010562770562770564,0.022164502164502164,0.08888888888888889,0.01038961038961039
Rookwood Cemetery,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auburn - Central,1,1,19487,696,629,176,100,886,377,127,114,549,106,0.03571611843793298,0.032277928875660694,0.009031662133730179,0.0051316262123466926,0.0454662082413917,0.019346230820547032,0.0065171652896803,0.00585005388207523,0.028172627905783343,0.005439523785087494
Auburn - North,1,1,10592,339,282,98,37,440,174,51,48,294,45,0.032005287009063445,0.026623867069486405,0.00925226586102719,0.003493202416918429,0.04154078549848943,0.016427492447129908,0.004814954682779456,0.004531722054380665,0.027756797583081572,0.004248489425981873
Auburn - South,1,1,8860,467,381,139,104,498,220,71,70,364,68,0.05270880361173815,0.043002257336343115,0.015688487584650114,0.011738148984198645,0.05620767494356659,0.024830699774266364,0.008013544018058691,0.007900677200902935,0.04108352144469526,0.007674943566591422
Berala,1,1,8610,420,381,153,48,478,227,79,79,319,49,0.04878048780487805,0.04425087108013937,0.017770034843205575,0.005574912891986063,0.05551684088269454,0.026364692218350756,0.009175377468060394,0.009175377468060394,0.03704994192799071,0.005691056910569106
Lidcombe,1,1,21197,870,792,273,79,1012,552,118,143,665,124,0.04104354389772138,0.03736377789309808,0.012879181016181535,0.003726942491862056,0.04774260508562533,0.026041420955795633,0.005566825494173704,0.006746237675142709,0.031372364013775536,0.005849884417606265
Regents Park,1,1,5138,292,272,85,24,306,159,49,41,221,29,0.05683145192681977,0.05293888672635266,0.016543402101985207,0.004671078240560529,0.05955624756714675,0.030945893343713508,0.009536784741144414,0.007979758660957572,0.04301284546516154,0.0056442195406773065
Silverwater - Newington,1,1,9246,279,446,146,12,304,177,40,37,321,25,0.03017521090201168,0.048237075492104695,0.015790612156608264,0.0012978585334198572,0.03287908284663638,0.019143413367942893,0.004326195111399524,0.00400173047804456,0.03471771576898118,0.0027038719446247027
Wentworth Point - Sydney Olympic Park,1,1,20412,371,919,172,20,424,233,82,52,843,42,0.018175582990397805,0.04502253576327651,0.008426415833823241,9.798157946306093e-4,0.02077209484616892,0.0114148540074466,0.004017244757985499,0.0025475210660395845,0.04129923574368019,0.00205761316872428
Ermington - Rydalmere,1,1,24641,1454,1432,573,170,1223,773,203,251,1561,160,0.05900734548110872,0.05811452457286636,0.023253926382857837,0.006899070654600057,0.04963272594456394,0.031370480094152026,0.008238302016963597,0.010186274907674202,0.06334970171665111,0.006493242969035347
Oatlands - Dundas Valley,1,1,18508,1147,1114,434,122,973,614,135,268,1145,122,0.06197320077804193,0.06019018802679922,0.023449319213313162,0.006591744110654852,0.052571860816944024,0.03317484331100065,0.007294143073265615,0.014480224767668035,0.06186513939917873,0.006591744110654852
Carlingford - East,1,1,11622,715,654,293,92,584,463,100,108,530,73,0.06152125279642058,0.05627258647392876,0.02521080709000172,0.00791602133884013,0.05024952675959388,0.039838237824815007,0.008604371020478403,0.009292720702116675,0.04560316640853554,0.006281190844949235
Carlingford - West,1,1,19251,899,958,433,67,897,609,136,164,754,122,0.04669887278582931,0.04976364864162901,0.022492338060360502,0.0034803386837047425,0.04659498207885305,0.031634720274271465,0.007064568074385746,0.0085190379720534,0.03916679653005039,0.006337333125551919
Chester Hill - Sefton,0,1,20842,1239,1120,347,104,1175,549,143,195,934,146,0.059447269935706745,0.05373764513962192,0.016649073985222147,0.004989924191536321,0.05637654735629978,0.026341042126475388,0.006861145763362441,0.009356107859130602,0.04481335764322042,0.007005085884272143
Fairfield - East,0,1,15742,1121,899,293,279,1130,550,185,217,956,179,0.07121077372633719,0.05710837250667006,0.01861262863676788,0.017723288019311396,0.07178249269470208,0.03493838140007623,0.011752001016389277,0.01378477957057553,0.06072925930631432,0.011370855037479354
Granville - Clyde,1,1,23250,1002,1025,275,80,1121,575,164,209,906,143,0.04309677419354839,0.04408602150537634,0.011827956989247311,0.0034408602150537634,0.04821505376344086,0.024731182795698924,0.007053763440860215,0.008989247311827956,0.03896774193548387,0.006150537634408602
Guildford - South Granville,1,1,22386,1282,1141,337,111,1362,635,209,260,1089,173,0.057267935316715805,0.05096935584740463,0.015054051639417493,0.0049584561779683735,0.06084159742696328,0.028365943000089343,0.009336192263021532,0.011614401858304297,0.048646475475743765,0.0077280443134101675
Guildford West - Merrylands West,1,1,22929,1444,1378,451,146,1255,770,178,261,1259,166,0.06297701600593135,0.06009856513585416,0.01966941427886083,0.006367482227746522,0.05473417942343757,0.033581926817567276,0.007763094770814253,0.011382964804396179,0.05490863099132103,0.007239740067163854
Smithfield Industrial,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yennora Industrial,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greystanes - South,1,1,16645,1378,1084,420,72,960,695,135,238,865,123,0.08278762391108441,0.06512466206067888,0.025232802643436466,0.004325623310303395,0.05767497747071192,0.04175428056473415,0.008110543706818865,0.014298588164613999,0.051967557825172726,0.007389606488434965
Merrylands - Holroyd,1,1,23806,1262,1164,337,87,1192,717,179,219,1109,149,0.05301184575317147,0.04889523649500126,0.014156095102075108,0.003654540872049063,0.05007141056876418,0.030118457531714694,0.007519112828698648,0.009199361505502815,0.04658489456439553,0.006258926321095522
Pemulwuy - Greystanes (North),1,1,10893,734,660,256,99,584,353,64,101,549,68,0.0673827228495364,0.06058936931974663,0.02350133113008354,0.009088405397961994,0.05361241164050307,0.03240613237859176,0.005875332782520885,0.009272009547415772,0.05039933902506197,0.00624254108142844
South Wentworthville,1,1,7305,477,407,154,31,416,269,58,87,341,58,0.06529774127310062,0.05571526351813826,0.02108145106091718,0.004243668720054757,0.05694729637234771,0.03682409308692676,0.007939767282683094,0.01190965092402464,0.04668035592060233,0.007939767282683094
North Parramatta,1,1,22878,1136,1313,401,182,1041,620,149,211,1632,147,0.04965469009528805,0.05739138036541656,0.017527755922720517,0.007955240842731009,0.045502229215840545,0.02710027100271003,0.006512807063554507,0.00922283416382551,0.07133490689745607,0.006425386834513507
North Rocks,1,1,8451,655,581,258,83,379,324,93,81,469,61,0.07750562063661105,0.06874926044255118,0.03052893148739794,0.009821322920364453,0.04484676369660395,0.038338658146964855,0.011004614838480652,0.009584664536741214,0.05549639095964975,0.007218080700508816
Northmead,1,1,20275,1059,1195,351,58,831,519,127,187,1168,83,0.05223181257706535,0.058939580764488284,0.017311960542540073,0.0028606658446362516,0.04098643649815043,0.025598027127003698,0.00626387176325524,0.009223181257706535,0.057607891491985204,0.004093711467324291
Toongabbie - Constitution Hill,1,1,22853,1731,1550,605,146,1452,999,238,349,1314,178,0.07574497877740341,0.06782479324377544,0.02647354833063493,0.006388657944252396,0.06353651599352382,0.04371417319389139,0.010414387607753905,0.015271517962630727,0.05749792149827156,0.0077889117402529205
Winston Hills,1,1,11199,893,873,354,82,597,449,112,171,705,83,0.0797392624341459,0.07795338869541923,0.03160996517546209,0.007322082328779355,0.05330833110099116,0.04009286543441379,0.010000892936869364,0.015269220466113046,0.06295204929011519,0.007411376015715689
Pendle Hill - Girraween,1,1,13939,738,701,231,88,856,419,109,152,558,63,0.05294497453188894,0.05029055168950427,0.016572207475428653,0.006313221895401392,0.06141043116435899,0.0300595451610589,0.00781978621134945,0.010904656001147858,0.04003156610947701,0.004519692947844178
Wentworthville - Westmead,1,1,21568,868,931,234,132,1075,493,123,185,907,97,0.04024480712166172,0.04316580118694362,0.010849406528189911,0.006120178041543026,0.0498423590504451,0.02285793768545994,0.005702893175074184,0.008577522255192878,0.042053041543026706,0.0044974035608308606
Parramatta - North,1,1,12062,207,409,85,9,316,149,38,38,378,26,0.017161333112253357,0.03390814127010446,0.007046924224838335,7.46144917924059e-4,0.026197977118222516,0.0123528436411872,0.003150389653457138,0.003150389653457138,0.03133808655281048,0.002155529762891726
Parramatta - South,1,1,9867,299,298,96,66,361,154,57,49,408,33,0.030303030303030304,0.03020168237559542,0.00972940103374886,0.006688963210702341,0.03658660180399311,0.01560758082497213,0.005776831863788386,0.004966048444309314,0.041349954393432656,0.0033444816053511705
Rosehill - Harris Park,1,1,9034,294,335,80,45,348,164,50,50,381,43,0.032543723710427276,0.0370821341598406,0.008855435023245517,0.004981182200575604,0.038521142351118,0.01815364179765331,0.005534646889528448,0.005534646889528448,0.04217400929820678,0.0047597963249944655
Pennant Hills - Cheltenham,0,1,21737,1577,1484,666,184,841,870,184,231,1297,137,0.07254910981276165,0.0682706905276717,0.03063900262225698,0.008464829553296223,0.03868979159957676,0.04002392234438975,0.008464829553296223,0.010627041450062106,0.05966784744905001,0.00630261765653034
Epping (East) - North Epping,1,1,14404,617,766,305,90,452,409,66,98,695,59,0.0428353235212441,0.05317967231324632,0.021174673701749514,0.006248264371008053,0.031380172174396,0.028394890308247708,0.004582060538739239,0.006803665648430992,0.048250485976117745,0.004096084420994168
Epping (NSW) - West,1,1,18690,800,888,399,53,749,547,100,119,716,102,0.042803638309256285,0.04751203852327448,0.021348314606741574,0.002835741037988229,0.040074906367041196,0.029266987693953986,0.005350454788657036,0.006367041198501872,0.038309256286784374,0.005457463884430177
Gladesville - Huntleys Point,0,1,15456,1106,1116,424,67,499,485,76,167,1120,86,0.07155797101449275,0.07220496894409938,0.027432712215320912,0.004334886128364389,0.0322851966873706,0.03137939958592133,0.004917184265010352,0.010804865424430642,0.07246376811594203,0.005564182194616977
Hunters Hill - Woolwich,0,1,9844,748,626,332,98,284,398,57,109,513,76,0.07598537180008126,0.06359203575782202,0.0337261275904104,0.009955302722470541,0.028850060950832996,0.04043071921982934,0.005790329134498172,0.01107273466070703,0.052112962210483546,0.0077204388459975615
Macquarie Park - Marsfield,0,1,23818,1188,1316,493,284,837,697,184,192,1390,160,0.04987824334536905,0.055252330170459316,0.020698631287261734,0.011923755143169032,0.03514148962969183,0.02926358216474935,0.00772524981106726,0.008061130237635402,0.05835922411621463,0.006717608531362835
North Ryde - East Ryde,0,1,15622,916,967,376,75,631,514,97,153,977,97,0.05863525796953015,0.061899884777877355,0.02406862117526565,0.0048009217769811804,0.04039175521700166,0.03290231724491102,0.00620919216489566,0.009793880425041607,0.06254000768147484,0.00620919216489566
West Ryde - Meadowbank,0,1,20102,937,1018,401,122,789,502,137,151,1150,113,0.04661227738533479,0.050641727191324246,0.01994826385434285,0.006069047855934733,0.039249825887971344,0.024972639538354394,0.0068152422644512985,0.0075116903790667594,0.057208237986270026,0.005621331210824794
Putney,0,1,4163,279,258,137,20,169,171,38,37,192,42,0.06701897669949555,0.06197453759308191,0.03290895988469854,0.004804227720393947,0.04059572423732885,0.04107614700936824,0.009128032668748499,0.008887821282728801,0.04612058611578189,0.010088878212827288
Denistone,0,1,6969,416,409,180,35,291,251,47,64,331,44,0.05969292581432056,0.05868847754340652,0.02582866982350409,0.00502224135457024,0.04175634954799828,0.036016645142775146,0.006744152676137179,0.00918352704835701,0.04749605395322141,0.006313674845745444
Eastwood,1,1,18974,924,878,387,92,932,586,149,143,848,126,0.04869821861494677,0.046273848424159374,0.020396331822493938,0.004848740381574786,0.04911984821334458,0.0308843680826394,0.007852851270159165,0.007536629071360809,0.0446927374301676,0.0066406661747654685
Ryde - North,0,1,20291,1297,1156,491,105,952,665,164,233,1278,122,0.06391996451628801,0.05697107091814105,0.024197920260213886,0.005174707998620078,0.04691735252082204,0.03277315065792716,0.00808240106451136,0.011482923463604553,0.06298358878320437,0.0060125178650633285
Ryde - South,0,1,11972,426,626,173,59,343,225,65,67,585,59,0.035583027063147345,0.05228867357166722,0.014450384229869696,0.004928165720013365,0.028650183762111595,0.018793852322084866,0.005429335115268961,0.00559639158035416,0.048864016037420646,0.004928165720013365
Ashcroft - Busby - Miller,0,1,17962,1575,1587,327,93,1255,712,218,342,1393,232,0.08768511301636789,0.08835319006792117,0.01820509965482686,0.005177597149537913,0.06986972497494712,0.03963923839216123,0.012136733103217905,0.019040195969268457,0.07755261106780982,0.012916156330030064
Austral - Greendale,0,1,12533,764,676,218,42,584,344,79,118,541,90,0.060959068060320754,0.05393760472352988,0.017394079629777386,0.0033511529561956435,0.046596983962339425,0.02744753849836432,0.006303359131891805,0.00941514401978776,0.04316604165004388,0.007181042048990664
Badgerys Creek,0,1,25,3,0,5,0,4,0,0,0,0,0,0.12,0,0.2,0,0.16,0,0,0,0,0
Cecil Hills,0,1,6906,430,408,123,36,399,205,61,54,274,49,0.06226469736461048,0.059079061685490875,0.017810599478714162,0.005212858384013901,0.0577758470894874,0.029684332464523604,0.008832898928468,0.007819287576020852,0.03967564436721691,0.007095279467130032
Green Valley,0,1,12919,767,762,199,52,873,381,109,107,536,91,0.05936992027246691,0.05898289341280285,0.015403669014629615,0.004025079340506231,0.067574889697345,0.029491446706401424,0.008437185540676522,0.008282374796810899,0.041489279355987306,0.007043888845885905
Hinchinbrook,0,1,13038,740,825,214,57,710,394,102,101,552,84,0.05675717134529836,0.06327657616198804,0.016413560362018714,0.0043718361711919005,0.054456204939407886,0.030219358797361557,0.007823285780027611,0.007746586899831262,0.04233778186838472,0.006442705936493327
Hoxton Park - Carnes Hill - Horningsea Park,0,1,13263,615,804,170,33,718,316,90,81,516,79,0.04636959963809093,0.06061976928296765,0.012817612908090175,0.0024881248586292692,0.0541355651059338,0.023825680464449973,0.006785795068988917,0.006107215562090025,0.03890522506220312,0.005956420116112493
West Hoxton - Middleton Grange,0,1,17194,785,946,199,39,800,366,101,92,664,109,0.04565546120739793,0.055019192741654066,0.011573804815633361,0.002268233104571362,0.04652785855530999,0.02128649528905432,0.005874142142607886,0.005350703733860649,0.038618122600907294,0.0063394207281609865
Cobbitty - Bringelly,0,1,4761,451,342,138,19,194,183,39,59,336,37,0.09472799831968073,0.07183364839319471,0.028985507246376812,0.003990758244066373,0.040747742070993485,0.03843730308758664,0.008191556395715185,0.012392354547364,0.07057340894770006,0.007771476580550304
Gledswood Hills - Gregory Hills,0,1,14299,552,992,162,21,456,232,77,65,748,53,0.03860409818868452,0.06937548080285334,0.011329463598853066,0.0014686341702216939,0.03189034198195678,0.01622491083292538,0.005384991957479544,0.0045457724316385765,0.052311350444086996,0.003706552905797608
Leppington - Catherine Field,0,1,12559,793,759,213,48,571,346,77,106,605,76,0.06314196990206226,0.06043474798948961,0.016959949040528704,0.0038219603471613983,0.0454654032964408,0.027549964169121744,0.006131061390238076,0.008440162433314755,0.048172625209013456,0.006051437216338881
Oran Park,0,1,17624,638,1207,212,51,618,301,83,110,1014,89,0.03620063549704948,0.06848615524285066,0.012029051293690422,0.002893781207444394,0.035065819337267365,0.017078983204720836,0.004709487063095779,0.006241488878801634,0.05753517930095325,0.005049931911030413
Bonnyrigg Heights - Bonnyrigg,0,1,17154,1108,1062,297,123,1224,589,185,169,805,165,0.0645913489565116,0.06190975865687303,0.017313746065057714,0.0071703392794683456,0.07135362014690451,0.034336014923632974,0.010784656639850764,0.009851929579106914,0.046927830243674945,0.009618747813920952
Bossley Park - Abbotsbury,0,1,19690,1727,1050,498,250,1416,876,189,203,1044,204,0.08770949720670392,0.053326561706449976,0.025292026409344845,0.012696800406297613,0.07191467750126967,0.04448958862366684,0.009598781107160996,0.010309801929913662,0.05302183849669883,0.010360589131538853
Cabramatta - Lansvale,0,1,24101,1149,1094,318,195,1411,723,197,201,919,209,0.04767437035807643,0.04539230737313804,0.013194473258371022,0.008090950582963363,0.05854528857723746,0.029998755238371852,0.008173934691506577,0.008339902908593004,0.03813119787560682,0.00867183934276586
Cabramatta West - Mount Pritchard,0,1,18249,1127,1037,332,106,1139,554,155,190,862,162,0.06175680859225163,0.05682503150857581,0.018192777686448572,0.005808537454107075,0.062414378870075074,0.030357827826182255,0.008493616088552798,0.010411529398871171,0.04723546495698394,0.008877198750616473
Canley Vale - Canley Heights,0,1,22261,1154,1135,315,185,1321,616,198,187,911,203,0.0518395400026953,0.05098602937873411,0.014150307713040744,0.008310498180674723,0.05934144917119626,0.027671712861057456,0.008894479133911325,0.008400341404249584,0.04092358833834958,0.00911908719284848
Edensor Park,0,1,10279,729,521,212,61,708,345,72,90,455,86,0.0709212958458994,0.05068586438369491,0.020624574374939197,0.005934429419204202,0.06887829555404222,0.03356357622336803,0.007004572429224633,0.008755715536530791,0.04426500632357233,0.008366572623796089
Fairfield,0,1,18248,1460,921,336,140,1377,720,211,218,1065,189,0.0800087680841736,0.05047128452433143,0.01841297676457694,0.0076720736519070585,0.07546032441911442,0.0394563787812363,0.011562911003945638,0.01194651468654099,0.05836256028057869,0.010357299430074528
Fairfield - West,0,1,21249,1593,1099,374,143,1401,775,222,224,1011,184,0.07496823379923762,0.05172008094498565,0.01760082827427173,0.00672972845780978,0.06593251447126923,0.036472304579039015,0.010447550472963434,0.010541672549296437,0.04757870958633347,0.00865923102263636
Greenfield Park - Prairiewood,0,1,8855,696,478,179,55,626,303,91,77,387,96,0.07859966120835686,0.053980801806888766,0.020214568040654995,0.006211180124223602,0.07069452286843592,0.03421795595708639,0.010276679841897233,0.008695652173913044,0.04370412196499153,0.010841332580463015
Horsley Park - Kemps Creek,0,1,4344,411,213,122,71,276,226,36,64,210,49,0.09461325966850828,0.04903314917127072,0.028084714548802948,0.01634438305709024,0.06353591160220995,0.05202578268876611,0.008287292817679558,0.014732965009208104,0.04834254143646409,0.011279926335174955
Smithfield - Wetherill Park,0,1,19510,1771,1164,444,159,1419,837,210,264,1133,203,0.09077396207073296,0.059661711942593544,0.022757560225525372,0.00814966683751922,0.07273193234238852,0.04290107637109175,0.010763710917478216,0.01353152229625833,0.05807278318810866,0.010404920553562276
St Johns Park - Wakeley,0,1,11197,937,605,254,151,904,438,115,116,568,118,0.0836831294096633,0.05403233008841654,0.02268464767348397,0.01348575511297669,0.08073591140484059,0.03911762079128338,0.010270608198624631,0.010359917835134411,0.0507278735375547,0.010538537108153969
Wetherill Park Industrial,0,1,37,5,3,0,0,0,0,0,0,0,0,0.13513513513513514,0.08108108108108109,0,0,0,0,0,0,0,0
Casula,0,1,16584,1163,1035,337,77,1063,563,144,213,872,155,0.07012783405692233,0.0624095513748191,0.020320791123974915,0.004643029425952725,0.06409792571152918,0.033948383984563436,0.008683068017366137,0.01284370477568741,0.052580800771828265,0.009346357935359383
Chipping Norton - Moorebank,0,1,20813,1451,1343,470,150,1155,754,192,286,1095,173,0.06971604285782924,0.06452697833085091,0.022582040071109404,0.007207034065247682,0.05549416230240715,0.03622735790131168,0.009225003603517032,0.013741411617738912,0.052611348676308074,0.008312112621918994
Holsworthy - Wattle Grove,0,1,21129,1256,1536,408,106,1011,565,139,182,1279,122,0.05944436556391689,0.07269629419281556,0.019309953144966634,0.005016801552368782,0.047848928013630554,0.026740498840456244,0.006578635997917554,0.008613753608784136,0.060532916844147855,0.005774054616877277
Lurnea - Cartwright,0,1,12670,985,980,222,70,864,489,152,206,885,136,0.07774269928966061,0.07734806629834254,0.017521704814522494,0.0055248618784530384,0.06819258089976322,0.03859510655090766,0.011996842936069455,0.016258879242304656,0.06985003946329914,0.010734017363851617
Warwick Farm,0,1,5937,404,385,98,28,362,213,59,91,445,50,0.06804783560720903,0.06484756611083038,0.016506653191847735,0.00471618662624221,0.060973555667845715,0.0358767054067711,0.009937678962438943,0.015327606535287181,0.07495368030992083,0.008421761832575375
Edmondson Park,0,1,12080,287,554,81,18,437,162,52,33,333,28,0.023758278145695363,0.04586092715231788,0.006705298013245033,0.001490066225165563,0.036175496688741725,0.013410596026490066,0.004304635761589404,0.002731788079470199,0.027566225165562914,0.002317880794701987
Liverpool - East,0,1,17536,788,885,215,51,824,403,126,138,970,123,0.04493613138686131,0.050467609489051095,0.012260492700729927,0.002908302919708029,0.04698905109489051,0.022981295620437957,0.00718521897810219,0.007869525547445256,0.05531478102189781,0.0070141423357664235
Liverpool - West,0,1,13737,1022,852,276,142,940,527,159,163,902,154,0.07439761228798136,0.062022275606027515,0.020091723083642717,0.010337045934337919,0.06842833224139186,0.038363543714056925,0.011574579602533304,0.011865763995049865,0.06566208051248452,0.011210599111887603
Prestons,0,1,15692,858,934,223,68,969,432,124,123,649,115,0.054677542696915625,0.05952077491715524,0.014211062962018864,0.004333418302319653,0.06175121080805506,0.027529951567677798,0.007902115727759368,0.007838388988019373,0.04135865409125669,0.007328575070099414
Gymea - Grays Point,0,1,18156,1486,1295,581,110,603,709,140,228,1176,144,0.0818462216347213,0.07132628332231769,0.03200044062568848,0.006058603216567526,0.033212161269001984,0.03905045164133069,0.007710949548358669,0.01255783212161269,0.06477197620621282,0.007931262392597489
Miranda - Yowie Bay,0,1,20705,1904,1463,657,374,909,913,197,322,1477,242,0.09195846413909683,0.07065926104805602,0.03173146582950978,0.018063269741608306,0.04390243902439024,0.04409562907510263,0.009514609997585124,0.015551799082347259,0.07133542622554938,0.011687998068099493
Sylvania - Taren Point,0,1,16430,1687,1011,680,262,783,857,164,268,1019,204,0.10267802799756542,0.06153377967133293,0.041387705416920266,0.01594643944004869,0.04765672550213025,0.052160681679853924,0.009981740718198417,0.01631162507608034,0.06202069385270846,0.01241631162507608
Caringbah,0,1,12858,1025,958,371,112,494,479,100,181,1053,92,0.07971690776170477,0.07450614403484213,0.028853631980090215,0.008710530409083839,0.03841966091149479,0.03725307201742106,0.007777259293824856,0.014076839321822989,0.08189454036397574,0.007155078550318867
Caringbah South,0,1,13015,1127,885,465,75,436,556,78,151,693,104,0.08659239339223972,0.06799846331156358,0.03572800614675375,0.005762581636573185,0.03349980791394545,0.042719938532462545,0.0059930849020361126,0.011601997694967345,0.05324625432193623,0.007990779869381483
Cronulla - Kurnell - Bundeena,0,1,24374,2067,1652,851,143,708,998,210,344,1649,209,0.08480347911709199,0.06777713957495692,0.034914252892426355,0.005866907360301961,0.029047345532124395,0.04094526954951998,0.00861573808156232,0.01411339952408304,0.06765405760236318,0.008574710757364405
Lilli Pilli - Port Hacking - Dolans Bay,0,1,3369,241,198,104,3,104,120,27,29,142,15,0.07153457999406353,0.058771148708815675,0.03086969427129712,8.904719501335708e-4,0.03086969427129712,0.03561887800534283,0.008014247551202136,0.008607895517957851,0.042149005639655686,0.004452359750667854
Woolooware - Burraneer,0,1,8947,681,632,281,46,276,340,45,76,476,63,0.07611489884877613,0.07063820274952498,0.0314071755895831,0.005141388174807198,0.030848329048843187,0.03800156477031407,0.005029618866659215,0.008494467419246674,0.053202190678439704,0.007041466413322902
Heathcote - Waterfall,0,1,6673,763,597,299,119,261,410,89,114,655,88,0.11434137569309157,0.08946500824216994,0.04480743293870823,0.017833058594335382,0.03911284279934062,0.06144163045107148,0.013337329536939908,0.017083770418102804,0.09815675108646786,0.013187471901693391
Illawong - Alfords Point,0,1,10554,850,686,335,96,505,467,90,105,588,71,0.08053818457456888,0.06499905249194618,0.031741519802918325,0.009096077316657191,0.0478491567178321,0.04424862611332196,0.008527572484366117,0.009948834565093803,0.0557134735645253,0.006727307182111048
Menai - Lucas Heights - Woronora,0,1,20927,1775,1786,660,167,860,773,170,235,1556,159,0.08481865532565586,0.08534429206288527,0.031538204233764994,0.007980121374301142,0.04109523581975438,0.036937927079849,0.008123476848090982,0.011229512113537536,0.07435370573899747,0.007597840110861566
Oyster Bay - Como - Jannali,0,1,22063,1696,1749,678,152,753,795,169,253,1481,161,0.07687077913248425,0.07927299098037438,0.030730181752254906,0.006889362280741513,0.03412953814077868,0.03603317771835199,0.007659883062140235,0.01146716221728686,0.06712595748538276,0.007297285047364366
Royal National Park,0,1,42,0,5,0,0,0,0,0,0,0,0,0,0.11904761904761904,0,0,0,0,0,0,0,0
Sutherland - Kirrawee,0,1,23238,2075,1934,747,366,1019,975,216,348,2259,247,0.08929339874343747,0.08322575092520872,0.03214562354763749,0.015750064549444876,0.04385058955159652,0.04195713916860315,0.009295120061967466,0.014975471210947586,0.09721146398140976,0.010629141922712798
Engadine,0,1,17356,1527,1525,576,87,739,731,154,259,1388,147,0.08798110163632174,0.08786586771145426,0.03318737036183452,0.0050126757317354225,0.042578935238534225,0.0421179995390643,0.008873012214796036,0.014922793270338788,0.0799723438580318,0.008469693477759853
Loftus - Yarrawarrah,0,1,7348,682,625,255,32,294,293,56,109,504,50,0.09281437125748503,0.08505715841045182,0.03470332063146434,0.004354926510615134,0.040010887316276535,0.03987479586281981,0.007621121393576484,0.014833968426782798,0.06859009254218836,0.006804572672836146
Woronora Heights,0,1,3539,303,297,108,14,126,130,35,43,228,20,0.0856174060469059,0.08392201186775926,0.030517095224639728,0.003955919751342187,0.03560327776207969,0.03673354054817745,0.009889799378355468,0.012150324950551003,0.06442497880757277,0.005651313930488839
Migratory - Offshore - Shipping (NSW),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No usual address (NSW),0,0,11371,813,776,260,27,365,387,85,268,1585,79,0.07149766951015742,0.06824377803183537,0.022865183361181953,0.0023744613490458183,0.032099199718582355,0.03403394600299006,0.0074751560988479465,0.023568727464602937,0.1393896754902823,0.006947498021282209
